,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.119152577874872,-0.0636132237119712,0,-0.0277449372166034,0,0,0,0.000187850858367045,0.00278341818666005,0,0,0,0,0,0.0113036011388407
ETH,0,0,0,0,0.0992468035710563,0.134989007128986,-0.109664254229951,0,0.292544500999025,0.303703968160613,-0.00524788763467665,0.0049360344104413,0.151543897899616,0,0,0,0,0
XRP,0.0268365504389453,0,0,0,0.0998334106227913,0.106529020552529,0,0,0,0,-0.055971854548548,-0.0150833618371749,-0.100782458173468,0,0,0,0,0
LTC,0.68096984782157,0.0165390205588915,0,0,-0.024840026199357,0,0.0991185892362324,-0.0148776964813975,0,-0.0696610633860784,-0.00178595216450885,-0.00644170672999181,0.00422414101095651,0,0,0,0,-0.0234030850321826
XMR,-0.931362219084827,0.167955092920961,0.00000000000000000173472347597681,0,0,-0.0000000000000000138777878078145,0,0.0533212391282282,0,0.157817162808594,0,-0.130937791195162,-0.0714724743687364,0,0,0,0,0.0935364498009404
ETC,0,0,0,0,0,0,-0.0410312200365519,0.000000000000000000216840434497101,0,0.0862697088797405,0,-0.0788162509680137,0,0,0,0,0,-0.0525603879928992
DASH,0,0,-0.0565731091815518,0.289771671165946,0.172887895172925,0.084744651060285,0,0,0,0,-0.0858053365324664,-0.0627467933010157,0,0,0,0,0,0
XEM,-0.366810954661119,0.0873667852945273,0,0,0.0622183840497417,0.165403783777863,0,0,0.393535320640801,0,-0.0310001660570872,-0.027003448400282,-0.181692949160457,0,-0.707715649526559,0,0,-0.0895196263685093
DOGE,0,0.0711368434831344,0.00924569133956366,0.158278401019929,-0.069747535805919,0.0177825653918576,0,0.0672857296188123,0,0,-0.0119493309561747,0.0407570565146555,-0.0636269754557011,-0.0802247317928917,0.0518277261229353,0,0,0.0512117582474374
XLM,0,0.108984151166733,-0.00000000000000000346944695195361,-0.394258308599511,0.122289834549448,0.134443748824625,-0.25127672328998,-0.0781647379209773,0,0,-0.070030565505616,0.0401143770941721,0,0,0.304802199237125,0,0,0
ZEC,0,-0.338934181606916,0,0,0.672235205024006,0,-5.80582690643113,-0.353568033438287,0,-0.89945194065364,0,-0.512759537807319,-1.05915376570867,0,0,0,0,-0.395920703979216
NEO,0.124330420419907,1.71771521595804,-1.616307526017,0,0,0,-1.53100079140801,0,2.79993272958198,0,-0.0691052637203516,0,-0.471577536053584,0,0,0,0,0.383595419905827
DGB,0,0,0,0,-0.0924290625481639,-0.163060984628022,0.245461242982342,0.121788804764585,0,0,-0.0109490843871725,-0.0928551348599938,0,0.445906596133028,0,0,0,-0.083068987207487
BV010082.INDEX,-0.129249521651053,0,-0.0473337563297448,0,-0.0422824513378083,0.0211942141077514,0.00265085984403633,0.0637006628405574,0,-0.000000000000000000216840434497101,-0.00137325124996455,0.0124325655642146,0.0204041847589604,0,0.0805323237247362,0,0,-0.151790774753079
CVIX.INDEX,-0.00000000000000000010842021724855,0,0,0,0.0479558360653523,-0.25197572303279,0.0146876217809367,-0.155709532478966,0.230038829587285,0.063482593804321,-0.0231246052006478,-0.0407710632899904,0.110070233069693,0.438575992573516,0,0,0,0.224687633499322
DXY.INDEX,-0.00445095231642524,-0.000961064667550319,-0.010784306640524,0,0,0,0,0.0173627235840364,0,0.0126602424647676,0.00273816854406852,0,0,0.0285246413633742,0,0,0,-0.0266961721523948
SPX.INDEX,0.0288923922872996,-0.00595226000090903,0.0100677265785648,0,0.000201013903229367,0,0.0124933413313762,0.0208226472511522,0,0,0.00132974695901197,-0.00495733245672458,0,0,0,0,0,-0.0489945253651563
VIX.INDEX,0,0,0,0,-0.175882768890241,0,0,0.28349327679938,0,-0.0611349875015538,-0.0231852318736151,0.041421413060259,0,-2.02002572203274,1.08033320795903,0,0,0
