,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0393954532241682,0.759772379438101,0.0677862451721078,0.0910203120834354,0.0204840231412111,0,0.247349409055745,0.000000000000000000216840434497101,0.0115867772844526,0,-0.00508072735518221,0,0,0.0230534589077757
XRP,0,0,0,0,0.0728124254536115,0.0558509170934475,0.423350111023361,-0.20336231760307,0.0691261499235683,-0.085786618542904,0,0,0,0,0.047146273274335
LTC,0.687625126479088,0,0,-0.000403797516847275,0,0.0537819707996904,-0.0321231702935255,0,0.0255863237334236,-0.0339710303721194,0.198875327128284,0.250436377909638,0,0,-0.0304926199091419
ETH,0,-0.0944653460164599,-0.152727430456755,0,0.122859227981265,0,0,0,0.011974573001815,0.0708758475706272,0,0,0,0,0.179033246978408
DASH,0.604697820624197,0.107501291200187,0,-0.0283631441516835,0,0.00874992263215036,-0.233093094382883,-0.607338203926415,-0.0112644757828816,0.0567959964763654,0,1.45414586991029,0,0,-0.154063351653923
DOGE,0.671680314643099,0.0317367215194344,0,0,0.0189500345030872,0,0.123724366785148,0,0.0780046713414552,-0.075807762295564,0,0,0,0,0
XLM,0,-0.107258774712096,0.248237486336219,0,0,0,0,-0.140921938266406,0.110533422001837,0.262558943354151,0,0,0,0,-0.0393647949777586
XMR,0.277823440793074,0,0,0.0927603065982228,-0.238094989246571,0.154682122024095,0.283823585853091,0,-0.0480113886381104,0.00126140802498404,0.319323246085258,0.727475800636676,0,0,-0.128177907225706
XEM,-1.23615859878016,0,0.627024076572788,0.282705876981646,0,0,0.410146333875498,0.684648589056957,0,-0.0148584050734753,1.31696375906511,-1.59516671165383,0,0,0.20172766209756
DGB,0.314403416343318,-0.194189162724683,-0.268215131370734,-0.288886702817353,0.304334478341567,0,0.389951692134537,0.238524536292708,0.189912730026367,0,0,0,0,0,0.23631282145404
BV010082.INDEX,0,0.121810980530611,0.0837538844914462,0,-0.0258425203975648,-0.0770510835437004,0.103056889222983,-0.0277604196368516,0.0115742730162651,-0.03459913942185,0,0,0,0,-0.0668709028859212
CVIX.INDEX,0,-0.096947971261152,0.0717745773821081,0,0,0,-0.0157587277633056,-0.0126669472295096,-0.0199943394510319,0,-0.0609351722634004,0,0,0,0.110016027942986
DXY.INDEX,0,0.00247511699637015,-0.0126228490676814,0,0,-0.00573340566201345,-0.0475095498672152,0.0247804876977495,0.00489444125204407,0,0,0.100052433788417,0,0,-0.0330668333775872
SPX.INDEX,0,0.0341336136876043,0,-0.0271270094616911,0,-0.0185710146150281,-0.0088714137021058,0,0.00253751741384749,0,0.0799788047673988,0,0,0,-0.110229882847576
VIX.INDEX,0,0.229231860294764,0,0,0.107744311425214,-0.211995927131329,0,-0.193779242248299,-0.0506774286690423,0.230802107097461,0,0,0,-6.30530852723994,0
