,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0989879048077271,0,0.1245958332851,0.0469431109211373,0.0322938914923173,0,0.0581924053008837,0,0.0224186338479065,0.0224178649203601,-0.174210227522692,-0.101364250864208,0,0,-0.0218724875315095
ETH,0.218359717910935,0,0.090682361866709,0.151784017042203,0.0429141419663976,0.0232590130123798,0,-0.0984313004786798,0,0,-0.0363863056236153,0.463340109220001,0.0410004560972389,0,0,0.0380985633926571
XRP,0,-0.202701382650068,0,0,-0.0715670558608762,0.0521866482048995,0.194201909619865,0.180034878019003,0.190597615909519,0.445297490601096,0.1657315304706,-0.362048902446565,0,0,0,0.173705671339228
LTC,0.517387469523031,0,0,0,0.0890658118699024,0.0067934163383551,0,0,0.0484395647708308,0.0129661090667012,-0.0171126456003295,0,0.090723198659037,0,0,0.00990957119134405
ETC,0,-0.124928808181532,0,0.12164077503981,0,-0.00626092174317141,0.431043889508834,-0.379478551142969,0,0,0.102127491294386,0,0,0,0,-0.13095363068796
XMR,0,0.918176836064928,-0.256001321567785,0,0.0677438512075735,0,0.58236687503854,-0.10208768417004,-0.47147433422076,0.403926123919894,0,-0.767632392800172,0,0,0,0.0126583691848802
DASH,-0.092033718262477,-0.253036201941758,-0.110797134136823,-0.173990400357676,0.0170520589306567,0.0341962222624263,0,0,-0.139341875449007,0.12605289360867,-0.198762220930731,0,0.300638393036468,0,0,-0.144364551735646
XEM,0,0.213544841612368,0,-0.663765037436117,-0.0237838011837122,0,0.307437650885724,0,0,0,0.124480348433136,0,-0.570745767338813,0,0,-0.0138987373005276
DOGE,0,0.1982361919453,0.121579570833091,0,-0.0408742507991877,-0.130596000666606,0.176352119866786,-0.0862189078422219,0,0.00000000000000000693889390390723,-0.0309959293518652,0,0.414530222729593,0.443816588175069,3.52940216859661,0.179860445918517
XLM,-0.0631898883136564,-0.0136021216150898,0.472303705152523,0,0,0.0096826531502241,0,-0.032423828748501,0,0,0,0.307768295972637,0.549583333406775,0,0,0
DGB,0,0,0.242111968787555,0,-0.142581150194249,-0.010289823180231,-0.362199451464042,0,0,0,0,0,0.68920462669003,0,0,0
BV010082.INDEX,0,0.0492269327964447,-0.0451678134140882,-0.0857750825615932,-0.0612430398181029,0.0374225941144662,-0.073271247933524,-0.0348848681988633,-0.159267860893379,0,0,0,0.238450679980272,0,0,0.0264357600533709
CVIX.INDEX,0,0.064706371315528,0.0594879091811871,0,0,-0.0309081601491901,0.0449882476664326,0,0,0.0396243266153631,0.059168831288047,0,0,0,0,0.105416582814881
DXY.INDEX,0,0.00729212404936171,0.0112385613252094,0,0,0.00307687704716719,0.00452445764143892,-0.014398339879482,0.00114937113053963,0.00636014117899283,-0.00300991695055396,0.145176168844256,0,0,0,0.00000000000000000000042351647362715
SPX.INDEX,-0.0207197587506181,0.0200703976906326,0.0235544172736828,0,0,0.00448939230241651,0.015871071045432,0,0,-0.0227137021608854,0,0,0,0,0,-0.0692577048885072
VIX.INDEX,-0.764716212238265,0.0849714229028885,0.0880197371245632,0,0,0,-0.00000000000000000173472347597681,0.048861402905955,0.279778501869806,-0.122042498203513,0.173023188238544,0,0.711779757941493,0,-6.21813371523253,0
