,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.307916148695517,0.00000000000000000010842021724855,0,0,0,0,0,0.00805568014374554,0,0,0,0,0,0,0.000000000000000000433680868994202
ETH,0,0,0.212486144741484,0.0679778563798501,0.167797400976779,0,0,0.082058276357424,0,0.168349623498979,0,0.143552924737613,-0.0438325532945767,-0.386397869541907,0,0,0,-0.148442957299003
XRP,0.0485704234788492,0.055914563614091,0,0,0,0.0316261765660141,0,0,0,0.101344992826443,-0.0525560505311238,0.000779819499359581,0.187929471976869,-0.185481615458929,0,0,0,0
LTC,0.710308481227931,0.0224907619359599,0,0,-0.0330954654702722,0,0,0.041389753724847,0,0,0,-0.0586501273629706,0,0,0,0,0,-0.0224232011730689
XMR,-0.968770958328871,0,-0.347763125911612,-0.418677658666144,0,-0.114630228427578,0.206093254700739,0,0,0,-0.061946164968846,0.125683514775681,0,0,0,0,0,0.000062563905653572
ETC,0,0.313768803342778,-0.764793500806201,-0.224925769495352,-0.0344864408915683,0,-0.141133547949903,0.0591564437624204,0,0,0.00293647942189712,0,0.549362175789328,0,0.239632141891416,0,0,0
DASH,0,0.0757477995763163,0.100540251693171,0.264420454294505,0.106311759736711,0.39152931398562,0,0.107103903238046,-0.339341971189307,0.112059340569458,0.00928709857997994,-0.0964757434047812,-0.305852674069112,-0.514016235677477,0.286802782480453,0,0,-0.0495436809322056
XEM,-0.217231266896853,0,0.403160932457672,0,-0.0609445220393736,-0.0294177931612619,0.0747880100159746,0,-0.131805464919814,-0.0098511439976336,0.0279853634314446,-0.0777722674451069,0.312191631884408,0.250783560384282,0,0,0,0
DOGE,0,0.13814665751426,-0.113282918426434,0.0709676239282563,-0.13027463546728,0,0,0.0798367598242433,0,-0.0284687760913455,-0.0209925163105963,0.0735275197945659,-0.00295156856336489,0,0.0708066037483092,0,0,0.00341996402700052
XLM,-0.00313906400194269,0.104322759180335,0,-0.254903192331969,0.0782469305026107,0,0,0,0,0,0.0380811900341736,0.0645492263449171,0.413501166745135,0,0,0,0,0
ZEC,0,0.995436712563931,-4.14320517371348,1.43269007867565,0.112761685486711,1.01170840190014,-1.5015331161847,0,0,0.257007989690601,0,0,0,0,-0.0223436637851824,0,0,-0.519371463933255
NEO,0.716969127414781,0.269047648156991,0,-0.600251645985259,0.0579700019154845,-0.163680966726355,0,-0.140030821500764,0.474019408048837,-0.015048630024774,0.0328754395129273,0,0.1645873863303,0.142155867822787,0.229768428319217,0,0,-0.0778328413944381
DGB,0,0,0.483101667344557,0,0.110816669841592,0.319856763427739,-0.543509463245378,0.07974501720793,0,-0.00089916206453138,-0.0046647915856175,-0.0524312519508061,0,0.0574449427015946,0.244235637797984,0,0,-0.152881905151586
BV010082.INDEX,0,-0.109361817143941,0,0,0.046339452063,0.00000000000000000346944695195361,0,-0.00865076450646731,0,0,-0.0200805303060592,0.0169146365835809,0.0189782862539751,0,-0.130679727036605,0,0,0
CVIX.INDEX,0,0,0,0.0397301891579133,0,-0.0551661494400119,0.079695571667078,-0.119424613483387,0.230420852628479,0.0187320403900168,0,0,0.0912358193495774,0,0,0,0,0.195180612261164
DXY.INDEX,0,0.00554644404109103,-0.0352918284443467,0,-0.00311209796549426,-0.0132111349696833,0,0.0228230617066551,0.0165387722108782,-0.0119567899408438,0.00335731840964337,0.00300225800965145,0.0214622235963796,0.0963161417701807,0,0,0,-0.0204271391169258
SPX.INDEX,0.00228354633198162,0,0,0,0.00189884520643719,0,0,0.00772727344514829,0,-0.00948964474914791,-0.00167994773212736,0.0178777495198069,-0.00650284268791889,0,0,0,0,-0.0446395658476124
VIX.INDEX,0,-0.02860584701604,0,0,0.0786968036686153,0.265655655461693,0,-0.331896388364136,0.514477817760669,-0.0532737965874144,0.0506607166338404,0,0,-0.290743149166834,0.681721472764709,0,-4.26319028857387,0
