,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.152098416626135,0.0345174042142144,0.0614075535701165,0,0,0.130256951996219,0,0.0761112949858616,0,0,0.102814348632676,0.0422412573233633,0,0,0,0,0
ETH,0,0,0,0.337047715957064,0,0,0,0,0.175879630892048,0.16706095652764,0,0.0295485968015307,0,0.124473119897242,0,0,0,0,0,0
XRP,0,0.0678327184443296,0,0.131502673682045,0,0,0,0,0.00950288631340851,0.305646152915901,0,0.129748246144806,0,0.0160201777618543,0,0,0,0,0,0
BCH,0,0.0287403991530797,0,0,0.391785875496012,0,0,0.149934983433451,0.0412576006322558,0.0609176584825657,0.0688158546263443,0,0,0.0581869756368385,0,0,0,0,0,0
EOS,0.36081039957284,0,0,0.0800420979585056,0,0.0477608727031751,0.238508723870991,0,0,0.230639520111865,0,0,0,0,0.405537566769674,0,0,0,0,0
XLM,0,0,0,0,0.18611970344283,0,0,0.306946869232229,0.0671815847137461,0.198771797816316,0.0262735234810896,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.461682200059437,0.0157525723462784,0,0,0,0.0797319151947665,0,0,0,0,0.0958127584121247,0.0969320219271145,0,0,0,0,0
ADA,0,0,0,0.23287158794877,0,0.255068425317332,0,0,0.0342864638324085,0,0,0.109713767370835,0,0.0371194011418997,0.143529730183352,0,0,0,0,0
MIOTA,0.186833481030224,0,0,0,0,0.00000000000000000346944695195361,0.0613741540302044,-0.0000000000000000277555756156289,0,0.262425931167465,0,0.606740560066096,0,0,0,0,0,0,0,0.0218347402503781
TRX,0,0.380309748932951,0,0.253303829648551,0.220763639626169,0.030215883953184,0,0,0,0,0,0,0,0.0432513136389634,0,0,0,0,0,-0.0125451847305352
XMR,0.446813385018648,0.2594030762679,0,0,0,0,0,0.0764692567402134,0,0,0,0.151647807244263,0,0,0.140811477304605,0,0,0,0,0
NEO,0,0,0,0,0.0683944427238087,-0.0387861526980363,0,0,0.482879560153678,0,0,0,0.0462064902275989,0,0.405435934324828,0,0,0,0,0.0610589839441891
DASH,0,0,0,0.036439626781491,0,0,0,0.239341950493209,0,0.0663653055071313,0,0.107538840302201,0,0,0.128500267930577,0,0,0,0,-0.0788802530052752
ETC,0.51806147154044,0.0000000000000000277555756156289,0,0,0.233503511130125,0,0,0,0.248034004951895,0,0,0,0,0,0.0555627881512449,-0.364954493733661,0.191844620642974,0,0,-0.112067987151302
XEM,0,0,0,0,0,0.267852936579741,0,0,0,0.0917249172387948,0,0.230952225808528,0.254802986270962,0.0310702731776793,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.00443862117186887,0,-0.129056276428225,0,0,0,0,0,0.147898328760696,0,0,0,0,0,0,0,0,-0.122794948535827
CVIX.INDEX,0,0,0,0,0,0.0483206554834983,0,0.000000000000000000867361737988404,0,-0.198949579535191,0.132152769314196,0.0813196035763683,0,0.0724962004163646,0,0.0447958660159788,0,0,0,0.0921247562350027
DXY.INDEX,0,0,0,0,0,0,0,0,-0.036575109834902,0.00378082701777118,0.0219370259341569,0,0,0.021488847363267,0,-0.00739342723382179,0.0788525234307087,0,0,0.0030754026509237
SPX.INDEX,0.0329235113547764,0,0,0.0230171996830041,0.0127140206629383,0,-0.0163869901097323,0.0129277405650302,-0.0271137860966014,0,-0.00743911001311392,0.0114992607987295,-0.0104286601629458,-0.0236840214243457,-0.0104298306560344,0,0.00530810253193997,0,0,-0.0641408708043912
VIX.INDEX,0,0,0,0,-0.114895716974334,-0.0681326907638429,0,0,-0.205797719650819,-0.0000000000000000138777878078145,0,0,0,0.130353658053007,0.116450149411293,0,0.307306570741272,0,-8.1194499988927,0
