,BTC,ETH,XRP,LTC,BCH,EOS,BNB,BSV,XLM,ADA,TRX,XMR,DASH,ATOM,MIOTA,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.101221294733511,0.0101801133070287,0.13308209083191,0.0705129580229663,0.0373964718893893,-0.00531519939831553,0,0,0,0.272235510939952,0.232207127258698,-0.0131146278010474,0,0,0,0,0,0.0956193141528456
ETH,0.326534493413162,0,0,0,0.0360838414164933,0,0,0.0316617622883972,0.0080228967234661,0.261749731687686,0,0.185348407219396,0,0,0,0,0,0,0,0
XRP,0,0,0,0.114593494777624,0.00716472707953408,0.0659550324355814,0,0.0186273798551645,0.125089952723147,0.106532273196873,0.103425223829534,0.159003224203903,0,0,0.148984043269631,0,0,0,0,0.0323034526971519
LTC,0,0,0,0,0,0.243894521469942,0,0.0259375916297042,0,0.0441255223903238,0.185392598861676,0.295664370991192,0,-0.0209773830634473,0,0,0,0,0,0
BCH,0.691186952459135,0,0,0.141475109581425,0,0,0,0.023131352544915,0,0.137148068967936,0,0.0131197665311524,0,0,0,0,-0.0340680291937673,0,0,-0.0282609378421349
EOS,0.161197614550894,0.241535939498922,0.119851090854734,0.138649891453009,0.225531548459743,0,0,0,0,0,0,0,0,0.0175978243489664,0.098172096371174,0.48782978003429,0,0,0,0
BNB,-0.60053245182906,0,0,0,0.412079011349147,-0.0799276211749813,0,0,0,0.105776536771417,0,0.00634137903417025,0.221011594075268,0.0757019812174941,0.213520403087734,0.0516021591208983,0,0,0,-0.0532444511118649
BSV,0.615682690761438,0,-0.116634459524676,0.110680064234186,-0.276999097555752,0,0,0,-0.183000633340135,0,0.188314564762054,-0.0551613158180374,0.564817716642795,0,0.104473311733602,0,-0.50669180255097,0,0,0.0755136916640874
XLM,0,0.015480395087322,0.417956435168821,0,0.0479164470325082,0,0,0,0,0.215787203603981,0,0,0.0421892092204982,0.0344931122066184,0,0,0,0,0,0.00438878414217023
ADA,0,0.113953532032004,0.248516107741268,0.208389041512775,0.142809378358138,-0.000000000000000000433680868994202,0,0,0.0923400913158028,0,0.194178533865327,0,0.0203093695554726,0.00972956088029565,0.00000000000000000693889390390723,0,0,0,0,-0.0233376350138719
TRX,0,0,0,0,0,0.320451774542288,0,-0.0373253740172708,0,0.306841499479634,0,0.155873442526138,0,0,0.108659861402094,0,0,0,0,0.180817090040289
XMR,0.251388550218542,0,0,0.0841241442592739,0,0,0.0961020263227558,0.0108862394429117,0,0.337535818054332,0,0,0.0139132643381243,0.0205559473101003,0,0,0,0,0,0
DASH,0.118600135393859,0.145034788918122,0,0,0.103468028382346,0,0,0.00629762657501787,0,0.121722492048369,0,0.0331655689722381,0,0.117292067813618,0.165043577283627,0,0,0,0,0.016778365674241
ATOM,-0.472884351088048,-0.118550474699392,0,0,0.00000000000000000693889390390723,0.385819258865946,0.264097430649108,0.104287599017174,0.796730720060008,-0.212319266033301,0.103983116779708,0.420971344840566,0.23671619666585,0,-0.567179881881701,0,0,0,0,0.0318668691184596
MIOTA,0,-0.166271661985389,0.159019591410129,-0.0519258040438735,-0.015397229948901,0.240411034020824,0.194447146251362,0.0620675356099646,0,0,0.0368684825613675,0.507658382158944,0,-0.0130855051645638,0,0,0,0,0,-0.0455370916688155
BV010082.INDEX,0,0,0,-0.0669431619151402,0,0.0766561025040402,0.033365271211989,0,0,0,-0.187573447643257,0,0.0695829142474967,0.122274115598421,0.223918775686775,0,0,0,0,-0.0814605457419707
CVIX.INDEX,0,0,0.0995128003305743,0,0,0,0,-0.00555857931954749,0,-0.361817298547786,0.205926941452428,0,0.0835358134087132,0,0,0,0,0,0,0.0552562676946318
DXY.INDEX,0,0.00609203448529588,0,-0.0230212187393733,0,0.0309307282727359,0,0.000407878325747902,0,0,-0.012561946290928,-0.00509712977310945,0,0,0,0.044043387696745,0,0,0,0.0114733574660327
SPX.INDEX,0,0,0,0,0,0,0,-0.00222454484201732,0,-0.0114107075177531,-0.0207255341315974,0,0,-0.012365850846099,0,0,0,0,0,-0.0664158503031222
VIX.INDEX,0,-0.769752105809252,0.370081005807264,0,-0.303562265280894,0,0,0.00671920961169922,0,0,0,-0.467019767395197,0.931733257519541,0,0,-0.570668424227059,0.506458514826856,0,-2.98927604921465,0
