,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.279319638983548,0.0145712358993401,0,0,0.0762436934780626,0.132133129363209,0.0208493541490957,0.0149237308949617,0,0,0,0,0
XRP,0.33456058579176,0,0,-0.0730519879020658,-0.0185707311655282,0.220740055357155,0.198920338889825,-0.258830674905041,0.0627845673545427,-0.117935026525864,0.00000000000000000173472347597681,0.41305835001364,0,0,-0.141566939207084
LTC,0.28469041606378,0.0839367770142999,0,0.00722128938928694,0.0304006078382564,0.318457958561975,0.0435999124504683,0,0.0338744144090174,0.152352952926054,0,0,0,0,0.0143648553859
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0.198308456106675,0,0,0,0.062708421339072,0.177467058632115,-0.0370576629044744,0.0763103086744095,0,0.0660034459135249,0,0,0
DOGE,0.0434457080163732,0.0884205293189752,0.310875289064338,0.00631658639396258,0,0,0.167786622018539,0.110439068841403,-0.0455559787543007,-0.0298267669831033,0,0,0,0,-0.0640857821120379
XLM,0.671856751566857,-0.229645592172959,0,-0.0722507340375867,0,0.277438351070451,0,-0.189891456711014,0.0496121252342827,-0.0565998386437627,0,0,0,0,0
XMR,2.19800680756534,-0.202104611549374,0.10532954232481,-0.0810316084294917,0,0,0.143485676776583,0,-0.111863156165587,-0.093748923365087,0,0,0,0,0.0729357179867734
XEM,2.32010619234197,-0.238692307295178,-0.555828630373641,-0.0388759961164618,0,-0.478934303718197,0.0261928888481256,-0.459011956718191,0,-0.106734354386093,1.9820891414956,0,7.04406432232029,1.46563390140852,0.407448455920885
DGB,0.134045644761903,0,0,-0.0165675734747749,0,0,0.248907228432298,0,0.279401233623009,0,0,0,0,0,0
BV010082.INDEX,-0.0880008202777525,0.139520525795573,0.0443094801938611,0,0,0,-0.0934570007575844,-0.00000000000000000173472347597681,0.0306602754311332,-0.0147664202432218,0,0.174371099108281,0,0,-0.0136307812365408
CVIX.INDEX,0,0.0191043287657963,0.117388815619288,-0.00712039112195272,0.26110867218865,0,-0.0698411302223733,-0.116768530951908,0,-0.0131302732558623,0.0440009615925872,0,0,0,0.0986127211438993
DXY.INDEX,0,-0.0221243193151455,0,0,-0.07085267029009,0,0.0124916912490689,0.00939156511577663,0.0225434772017414,0,0.00475290626946502,0,0,0,-0.0240204845129206
SPX.INDEX,-0.017866340577897,-0.0453580941355871,0.0193807937014317,-0.00292384607665238,0,0,-0.0973152103055117,0,0.0168142662058878,0,0,0,-0.2980965480346,0,-0.104770285399714
VIX.INDEX,0,-0.410193006629326,0.28554008195783,-0.0311316367805348,0,0,-0.00000000000000000693889390390723,-0.000000000000000000433680868994202,-0.0403738261295546,-0.232045584615563,0,0.394806277722846,0,-3.39406051111952,0
