,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.160047125575062,0,0.109181865792614,-0.044944371428516,0.19751332464958,0.201267274412115,0.141086193085573,-0.119183671570516,0.084576536967515,0.174964579117345,-0.384581196834981,0.0962548278526573,0,0,0,0,0
ETH,0.0578356926780019,0,0,0,0,0.467123755884875,0.0215934605786791,0.00619558272271249,-0.0116550081252097,0,0,0,0.191934103353929,0,0,0,0,0
XRP,-0.0596953371212987,-0.0368731384260249,0,-0.0221125296183352,0.562810312862998,0,0,0.0168585659026388,0,0,0,-0.118099412452079,0.144444228071419,0,-0.00000000000000000173472347597681,0,0,0.0454501218059762
DASH,0,0.0637261466570723,-0.0576605109167131,0,-0.318677637037789,0,0,0.030288851495173,0.198543841371376,0,-0.0611528184263782,0,0,0,0.561160907146103,0,0,0
LTC,0.132537877298385,0,-0.0840290750836803,0.0148652331206169,0,0.123692482755788,0.0988167725073689,-0.0825997489334579,0.0480361743495223,0.0339471378124075,0.0782543907087109,-0.0134044390323555,-0.0456551551941412,0,0,0,0,0
XMR,0.295414745362569,0.265693410536364,0.0171180659577828,0.0312585183184626,0,0,-0.090217091292719,0,0.115694349905917,-0.105206403649167,0,-0.0167263940163572,0,0,0,0,0,-0.0522023710897402
ETC,0,0.290476170912338,-0.0528187819170436,0.182926634937549,0.500621741933267,0,0,0,0.077977874139048,0.0827926046181391,0.0260253770094006,0,0.0362630760667787,-0.16785812871972,0,0,0,0.273766694582976
XEM,0.25270897957659,0.224193965693025,0,0.194925404427734,0,-0.00000000000000000346944695195361,0,0,0.233321546162308,0,0.0665079806182018,0,0,0,0,0,0,-0.238922704135779
ZEC,0,0.0303443576112926,0,0.340942869702072,0.0759003010691803,0,0,-0.0279677591610748,0,0.239028703803098,0,-0.000626315885451385,-0.138068764462249,0,0,0,0,0
DOGE,0.220581710396837,0,0.0211485607887567,0,0.187904392151244,-0.00423382255706933,0,0.0523385692489596,0.263059193634025,0,0.261339905790604,-0.103045353340537,0.179071226637865,0,0,0,0,0.111387278337968
XLM,0.34412175315951,0,0.15477956349617,0.0326126284886928,0.266469244270291,0,0.128453474616567,0,-0.0666306601144153,0.139340908259773,0,-0.191177965143926,0.182800990470956,0,0,0,0,-0.273330520796819
NEO,0,0,0,0,0,0,0,0,0.0821469241431302,0,0,0,0.0699592018466778,0,0,0,0,0
DGB,0.147020982031348,0.124704354023264,-0.0985770895263594,0.108455423416856,-0.0850081248673267,-0.0289514664708877,0,0.0296228348989737,0,0.276413745686479,0.200450769577831,0.0261484453844469,0,0,0.0880058192867574,0,0,0
BV010082.INDEX,0.0952822984395159,-0.0319131817622485,-0.0259554663524358,0.0135764901937016,0,0,-0.113444202908716,-0.0331963795167138,-0.0275215084650278,0.0724292752321739,0.00348359182490192,0,0.0875233227434493,0,0.162514665858598,0,0,0
CVIX.INDEX,0.171011383084247,0,0.00716049312620897,-0.0169586658524942,0.0588964987992859,0,0,-0.0700040255647728,0,-0.000000000000000000433680868994202,0,-0.0596863802099765,0,0,0,0,0,0.314907194728942
DXY.INDEX,0.00570896121583374,0.00808135868720723,0,-0.000858183382341471,0.0136259262380671,-0.0149615002231892,0.00412650534336775,-0.00979590955019914,-0.00938684844665504,0,0,0,0,0.0756928898319624,0.0201722729826289,0,0,0.0043273282840899
SPX.INDEX,0.0231568899295115,0.0111515074216046,-0.00602528585342356,0,0.0062930236949326,0,-0.00752065690037343,-0.00145789961957327,-0.00308901401602097,-0.00570839255746825,0.0193501034775377,0,-0.00755817715969542,0,0.00524427574280183,0,0,-0.0468381699445463
VIX.INDEX,0,0.201357224885966,0.000416926640736124,0.0166237567057667,0.0640578762264035,-0.326502343610625,-0.110381117175503,-0.0385370011650253,-0.000000000000000000867361737988404,0.0188345295274905,0,0,0,-0.403971155285177,0.332860206496164,0,-1.53100644893395,0
