,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0549775279582602,0.0815188332250226,0.229974960083172,0,-0.0574822097501181,0,-0.012805991041096,0,0.0133820579386232,-0.0445240416076521,0.010748701499258,0,0,0
ETH,-2.12452964556512,0,0.37948363704483,0.0704977034538008,-0.0715830624854206,-0.922331083891736,0.028526927514252,-0.136515349041365,0.300614678671041,0.0321114584835116,0.129698958687505,-0.369953723302537,3.09575098653596,0,-0.0542578694338068
XRP,0.570683176209143,0.105344239842455,0,0.175317136637963,0.445367433386773,0,0,0.0859350580891197,0,-0.0833779061617825,-0.361425945732169,0,0,0,0.0483668364613197
LTC,0.627569436335032,-0.0940128116659773,-0.00240660251378513,0,-0.133920659757634,0,-0.0581215501752757,-0.0157487982902015,0,0.0429377767960415,0.0940532265353308,0,0,0,0
DASH,0,0.11796775253419,-0.136687178828428,-0.390904912976276,0,0,-0.0592673011473926,0.0606272412532285,0.08466347355492,-0.03618886907646,0.119230238201613,0.233588719650226,0,2.32606748674708,0.365282247275258
DOGE,0.151745617404051,-0.0533453152387335,0.0332641000385639,0.131083902392139,0,0,0.00269608204177504,0,0.0292660349471284,0.0493039848892944,0.339575108987951,0,0,0,0.0223240455876619
XEM,0,0.0697843837983226,0,-0.137225151966993,0,0,0,0,0,0.0875418956102903,0,0,0,0,0
XMR,-1.00628861993529,0.313207335695907,0.221581447916225,0,0.387413906835703,0.177251179404777,-0.198141584716509,0,0.455281884056694,-0.140522254758471,0.269061896876681,-0.306227011710881,0,0,-0.594891389328397
XLM,0,0.121861776726851,0.365326312230001,0.436200769531432,0.212058708778386,0.164319801367082,0,0.0634363117534796,0,0.0460088421801096,0.0544234472524299,0,0,0,-0.06203957211455
DGB,0,0.452702739077037,-1.55894075764565,-0.517236166696297,0,0.434271605967603,0.204169126790238,0.177173545395554,0.227751098280818,0,0,-0.606134263243174,0,0,-0.00000000000000000173472347597681
BV010082.INDEX,0,0.0484693484955882,-0.0898481942896881,0.174533749395542,0,0.139945865238276,0.0670535235181344,0,0.0252379649888219,0.00615144158208338,0,0,0.377003253831038,0,-0.102117418553194
CVIX.INDEX,-0.194217779847661,0.0375504647108447,0.349615566521071,-0.0401327180222042,0.133650812991154,0.0958228676935914,-0.266599219781473,0.0753661807708627,-0.00000000000000000346944695195361,0,-0.135990657860486,0,0.603443819138953,0,0.0870262855877005
DXY.INDEX,-0.100616970291029,-0.0238354250334546,0.0391680817599185,0.0584270162898845,-0.0135723255786378,-0.0124666626743188,-0.0000962369702602441,0,0,0.0110697811824076,0.0561697439454762,0.0466216545278823,0,0,-0.00289644063223581
SPX.INDEX,0,-0.000964592133930192,0,-0.0172234251424318,0.00756680135658866,0,0.0206988602086422,-0.0112817114624703,0.0083434041058068,0.0000223560103541412,-0.0245166293924804,-0.0215070131286994,0,0,-0.0955143628884949
VIX.INDEX,0,0.115511561859315,0,-0.098622571284638,0.412218204214192,0.408405618426229,0.0941787273243591,-0.290369661591516,0.0700963417191461,-0.155946566932138,-0.295731005222493,0.11791391384358,0,-3.89455571565416,0
