,BTC,LTC,XRP,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.198456712831337,0.301149691996387,0,0,0.0606853327227432,0,0.0377070313267766,0.0198861666969216,0.0449450280214913,0,0,0,0,0
LTC,0.672574274771321,0,0.23677718178319,0.0882920335904889,0.152587564883461,0,0,-0.212110855167555,0,0.0156590323170598,0,0,0,0,-0.0965795849182218
XRP,0.0134771927301221,0,0,0.0166633219085007,0.310330110678387,0.156977891002435,0.221912399005993,0,0.0635179778816792,0.0665111144983846,-0.393747866121131,-0.354037760193247,0,0,0.17340311303766
ETH,0,0.00000000000000000693889390390723,0.6463312174294,0,-0.26476973730954,0.649445235284182,0.452614240905297,0.00000000000000000693889390390723,-0.024916910445902,-0.160723365436254,0,0.232004749637641,0,0,-0.120290222036414
DOGE,0.273535022011781,0.158452083479107,0,0,0,0.19741621554519,0,0,0.0190150366662106,0.0643606060526233,0,0,0,0,-0.0165123441157273
DASH,0,0.612783376092733,-0.105169938627517,0,0.185229270126891,0,-0.326434325310526,0,0.00988006751409821,0.00649384884847595,0.00200253327570815,0.0208789428463694,0,0,0
XLM,0,0.0289395161823834,-0.26246509330578,0.0944561285614623,0,0.0230697060057634,0,0.235403052757841,0,0.121453612500776,0,0,0,0,-0.233335395911859
XMR,0.127810464266204,0,0.148788563076624,-0.0979542759958718,0.063680020420962,0.368255316279264,-0.00000000000000000693889390390723,0,0.0281444273037076,-0.0533116987273034,0,-0.0648581990254494,0,0,-0.284389137511604
DGB,0,-0.76173213582091,0,0.0197867160288746,1.38917932493066,-0.131455635657915,0.8847255698787,0,0,0.289018995398701,0,0,0,0,0
XEM,-0.529869073938982,0,0.0901850432892882,0,1.46397680398169,-0.000000000000000111022302462516,0.955205996694362,0.060051710347323,0.122251315337157,0,0,0.823691350038613,0,0,0.188826626969933
BV010082.INDEX,-0.0186330572799229,-0.117203094228756,0.135304652548608,-0.0264620199598825,0,0.0765268737837753,0.0511630464766376,0.0737566539782743,-0.0257578106669,0.0170346699839934,0,0.148487249632415,0.173526074036421,0,0.0694841873114041
CVIX.INDEX,0.163830130201585,0.0732825302515633,-0.0553165486719766,0.0395809352556835,-0.270090263486144,-0.0323961993959248,-0.271059786247145,-0.140774723208386,-0.00523352019359818,0.0822369953380846,0,0,0,0,0.054613883941534
DXY.INDEX,-0.00953724035178588,0.0175565734047222,-0.0370673087394213,0.00730985718022123,0,0,0,0.0223756905210524,-0.0121830857348094,-0.00343632958446882,0.137506004183403,0.0195358262828884,0,0,-0.0197888095231968
SPX.INDEX,0,0,0,0.000503088549071741,0,0.0077976686342246,0,0,0.00366318369891286,0,0,0,0,0,-0.07614742598532
VIX.INDEX,-0.0642710036301253,-0.0333081630485175,-0.167384184504762,0.0989901928100492,0,-0.0249811576740735,0,-0.145038446907018,0.136150959489238,0.092448420180364,0,-0.463847534052108,0,-3.82478814949134,0
