,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.118068129812722,0.716392409647757,0.103099329847873,0.0580249379181008,-0.093220223551726,0.0333517790944487,0.152803646812509,0.00356535016385407,0.0407111378653539,0,0,0,0,0
XRP,0.140310510355197,0,0,-0.490497776463565,0.155422406556867,0,0.453459928248028,-0.480484559586931,0.037378293847064,-0.0463286515235426,-0.415491281164222,0,0,2.43265787490538,0.306234846242303
LTC,0.607991674870778,-0.00630415040408734,0,0,0,0.0953374752755555,0.000000000000000000433680868994202,-0.00940585313848748,0.0075372789687117,-0.0295250671405401,0.167430658384128,0.381011350301525,0,-0.689322824096991,-0.11670370230888
ETH,0,-0.167107407020424,-0.197343154406482,0,-0.0423582735995703,0,0,0.211941322246799,0.048871418059085,0.0367864228006317,0,0,0,0,0.198839724309379
DASH,0.167719883186392,0.290637547473585,0,0,0,0.133353669505147,-0.136966608406266,0,0.100346914316764,-0.00580699283814777,0,0.38414983591623,0,0,0
DOGE,0.522421224604925,0,0,0,0,0,0,0,0.0873179536249136,-0.0568165257167237,0,0,0,0,0
XLM,0.251346840482746,0,0,0,0,0,0,-0.288111432283981,0.0668079654776765,0.266697438405119,-0.233284550403351,-0.025399778638178,0,0,-0.118584556830383
XMR,0.29835114432952,0,0,0.0208408129889626,0.0855754794783082,0.198573187032902,0.0939929807981373,0,-0.0349239348888115,0.0355356238511543,0.698809173001371,0.388606747668015,0,0,0
XEM,-0.465773010347757,0.128608392595303,0,0,0,0.172661489288081,0.367681170359366,0.79450086856762,0,-0.0782898612019769,2.01837932860322,-0.926270759778397,0,0,0.339815721707642
DGB,0.238482112531266,-0.225785375834875,-0.52624445169394,-0.56328171721744,0.502120809316468,0.180023886636818,0.559953332424631,0.329521520591177,0.133709363728024,0,0,0,0,0,0.118121686464895
BV010082.INDEX,0,0,0.0825691134148415,0.0158197986347679,0.0643695762142911,0,0.0374060326724248,-0.0136318099381899,0.0152366513953608,-0.0280208359185944,0,-0.0991067251704189,0,0.486687544627911,-0.0110834385481559
CVIX.INDEX,0,-0.12376031984035,0.17221680435073,0,0.0638521953220604,0,-0.11714149954941,-0.0529708355592888,-0.0165701782060744,0.0538344922215334,-0.157052364987679,0,0,0,0.0862907850718862
DXY.INDEX,0,0.00417499278744578,0,0,0,-0.014463419703525,-0.0392799518338177,0.0229919511095052,0.000995799979430944,0,0,0.10671711628685,0,0,-0.0266466798804308
SPX.INDEX,0,0.0281004383723584,0,-0.0159873585998734,-0.016414003535307,-0.0258934919679686,-0.0208324279969861,0,-0.000375759490220906,0.0155867503502203,0.156537876039704,-0.012669117644569,0,0,-0.1023759002198
VIX.INDEX,0,0,0,-0.0335490656937421,0.118702624102026,-0.247830853753844,0,-0.0894252955119704,-0.0576042814165405,0.214787425526752,0,0,0,-5.99306568167053,0
