,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0480112122559586,0.129486373612711,0.0553434417433479,-0.0231414544479487,0.109041666529665,0,0.0590155156986983,0,0.160188536648141,0.0931244788878032,0,0,-0.0923183531282075
XRP,1.01157878359359,0,0.0974399840228904,0.010115689943878,0.183433953283141,0.298623286012558,0.0222958105663682,-0.331017519806233,-0.0787683809053307,0,0.309928986421395,0,0,0
LTC,1.49004812286791,-0.149788565865486,0,0.0835134428717036,-0.117542922443916,0.177955561137909,0,0,0,0,0.114927177937166,-0.410065693578786,0,0.155760656354998
DOGE,0,0,0.202146154694999,0,0.398220637082653,0,0.226128046884925,0.257008918479698,0.0886997881088597,0,0.463052203902206,0,0,0.0413657758026329
XLM,1.4322914953853,0.417773664494109,0.143068355233277,0.141601563839827,0,-0.37064303326365,-0.285809279778056,0,-0.256679880706849,-0.434642103667608,0,0,0,-0.224553084970637
DASH,0.0831120315291582,0,0.170301282952503,0,0.106674088943144,0,0,-0.0850946092513871,0,0,0,0,0,-0.122733034025505
XMR,0.207552164109744,0.283867555346802,0.175933913934978,0.0771250161783451,-0.203145969646497,0,0,0,-0.0406150143259676,0,0,0,0,-0.387227658032407
XEM,0,-0.256724720383981,0.319563526259941,0,0.176410683067206,0,0.199359762042161,0,0,0,0,0,0,0
DGB,0.133683634940156,0,0.050416967158995,0.0972948302234032,-0.153977098701504,0.0694525905632148,0.286996151227558,0.203118670316904,0,0,-0.345866701557865,0,0,0.21563968922179
BV010082.INDEX,0,-0.0195751641149689,-0.016295080726088,-0.0546838720596852,-0.0192153232706868,0.0980330842800078,-0.0359118854408063,0.0452732199007295,0,0,0.0891057415788926,0,0,0.0314519372723829
CVIX.INDEX,0,-0.0466402306626464,-0.0443907602519271,0,0.12107986767819,0,-0.0506388130476324,0,0.0282255543401664,0.526207787156792,0,0,0,0.0820846540584492
DXY.INDEX,-0.0642222321362321,0,-0.0310378493543684,0.0373517176160315,0.0195752616969433,0,0,0.0109317833179414,-0.0168421679744166,0,0.115484460217029,0,0,-0.0182871561366445
SPX.INDEX,0,0.0171242645584107,-0.008274618482349,0.0225793592588238,0,0,0,-0.00196200603844445,0.0105641061271758,-0.048267632131091,0,0,0,-0.0811218852727786
VIX.INDEX,0,0.187516025141611,-0.135688959354987,0.222491330957364,0,0,-0.0701490877778413,0.0281326641702075,0.305385371696875,-0.454359410593699,0,0,-9.89806857394584,0
