,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0317166898799797,0.149508755052945,0.168710531409931,0.467207036695923,0,0.112175729121972,0.0168567909876299,0,0,0,0,0
XRP,0,0,0.0446218038459736,0.169025219897241,0,0.404110872418495,0.0989786720780364,0,0,0,0,0,0.139208771267761
LTC,0.577476722134231,0,0,0,0.386664456775738,0,0.0293992949332357,0.124833682662134,0,0,0,0,0
DASH,0.718481007131577,0,0,0,0,0,0,0.14143208742746,0,0,0,0,0
DOGE,0.402590498396701,0,0.0802091008318639,0.0397284004133973,0,0.0629669137172478,0.0338388070658352,0.0343847239718485,0,0,0,0,0
XLM,0.715156267707192,0.128238573334993,0,0.113254424175916,0,0,-0.30578629354854,0.0406609612020447,0,-0.113119468610389,0,0,0
XMR,1.01737568765174,0,0.0503426139943473,0,0,-0.248187781674413,0,0,0,0.0517929059152734,0,0,0
DGB,0.0605598141761434,0,0,0.109324780311073,0.603099988588235,0.204334158159009,0.0744267732270623,0,0,0,0,0,0
BV010082.INDEX,-0.171522867066749,0,0.0529069811545357,0.0259444230378817,0,0.0234452032241002,0.0744805137143656,-0.0211351659522623,0,-0.0653515021121768,0,0,-0.061863719439319
CVIX.INDEX,-0.0403160590367729,0,0.0745243654921427,0.0599654617500096,-0.137796952083184,0.0257082676848662,0,0.00623977957338914,-0.45002483284351,0,1.59433253756117,0,0.036795483860546
DXY.INDEX,0.018000758807574,-0.0184006182439802,0.00450459083223815,-0.0280340263660435,0.0182196072028914,0.00492335260458354,0.00715317263200577,-0.0000880011532038284,0.110932040977512,0.0189556494422179,0,0,0.0268738845923289
SPX.INDEX,0,0,0.00905405271770407,0.011429699638557,0,0.00717434936458258,-0.0263355791964171,0,0,0,0,0,-0.103475333556189
VIX.INDEX,0,0.024332406987846,0.122854128339914,0.0599465745205977,0.169097146310772,-0.129905262956029,-0.180771180536926,-0.00983325335833762,0,0,0,-4.92934983091041,0
