,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.018419695689083,0.132530731920757,0.10786232121699,0,0.0983851014154834,0.0531331606956733,0.00971540454238651,0,0,0.0833145424127424,0,0,-0.0545346629064422
XRP,0.693155817354124,0,0.146998805206388,0.123290929466777,0.245079440712917,0.260742921758507,0.0954285306474545,-0.3396792045134,-0.120108298497947,0,0.332450719795128,0,0,0.146108793596701
LTC,0.754846776633252,0,0,0.0992979715951295,0,0,0.159945716375638,0.104699901465934,0,0,-0.0691821222606269,0,0,0.172092670915836
DOGE,-0.237244881020055,0.0916725501433459,0.342078849778822,0,0.27816395653105,0,0.137789392087786,0.317677073649596,0.00343836642867137,1.11720198880735,0.512067314049275,0,2.72965688076284,0.298534313880108
XLM,1.49675021442745,0.386525016495733,0.110933781569947,0.155385876782269,0,-0.308947048467546,-0.307840437193028,0,-0.285951421376108,-0.600208982701232,0,0,0,-0.200572588613964
DASH,0.151568085012107,0,0.192093522853084,0.120736334466163,0,0,0,-0.112988571716736,0,0,0.141160376727766,0,0,-0.163230579297332
XMR,0,0.127595680629159,0.195472860298105,0.109358048001285,0,-0.295846951530102,0,0,-0.0369650230161616,0,0,0,0,-0.365646657539227
XEM,0.641575588350317,-0.326589319753445,0.1942197171946,0.293221531003002,0.0870560278638677,0.203191468876948,0.128712089897662,0,-0.190071957350035,0,-0.252130832845446,0,0,0
DGB,0,-0.138725685284225,0.0608334308003414,0.222485393041774,-0.13858079059806,0.0733625088568196,0.291024263271338,0.122659017420578,0,0,-0.404649318874634,-0.481784442944397,0,0.245698543668075
BV010082.INDEX,0.0706075219040703,-0.0247943558245855,-0.0418805201199075,-0.0441946041319209,0.0130395302217698,0.0193018881039726,0,0.0239375959898933,-0.0461136317807475,0,0.0574255154610025,0,0,0.0596075561156156
CVIX.INDEX,0,-0.0327524518877028,0,-0.0265063463880174,0.12371677255397,0,-0.0080212259031862,-0.0177783057284139,0,0.865370692998235,0,0.17499567381392,0,0.146939196214694
DXY.INDEX,-0.0761541005207484,0,-0.0342241580909109,0.0401707463260051,0.0283983037226473,0.00197657039611957,0,0.0134459659851194,-0.0111980655810861,0,0.119264554217648,0,0,-0.0184964592654763
SPX.INDEX,0,0.0165928808571582,-0.0106589373035346,0.0182587775697894,-0.00379170659268545,0.000545822527305418,-0.00316664524420454,0,0.0142828197712215,-0.0486210841272775,0.00610379422984431,0,0,-0.0906292516224133
VIX.INDEX,0,0,-0.120931363218005,0.193892395331,0,0.0186042894302331,-0.306988659124321,0,0.246646364529664,0,0,0,-6.97208944697421,0
