,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.211078703480255,0,0.109972636592,0,0,0,0.0790131872893316,0.0355346599342874,0.0204585029385674,0,0,0,0.121762337284437,0,0,0,0,0,0
ETH,0,0,0.156212680333057,0.147686481095685,0,0.409577708090033,0.00433993245218296,0,0.0282307259401692,0,0,0,0,0.104316143942052,0,0,0,0,0,0
XRP,0,0.294503987429484,0,0,0.0380148853065962,0,0,0.118971703226922,0.0754300240520893,0,0,0,0.16653075527405,0,0.0761902778860033,0,0,0,0,0
BCH,0,0,0,0,0.000391299190800385,0.0245541927175004,0.0894348402108025,0.0769704974249692,0.228778019836713,0,0,0,0,0.149404231194911,0,0,0,0,0,0
EOS,0,-0.0824645480301791,0.264998462911274,0.414463345527256,0,-0.0787964272489773,0.0238093822352784,-0.163498665081371,-0.155032340937994,0,0.320920557429298,-0.549833916928453,0.658484481596942,0,0,0,0,0,0,-0.0467754639702665
LTC,0,0.403755296509514,0,0.119448840316376,0,0,0,0.123500507542787,0,0,0.120176149768352,0.0281157191457151,0,0,0,0,0,0,0,0
ADA,0,0,0,0,0.0550004297412853,0,0,0.0314133356067956,0.127215835520056,0,0.277769099927898,0,0,0.290418172626088,0.0272980890990866,0,0,0,0,0
XLM,0,0,0.0688743678210305,0.0912352765285588,0,0,0,0,0.0581578133742623,0.0118840043240488,0.14149534416427,0,0.17657448015149,0.245036603494459,0.04987062564728,0,0,0,0,0
MIOTA,0,0,0.284790294839447,0,0,0,0.0634436167820979,0.093448915829211,0,0,0.153545316609154,0,0,0,0.246397990541608,0,0,0,0,0
TRX,0,-0.145603453477752,-0.535449412697068,0.337590589021332,0.0658457528615902,0,0,0.469414440880843,0.0819293441872907,0,0,0.294671178998889,0,0,0.107561658753214,0,0,0,0,0
NEO,0,0,0,0,0.0748775796054406,0.0229581852499167,0.0216178334630156,0.179958138226248,0.0993716060004192,0,0,0.0545884536163411,0.116057307316422,0.0761824529862484,0.227466913515019,0,0,0,0,0.010201145255239
DASH,0,0.224783022615628,0,0.15692921510484,0,0,0.0358567508008343,0.113967950864449,0.0676872139621248,0.0320010670913524,0.0867176331322768,0,0.111657013968914,0.0307583492195555,0,0,0,0,0,0.0583901666020889
XMR,0,0,0.118507556769948,0.125048044004853,0,0,0,0.133542444576798,0.0496325675302628,0.0433343892533116,0,0.241783695934451,0,0,0.0495874060923708,0,0,0,0,-0.0170488810493978
XEM,0,0,0,0,0,0,0.10275034497176,0.52261858675731,0,0.0576883121609443,0,0,0,0,0.0842251054823831,0,0,0,0,0
ETC,0,0,0.262623287679223,0,0.0731131190521249,0,0.128065455260547,0.16466412891674,0.0103538625764512,0,0.0453240372188026,0.229368106357701,0,0,0,0,0,0,0,0
BV010082.INDEX,0,-0.0171945372053334,0,0,0.00726076570133895,0,0,0,-0.00805998571376276,-0.0133891140975694,0,0.0432404854517381,0,-0.00638504502457358,0,0,0,0,0,-0.0515985730852402
CVIX.INDEX,0,0,0,0,0.00861829478573026,0,0,0,0.102317967855746,-0.0112553419485388,0,0,0,-0.240255503171358,0.171022464681046,0,0,0,0,0
DXY.INDEX,0,0.0368714202733698,0.0109613748305241,0.00225581706083672,0,0,0.0174085282898838,-0.00747994619821305,-0.0177482124609109,-0.000464652937669397,0.0000000000000000000271050543121376,0,0,-0.0307101580576543,-0.000166315782574209,0,0.0476585961663937,0,0,-0.00378631636652024
SPX.INDEX,0,0,0,0,0.00332737122854064,0,-0.0000000000000000000542101086242752,0,0,-0.0269922539583888,0,0,0,0.00414183404795743,0,0,0,0,0,-0.129783308307108
VIX.INDEX,0.254027653625567,0,0,0,0,0.0622625901063427,0,0,0,0.0235142707079698,0.127343222916697,0,0,-0.138539457370711,0,0,0,0,-1.76761233121753,0
