,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.584324006201665,0.0137715023520871,0.0837301691093163,0.266227898601156,0.0441196112542737,-0.0430257471348196,0,0,0,0,0,-0.00599050089825133
XRP,0.170699371383023,0,0.544053377495331,0.106894528964457,0,0,-0.188010842615103,-0.0562660790956399,-0.0186973793361424,0,0,0,0,-0.162789025851918
LTC,0.865214701567965,0.167345954801517,0,-0.0154676457113502,0.0403580579900929,0,0.0295431977563328,0.0104001361087635,0.0574546486392565,0,-0.0681648997364402,0,0,0.107906414328425
DASH,0,0.340875606542647,0,0,0,1.23083979292902,-0.116007679198145,0.000000000000000000867361737988404,-0.208678025606154,0,0,0,0,0.0386989197200584
XLM,0,0,0.622317721135657,0,0,0,0,-0.09206360371229,0,0,0,0,0,0
DOGE,0,0.25584116960748,0.314733815365145,0.0676553880828016,0,0,0.0274923016310555,0.0290534742463877,-0.0434077478261868,0,0.10306060961598,0,0,-0.0889213565657873
XMR,0.267660848978953,0,1.25228478987149,-0.231854108371568,0,0,0,-0.0458622007246891,0.109170551224123,0,0,0,0,-0.313089413187051
XEM,-0.422033909986648,-1.11832740630049,1.03531884737952,0.242140655583204,0,1.11181804090577,-0.383525391149788,0,0,0,0,0,0,-0.564307448854599
DGB,0.99348669774473,0,0.619216444716117,0.1760420784664,-0.423190912497514,-0.545680087093498,0.147274147687668,0.0253220426991272,0,2.62511735452626,-0.00970593401284459,0,0,0
BV010082.INDEX,0,0,0,0.0136206768405033,0,-0.071710710665573,-0.00056005247693237,-0.046185710401971,0,0,0.0213873293420594,0,0,0.0665388749466313
CVIX.INDEX,0,0,0,-0.0363518993920561,0,0,-0.0622461435765808,0,0,0,0,0,0,0.126975444105631
DXY.INDEX,0.0179157056926402,-0.04055914313919,0,-0.0209466507896674,0.0387946390528268,0,0.00185506121533494,-0.0273975962177488,0,0.22841841466892,0.121663475828441,0,0,-0.0194401420502385
SPX.INDEX,0,0,0,-0.00788243054811218,0.0141540487026064,-0.0157257093625187,0,0,0,0,-0.00391553115469051,0,0,-0.0999280132387155
VIX.INDEX,0,0,0,-0.0222333158474532,0.14430989613509,-0.0585912776014737,-0.147154330030796,-0.00259962223084882,0,0,0,0,-6.58626533695676,0
