,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.063987564323302,0.137793708532218,0.0709875199385408,0,0,0.0284136010749149,0.133080171467449,0,0,0,0,0
XRP,-0.127507969001262,0,-0.00866784985368961,0.00169167545392233,0,0.551468972658444,-0.171137694208677,0.163139767261178,0.0317540504377732,0,-0.227831144524816,0,0,-0.0303273263985645
LTC,1.81016205652376,0.331606406259514,0,-1.89770814537758,0.21575037479062,-0.111786633886114,0.077507152064421,0.0000000000000000277555756156289,0.80084066375564,-0.192270691930858,0.808732811907116,0,0,0
DASH,0.428733752250578,0.304208614894373,0.0953009942234677,0,-0.0605273880208311,-0.0506570902447456,0.269033829307703,-0.0938718562628831,0,0,0,0,0,0.16418156927346
DOGE,0,0,0.110162475090304,0,0,0.428843101642096,0,0,0.331362999256487,0,0,0,0,-0.113356594108823
XLM,0.421598698932077,0.149113790012657,0,0.0600044635800426,0.32649064134835,0,0.154441824502855,0,0.0239095447251902,0,0,0,0,-0.0627032794556293
XMR,0,-0.136464936995603,0.0398229670933692,0.34176377897036,-0.0810463306528297,0,0,0.20956489761313,0,0,-0.161310031097275,0,0,-0.0298892006359028
XEM,0,0,0,0,0,0,0.140483391275189,0,0,0,0,0,0,-0.203431366698808
DGB,0,0.312077121539994,0.0778519868678133,-0.277935684726872,0.0638151360201886,0.15685828827833,0.702755998252776,0.190018210884645,0,0,0.363737375631463,0,0,0.0553346702596367
BV010082.INDEX,0,-0.128327109954973,-0.00480158274202469,0,0.0163850361507103,0.0293308809597698,0.00653533793217855,0,0.0395130958844495,0,0.0370014461530868,0,0,-0.0981454676393864
CVIX.INDEX,0,0.0152296922923007,0.045636778986685,-0.100764088344804,0.0918082498083062,0.0126184550502631,0.0171442490072395,-0.106434362031058,0.0382064843091837,0.847168927261518,0,0.446497955885843,0,0.0737982731859377
DXY.INDEX,-0.0616476122211218,0.0419477086243452,-0.023047803415244,0,0.0350625416026532,0,0.0239399351364993,0,-0.0206249361686137,0.143211927303267,0.0631266955699279,0,0,0.0217414494935715
SPX.INDEX,0,0,0.00403555154914986,0,0,0.0309390070049397,0,-0.00338247248218018,-0.000238825373427764,0,-0.0349740229042064,0,0,-0.074147238061435
VIX.INDEX,0,0,0,0,0,0.00190612572118858,-0.215409071771732,0,0.517476599861269,-0.701999527439469,0.18115748961165,0,-3.0087409776257,0
