,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0543891941281453,0.135449507974887,0.132466691339254,0,0,0.0971426224669203,-0.0552163998174005,-0.01968132735211,0,0.074928877370597,0,0,-0.00923701851463966
XRP,0,0,-0.0719361660952491,0.167133526818896,0,0.647207826613232,0.0370957931529507,0,0.074666539954376,0,0.280373610791355,0,0,-0.0238125384176461
LTC,1.24027127410429,-0.227552245038426,0,0.0317408143771369,0.0802722870267744,-0.0461089174783135,-0.0000000000000000138777878078145,0.186961777018886,-0.0933857541917975,0,-0.0981590370601548,0,0,0.20079800419813
DOGE,0.63971380074033,-0.0518112991609721,0.0315345772005863,0,-0.273479310442511,0.48996288004367,0.0563532325167807,0.0580361681151371,0.403149368118982,0,0,0.588714857447624,0,-0.152334362985993
DASH,0.153448687437122,0.0646164223012643,0.0877786736579465,0,0,0.0394029386775062,0,0,0,0,0.0710802767023146,0,0,0
XLM,1.8753082185646,0.527954987963162,0,0.0867108440064241,-0.370508262575979,0,0,0.169586329995985,-0.153208847488145,0,0,0.399170625575806,0,-0.179149598614558
XMR,-0.989837735441328,0.112039443529703,0.128552192514474,-0.128702558825413,0.791171724866765,-0.259912303443989,0,0.153703235645472,0.0304577573411336,-0.501860237241205,0.000000000000000000867361737988404,0.242242463141076,0,0
XEM,-1.11897222469716,0.00548047237238211,0.162602982756825,0.527693951409005,0.527655675449097,0.240146782033096,0.41919044660351,0,-0.560760561668253,0,-0.000000000000000000216840434497101,0,0,0.418132243786613
DGB,0,0,0,0.215187405232413,0,0,0.417039956440402,0,0,0,0,0,0,0.158699913217925
BV010082.INDEX,-0.378401348793841,0.0435442929077395,0.0598238710118347,-0.0342663236165692,0.0459858106297727,0.000297881068084439,-0.0158560162170627,0,0.154162690111499,0,0.0106006513853434,1.36067930398894,0,-0.0243941225971155
CVIX.INDEX,0,0,0.0613847213218504,0,-0.287454436102135,0.101862277834231,-0.078031193145817,-0.112210757252829,-0.105535315133212,1.08679073173378,0,0,0,0.0935414332876101
DXY.INDEX,0,0.0158068983756497,-0.0025991787798034,0.0366319386794257,0,0.0166740483617738,0.00122871921729936,-0.0204799300649904,-0.0732663923886641,0.0942221259276447,0.0887350173367018,0,0,0
SPX.INDEX,0,0.0141851560235017,-0.000662111144286588,0.0217837805590639,0,-0.0147302856548184,0,-0.00455879384415105,0.00444210644121608,-0.0700254027184941,0,0,0,-0.0776093357444359
VIX.INDEX,0,0.172364471488011,0,0.143090462445286,-0.319300948964955,0,-0.162314851904659,0.101299377622879,0.482026465415538,0,0.320228186579485,-0.67914672434093,-5.1987271300646,0
