,BTC,ETH,XRP,ETC,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0100011754310776,-0.0860687287901854,-0.0296084928285145,0.521060820130487,0,0.0665191578314587,0.0754979603795791,0.156313938775773,-0.0200850199224356,0.0299836315019112,0,0,0,0,-0.00870535935542054
ETH,0.951882469322594,0,0,-0.194254146660416,0,0.799489765003831,0,0,-1.03751770045845,0,0.426364050646492,0,-0.0848638819845411,0,0,0.130151460057233
XRP,0,-0.0302131128966861,0,0,0.0249290811954494,0.0696809811458215,0,0,0.0378188949548821,0.0879166116994813,0,0,0.343435097073697,0,0,-0.0711891002641346
ETC,0,-0.229547205661194,0,0,0,0,0,0.0127432736157376,-0.372939518370033,0,0,0,0,0,0,0
LTC,0.973373171840842,-0.0705282794111035,0,0,0,0.258432845481694,-0.0873541669566853,0,0.0374639635149879,0.121768064306903,0.00235203327460727,0,0,0,0,-0.081142021622343
DASH,0,0.0000746955569293573,0.27483360609199,0.0171177405448692,0.167650774329821,0,-0.0488179388659864,0,0,0.116428507593921,0.171235960898528,0,0.103555644308228,0,0,-0.0230137859377531
XEM,1.26962006950321,0.0695825530538634,0,0,0,0,0,0,0.0000000000000000277555756156289,0.537532696327492,0.0641846947167531,0,0,0,0,0.191561379206177
DOGE,0,0.0839815683471309,0,0,0.47473699111242,0,-0.0534265648478736,0,0.183106348359336,0,0,0,0,0,0,0
XMR,0.889467682755225,-0.138258885712613,0,-0.101354224141093,-0.153763648628572,0.193330553015687,-0.111597399613807,0.323934680966607,0,0.0736525417263435,0.055568171353031,0,0,0,0,0
XLM,0.263656083237347,0,0,-0.036404224106791,0.237602096501441,0.1496667977423,0.204866022851494,0,0,0,-0.222591953187762,0,-0.265045768766186,0,0,0.132964981217222
DGB,-0.235311708975129,0.53343452898731,0,0.100645021366442,0,0.37852825182557,0.181473096494552,-0.00563294401728082,0,0,0,0,0.58337716896875,0,0,-0.189384823337778
BV010082.INDEX,-0.234802548101743,0.0298783069476559,-0.00393030638224732,0.0339100998153587,0.0906447785676797,-0.0187341810557237,0.0174670333550567,-0.040089746630037,0.00774128565630666,0.0524731033127881,-0.00903835607209715,0,0.135885652332834,0.686601219082083,1.82029273978028,0
CVIX.INDEX,0,-0.156134329946729,0.0684967007007298,0.0121243153763142,0,0.381794350925477,-0.0472718513953027,0,0.00000000000000000346944695195361,0.101655311060893,-0.0115455453821314,0,0,0,0,0.148046958834807
DXY.INDEX,0,0,0.0154269668427419,-0.00129715262175188,-0.00574876612327558,0.0251878035518356,0.00457857181082127,-0.02262774571558,-0.00254836648981177,-0.0148527459599576,-0.0103051234504908,0.180058810904075,0.0714813302638879,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.00778181475583654,0,0,0.0172881320139251,0,0.0159911672695452,0,0,0,-0.0818624749364685
VIX.INDEX,0.0118127207895988,0.207060557084482,-0.675926470125929,0.108773949603082,0,0.239640188845551,-0.15200006503261,-0.820293167043113,0.183898752506995,0.543372952185515,-0.360678268052438,0,0.916420034346749,0,-2.49418900856388,0
