,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,ETC,MIOTA,ZEC,ADA,XLM,EOS,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.192687257942808,0.014354510483009,0,0.328315167711116,0,-0.0242741518587081,0.0301256798785973,0,0,-0.189032297943946,0,0.00953483426762335,0.029884029123531,0.176061373410603,0,0,0,0,0
ETH,0.121213441247324,0,0,0.141876657424773,0.0812256215083647,0,0.0550795452103568,0.0817385550347198,0.128355311868409,0.134428937529156,0.0207249459867292,0,0.0635366542084009,0,0.0509135163555834,0,0,0,0,0
BCH,0.201384159514576,0,0,0,0,-0.0483062464745427,0.08720575611085,0,0,0.431421799652005,0,0,-0.0710617893202604,0.0558415490126402,0.13623937084326,0,0.335073997918216,0,0,0
XRP,0,0.0945291094204562,0,0,0,0.145319166765208,0.0529104666346176,0,0.29212652919147,0.015755970584339,0,0,0,0,0.0431953875089566,0,0,0,0,0
LTC,0.465594158452807,0,0,0.246320464075956,0,0,0,0.232459743495603,0,0.177521513525757,0,0.0319501533199949,0,0.0126775176514492,0.0291222462616997,0,0,0,0,0
DASH,0,0.0841952982377152,0.0524979079645699,0,0.116585003460144,0,0.0188587165241776,0.0795831291053237,0.249049352705306,0,0.0552002295716777,0,0.0135078708619129,-0.00392064900249839,0.0763159021132521,0,0,0,0,0
NEO,0,0.407862573922122,0.0363660889234593,0,0.0215065709401357,0,0,0,0,0,-0.100171066329857,0.663074133232118,0.0432249945546678,0.145328728622109,-0.1828634490959,0,0,0,0,-0.429501181002892
XEM,0,0.211101212423272,0,0,0.0933861397321057,0.0447797096016038,0.0697424342481151,0,0.242679031903318,0.136940726358591,0.0320711670513864,0.103058750509293,0.0390608403157888,0.114924434991345,-0.0476246871532045,0,0,0,0,0
XMR,0.289620005908606,0,0,0.10892776093746,0.0232437559485354,0,0.0829633181463033,0,0,0.275776330517806,0,0.109991168626648,0,0,0,0,0,0,0,-0.0156233511680348
ETC,0,0.326486136800418,0.146993657391481,0,0.377124007735384,0,-0.0133598991659214,-0.00000000000000000346944695195361,0,0,0.186715222702369,0,0,0.0423690004763811,0.0490107844051017,0,0,0,0,0
MIOTA,-0.543509077646332,0,0,0.0988079615235212,0,0,-0.214425601481153,0.522589524102907,0,0.132995366753107,0,0.370269003128447,0.11910360092412,0.0814381834910263,0.429992160475447,0,0,0,0,0
ZEC,0,0,0,0,0,0,0.0815374197133537,0,0,0.243245906772558,0.0641288865774141,0,0.0629032123951322,0.0408989981836693,0.116034731571216,0,0,0,0,0.0623114947909244
ADA,0,0,-0.196307565079505,0.375690938204141,0,0,0.1553481108835,0.0856088453819173,0,0,0.556654915476278,0,0,-0.229261994382947,-0.443920901106943,0,0,0,0,0
XLM,0,0.271000085676584,0,0.105321061310134,0,0,0.169498859619,0,0,0,0.751906704773599,0,-0.224440817369633,0,-0.0784966198446568,0,0,0,0,0
EOS,0.360153546728126,0,0.0988741087257948,0,0,0,0,0,0,0,0,0.569161960865575,-0.0347879936268478,0.0447543436510772,0,0,0,0,0,0
BV010082.INDEX,0.00142385941995137,0.0222829162229482,-0.0345717732626573,0,0,-0.0340448617588957,0.0306906547880763,0,-0.0907935662950091,0.0224923608860554,0.00480115109642595,0,0,0.0079952992380788,0.0423918205150675,0,0,0,0,-0.0726041212776747
CVIX.INDEX,-0.074478519200725,0,0.0546589446647867,0,0,-0.188803095680491,-0.0169733843497328,0.0489388819827506,0,0,0,-0.00316110103163183,0.0549434594051965,0.0169972526009794,-0.0102682480646044,0,0,0,0,0.0903571942893099
DXY.INDEX,0,0,0.0114663983255156,0,0,-0.0352877057041837,0.00615701961485764,-0.00145769273671503,0,0.000882355169950861,0.00630431366826346,0.00918515171702375,0,0.00199714431448498,-0.00157880327618181,0.0273923349457653,0,0,0,-0.0140713860221892
SPX.INDEX,0,0,0,0,0,-0.000628784906168497,0.0031106950141436,0,0,0,0.00426534873018526,-0.0107246740401346,-0.00257646592719207,0.000475782522036586,-0.000801493230725989,0,0,0,0,-0.0351664115946923
VIX.INDEX,0,0,-0.120929095163474,0.0608717249164207,0.140459604108138,0,0,-0.133322649334055,-0.0505316068674849,-0.0266875745798111,0.150983373629309,0.150891381425611,0.0777823442631469,0.0593602702266445,-0.0919069301822901,0,0.492951767309836,0,0,0
