,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0845255562961341,0,0.0487585317548128,0.0344383559245584,0.0292815928390844,0.0660464265739828,0,0.095710653871084,0,0.0697405407376024,0,0,0,0,-0.00530903841023811
ETH,0.307048812006374,0,0,0,0.1215194906611,0.0204017279727675,0,-0.0726516006360131,0,0,0,0.492788791027332,0,0,0,0.0784770982000701
XRP,0,-0.183799819242792,0,0,0,0,0.291449289824521,0.0677480711659629,0,0.522899914220403,0,-0.479109170057781,0,0,0,0.106875470575247
LTC,0.343842922606628,-0.0608658460292502,0,0,0.104708063781772,0.0141759625792412,0,0.0164418366376329,0.124847876580395,0,0.0509430903158296,0,0,0,0,0.0490986088661896
ETC,0,0,0.12106322299547,0.185206931582714,0,0.000000000000000000867361737988404,0.277868069748119,-0.0387347925606557,0,0,0.0719384527290269,-0.150551425567291,0,0,0,-0.00667347387674831
XMR,0,0.816782236817282,-0.00636488388083098,0.582657824936744,0,0,0.394968303894515,0.00398900914173982,-0.521074749277102,0,-0.492090752420033,-1.33984386124469,0,0,0,0.0198925961035052
DASH,0,-0.338653113881511,-0.0616100294009971,-0.243076220984217,0.0555015503904551,0.0325224142221229,0,0.0172656138808474,0,0.136358825030237,-0.0415570113063564,0,0,0,0,-0.0691070962979164
XEM,1.84043203482522,0.351571620913815,0.210916281512023,-0.469697838355798,0,0.0342069147300658,0,0,0,0,-0.191905467175768,0,-0.648297038454219,0,0,-0.0683027302815844
DOGE,0,0.00995834217300457,0,0,0.0646630293821175,-0.0371408434141363,0,0.118197031282696,0,0.121195217369192,0,-0.597918964635366,0.20630706234727,0,0,0.0243673048186678
XLM,0,0,0.539358884438632,0,0.117864728934285,0,-0.109937621533606,-0.169223931363935,0,0,0.0417002576943511,0,0.50725067941097,0,0,0.0164013546354114
DGB,0.0864721854259379,-0.165678383894732,0.364422615091222,0.833979008088227,-0.201716835094767,-0.097425866675596,0.239936934851793,0.369912742793409,-0.00000000000000000693889390390723,-0.00000000000000000346944695195361,0,1.18578078313538,1.05783118041213,0,0.0783319880691799,0
BV010082.INDEX,0,0.0844706067759671,-0.0421546712166494,0.000000000000000000867361737988404,0,0.0143781006640304,-0.0229250972751841,-0.00282851437762936,-0.359293870968092,0.0485434843260672,0.042105417916468,0,0,1.05337722354109,0,0.0255809295266454
CVIX.INDEX,-0.141896497297341,0.131578027986169,0,0.144058499574443,0.0937650770048406,0,0.125378687186033,-0.100852694364222,0,0.0956718539587956,0.0694443055849781,0,0,0,0,0.0922287303715856
DXY.INDEX,0,-0.0112690455050584,0,0,0,0,-0.00124778678750527,0,0,0,0,0.0827989543644907,0.0309015030484524,0,0,0.00281009509038024
SPX.INDEX,-0.0799973165294889,0.0129202407424774,0.0128771532342014,0,-0.024072881889324,0.00345246251335754,0,0,0.0439349395695674,-0.0203008419514635,0.0122724640925607,-0.0272542730734053,-0.0279373109754248,0,0,-0.0671077455604723
VIX.INDEX,-0.225514039560433,0.337898227934284,0.0364984551370612,0,-0.218744565450154,0,-0.591355084727672,0.403069149599567,0,-0.13365116784096,0.0866755099576871,0,1.248064048004,0,-4.86948913390095,0
