,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XEM,XLM,MIOTA,EOS,DASH,XMR,TRX,BTG,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0351744524465969,0,0,0,0.022360647932789,0,0.0772337879021439,0,0.0116251147144789,0,0.278507442004913,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0169525570210352,0.247233858575421,0.130383894600025,0.00476881385946185,0,0.0461460009646071,0.0162308862904278,0.0817402196279911,0,0,0.128391985450278,0,0,0,0,0
XRP,0,0,0,0,0.0221999663866571,0,0,0.191022390121239,0.268824853577318,0,0.344159043596624,0.135384597157259,0,0,0.0781603162883293,0,0,0,0,0
BCH,0,0,0,0,0,0,0.231599914022216,0,0.0272451320590213,0,0,0.224803412778775,0.113807520297133,0.0347129242825699,0.174014117024969,0,0,0,0,0
ADA,0,0,0.140625953807657,0,0,0,0.0853282975940957,0.14982818390207,0.106490834653102,0,0,0,0,0.0427840047620692,0,0,0,0,0,0
LTC,0.227737687041405,0.269940881241287,0,-0.0390480346705055,0,0,0,0,-0.0212659117111518,0.145586578579772,0.0814030855593743,0,0,0.0135336351591939,0,0,0,0,0,0
NEO,0,0.488550284379856,0.00382484358491214,0,0.0101165298070363,0.177275787305541,0,0,0.0585587014505941,0,0,0,0.00000000000000000346944695195361,0.0346475067832634,0,0,0,0,0,0
XEM,0,0,0.132706929274337,0.0182873030202125,0.111317052142368,0,0.111743877525933,0,0.00000000000000000693889390390723,0.199856382005538,0.0360674748089172,0.0487058021201632,0,-0.0336492997938136,0.174512348078252,0,0,0,0,0
XLM,0.042791991739649,0.0305371364391802,0.136867495286387,0,0.343493281609134,0.126068491401852,0.00977062970015254,0.00683306984924931,0,0.0142264164561918,0.0162172292462649,0,0.269697223403448,-0.145423148102078,0,0,0,0,0,0
MIOTA,0.308453439295995,0,-0.0390726638888384,0,-0.0964417690767877,0.0352528814797653,0.0691420725503839,0,0.285618864363296,0,0,0,0.281834708145695,-0.019864648026041,0,0,0,0,0,0
EOS,0,0,0.0215784968464502,0.140924284291464,-0.02703403297264,0.347575947031254,0,0.0483514302669978,0.208173591485067,0,0,0,0,0.0889131365177551,0.214957597167981,0,0,0,0,0
DASH,0,0,0.0392917269087891,0.0516532133624884,0,0.0811971740223114,0,0.00948786561988702,0,0.104033260536956,0.0547544367152248,0,0.047566127568399,0,0.171302474672481,0,0,0,0,0
XMR,0,0,0,0.152915846934797,0,0,0.177364622448288,0,0.110119406918679,0.11295585154387,0,0,0,0.0817731552234815,0.0648631312110328,0,0,0,0,0
TRX,0.254038290547214,0,0.154751459040446,0.038420788953527,0.0622751764256394,0,-0.334716949158663,0,0,0,0.127546920435596,0.437758132447959,0.20355201929112,0,0.0543801266589337,0,0,0,0,0
BTG,0,0,0.0525053778773815,0.412026825034289,0,0,-0.000000000000000000867361737988404,0.0671766081712054,0,0.0686329619899044,0.183661724504759,0,0,0.0394540800172774,0,0,0,0,0,0
BV010082.INDEX,-0.0435321816402419,0,-0.0134585348441457,-0.0450819468157917,-0.00712223720101801,0.0157042130787605,0,0.0041332818557626,0,0.00948777157660438,0.00345942172248883,0.021898223285962,0.0276247242727314,-0.00310502239067843,0,0,0,0,0,0
CVIX.INDEX,-0.027739551747702,0,0.0253283150743233,-0.00312610093184989,-0.00438993610446655,-0.0418313401784065,-0.051912302840361,0,0.0439001617746324,0,0,0,-0.0331928475437703,-0.0141364758281611,-0.00250556498682571,0,0,0,0,0
DXY.INDEX,0,0,0,0.000107062995547563,-0.00248838535142196,0,0,0.00619473056491195,-0.00957602272830197,-0.0000000000000000000542101086242752,0,0,0.0109025522584103,0.0079659738934481,-0.0152893864112591,0,0,0,0,0
SPX.INDEX,0,0.00806833633349346,0.000770112223073275,0.000793466559299373,0.00540764087199335,0.00258784318281498,0.00346433098692539,0,-0.00864970527000353,-0.000683666518955513,0.000657629160168984,0,0.00107441758552916,0,0,0,0,0,0,-0.0379130462129718
VIX.INDEX,0.256330936186484,0.12012044607198,0,-0.0531258607770906,0.0499678693115492,0,-0.20113325087443,-0.0274802746536491,-0.147828971322007,0.0656114924221524,0.17788515120001,-0.120504433335825,0,-0.117904351196876,0,0,0,0,0,0
