,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.42258036178956,0,0.0968707575944172,0.337503691766782,0.0736411124898756,0,0.0295809715558265,0,0,0,0,0
XRP,0.250470568330585,0,0,0.117392675324648,0.249601223385723,0,-0.128044401281939,0,0,0,0,0,0,0
LTC,0.713866079622271,-0.0198829753281069,0,0,0,0,0.0246980040837852,0,0,-0.335145891977801,0,0,0,0.036488959964936
DASH,2.00967118751959,0.105344115746102,-1.87262419495108,0,0.31761806193789,0,-0.209564393199539,0.162854320120151,0.11348806937546,0,0.123725440871416,0,0,0.0338448272049262
XLM,0.375844477794728,0.754547839874918,0.343541119431256,0.122289991179828,0,0.101935014115178,-0.159553689030744,-0.208820584198168,-0.0905541965271583,0.938061747392232,-0.0627294870251266,0,0,-0.195977496785476
DOGE,0.459549337680004,0.0502969176889491,0,0.0619309458232678,0,0,0,0,0,0,0,0,0,0
XMR,0.65935588413593,-0.338466735164164,0,0.198256874189198,0.0648212470191372,0.688657283843765,0,-0.0844163321751729,-0.0858924092094289,0,-0.222021982046939,0,0,-0.540566189046435
XEM,0,-0.530442082400391,0,0.51284135000235,-0.391828612814121,1.26541239069802,0,0,0.324264100768386,0,-0.448569274662815,0,0,0.183983575665985
DGB,0,0,0,-0.16577156206333,0,0,0.404979191930282,0,0,0,0,0,0,0
BV010082.INDEX,0,-0.0174636877144108,-0.104051400077923,0,-0.0448897089239816,-0.063787342108708,-0.000911415880263381,0.0110199169363201,0.00861849876595016,0,0.0592657485458408,0.865458775916802,0,0
CVIX.INDEX,0.395173526585703,0,0,0,-0.254292625757938,-0.599815293296415,0,0,0.00179002601880304,0,0,0,0,0.0269498932532209
DXY.INDEX,0.0155318537232157,-0.0199629565564699,0,-0.0127822675769358,0,0.0602183225003819,0.0114091913552591,0.0128763162141018,0,0.113057532930222,0.122161102142908,0,0,0.0169051667620621
SPX.INDEX,0,0.0056467141134167,0,-0.0116511862781735,0.0170112774262331,-0.0190923826935458,0.00299541530103439,0,0.0130081125800288,0,-0.0267767649229433,0,0,-0.110361489963348
VIX.INDEX,0,0,0,-0.1365988226736,0.0602906666425628,0,-0.0875318208233463,0.0905340802644144,-0.0518373064650429,0,0.388691071345168,0,-3.98821106291598,0
