,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0515198792199296,0,0.231621693350065,0,0.0164680386677441,0,-0.00639567479579552,0,0,0,0.00678845903972528,-0.0386811338216816,0,0,0,0,0.00228760737800932
ETH,0.414342787003786,0,0.06545415932248,0,0.0946556761938704,0.136177391286456,0.319217600394538,-0.0495468894361581,0.0183327045350525,0.146609842159757,0.0128202344278823,0,-0.101104653646458,0.815848239969869,-0.176263419140819,0,0,0.110178997454062
XRP,0.127247540835382,0,0,0,-0.0417586246205736,0.0667096023828746,0,0.155880197665202,0.0836335585371427,0.425756598347834,-0.155657822273017,-0.00849497332808972,-0.122372798979443,0,0,0,0,0.202671710790498
LTC,0.535046002558592,0,0,0,-0.0855740145342525,0,0,0.00516350716618478,0,-0.0000000000000000000542101086242752,0.0106886993317857,-0.0111686048257059,0,0,0,0,0,0
XMR,0,0.663087370058548,-0.0109266477899299,0,0,0.0733670341930089,-0.0833203547435559,0,-0.409373904458925,0,-0.173832655041759,-0.0224912087978751,-0.139122926543112,0,-0.502643252686553,0,0,0.0577674299182016
ETC,0,0,0.118040896816748,0,0,0,0,-0.0186237944449677,0,0,-0.0482063236064382,0.0246522026057339,0,0,0,0,0,-0.0870194552155523
DASH,0,0,0,0,0.115221698785766,0,0,0.0470397790734611,0,0,-0.0528224407879186,-0.0622605533202628,0,0,0,0,0,0
XEM,0,0.0937355635383911,0.259238433956548,0,0.239461865057067,0.131095866727415,-0.387754744354588,0,0.19487980134715,0,0,-0.0560005983271725,-0.328505810595488,0,-0.698980508972993,0,0,0
DOGE,0,0.0782901305837004,0.0599107076172022,0,-0.14558685595363,0.0383716596851112,-0.0201896563586212,0,0,0,0.0283030841110876,-0.0154330501413966,0,-0.268228771941714,0,0,0,0.011855243530465
XLM,0,0,0.560798786329641,0,0.0077106133336096,0.0992877386098974,0,-0.193139185320918,0,0,0.0360061535707962,-0.0315530007578138,0.157932431738863,0,0.373644498135702,0,0,0
NEO,0,0.82748531541149,0,0,-0.756241087941415,0,0,0,0,0,0,0,0,0,0,0,0,0.218862656479384
ZEC,0,0,0,0,0.269383581324505,0,-6.71743449373681,0,0,0,-0.605734177831868,0,-0.68405230554444,0,0,0,0,-0.71531042762427
DGB,0,-0.192413633726017,-0.0415317279358305,0,-0.187815165093427,-0.180199878219903,0.207050183866232,-0.00000000000000000173472347597681,0,0.238986692757683,-0.103554194573849,-0.0340462190497158,0,0,-0.00980191040268275,0,0,0
BV010082.INDEX,0,0,-0.105248106469037,0,0,-0.0616301068400332,0.120822938093693,0.00498203957876151,-0.0940646194493545,0.125224255562049,0.0304015923619068,0.00750415536675685,0,0,0,0,0,-0.0114331851364177
CVIX.INDEX,-0.0372075075588421,0,-0.192868611047047,0,0,-0.262119461464671,0.191676757721137,-0.120455666049982,0,0.123703214067881,-0.0337812043025531,-0.011710459455316,0.0402892116139453,0,0,0,0,0.181257695300984
DXY.INDEX,0,-0.00685600421012295,0.00156253642729599,0.0288550304839594,0.0130561516272053,0.0128430749681772,0.0063806177758677,0.00993705529398487,0,0.0088607967539495,0.00701628048180893,0.0027730857312485,0.0159496484962884,0.112185886362968,0,0,0,0
SPX.INDEX,0,0,0,0,-0.00265528527654113,-0.0118532104373373,0,-0.00305688237765583,0.0410861803300404,-0.000164502187688283,-0.00236785206542063,-0.00129376603811849,0.00646108145317148,-0.0579759088765134,0,0,0,-0.0628561920459231
VIX.INDEX,0,0.314361842848223,0.00000000000000000693889390390723,0,-0.254901768737032,-0.415480546276159,0,0.0433894335150249,0,-0.0433984296590071,-0.013636609585132,0,0.0847432123136068,-0.278342743338494,0.703089542914325,0,-5.95113673927104,0
