,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.075750196012114,0,0.0110445556095016,0.0137421296749744,0.0216657368097971,0.0124128442269233,0,0.0802784418516269,0.0117838585441453,0,0,0,0,0,0
ETH,0.377783286634487,0,0,0,0.0880136075162117,0.0176916073056078,0,-0.0619952086907356,0,0,0,0.492377013113245,0,0,0,0.112170116822419
XRP,0,-0.469374217221576,0,0,-0.164202285022994,0.044972626500395,0.538359402972921,0,0.452812279598251,0.477551560262124,0,-0.207856240612576,-0.261104837814614,0,0,0.168555096688038
LTC,0.393613406829546,-0.0610375457371876,0,0,0.102037958903616,0.0131949063730687,0,0.00942423163677348,0.139175628918733,0,0.0478185212001522,0,0,0,0,0.0480468659294463
ETC,0,0,0.133091225359293,0.256807979746555,0,-0.019454041744779,0.282170957981425,-0.0338050415089718,0,0,0.0626368756594794,0,0,0,0,-0.00464321449059035
XMR,0.629809763565482,0.941708948169011,-0.0864906424041012,0.523777461997889,-0.0876372219001225,0,0.219276513028772,0,-0.995396928050865,0.120500321560482,-0.492237409857047,-1.64531314915696,0,1.47334636247372,0,-0.0525234279920962
DASH,0,-0.291217709939604,-0.0781763757769962,-0.248095810139376,0.0475811516119025,0.0325786097807987,0,0,0,0.0863217355382517,-0.0637026292669923,0,0,0,0,-0.0876871109892606
XEM,1.77639244787485,0.382277665544193,0.243382105398862,-0.527645539542473,0.000000000000000000867361737988404,0,0,0,0,0,-0.157635143037095,0,-0.651158107967898,0,0,-0.0782260646516532
DOGE,0,0,-0.0175889126208745,0,0.0594389218523238,-0.012227644199536,-0.0293751633785862,0.122598399395045,0,0.135520952209285,0,-0.607933847501416,0.317330206704251,0,0,0.0172291179723494
XLM,0,-0.173434822941692,0.54526934750498,-0.106547341731864,0.12589169193391,0,-0.231307805509686,-0.176071056587523,0.0248332304184825,0,0.0487656468623199,0,0.495039396532595,0,0,0
DGB,0.378103270795389,-0.358054241789085,0.31964377515556,0.739892268917124,-0.215559125827462,-0.0345383705555234,0.163979364633555,0.420833386871056,0,0.0427706389885626,0,1.37658839760994,1.10887712662513,-0.939273507552158,0,0.0298791004306291
BV010082.INDEX,0,0.083850792760503,-0.0408545910899725,0,0,0.0154700801622702,-0.0265773077584476,0,-0.366727351355553,0.0489031816532184,0.0396326614654324,0,0,1.00308369734298,0,0.0277876484314474
CVIX.INDEX,-0.147192733642111,0.163555487165019,0.0787555547183965,0.107969331420491,0.0934199634338757,-0.00329867941686839,0.108582313682398,-0.103542821898862,0,0.0515066967318047,0.0869920264600905,0,0,0,0,0.0878001348244652
DXY.INDEX,0,-0.0202671226379584,0,0,-0.00226521415628878,0,-0.00836759123726542,0,0,-0.00760376979191148,0.00326515677557859,0.0806765762930385,0.0408232413574442,0,0,0.00303497136945195
SPX.INDEX,0,0.0344083147065136,0.00452428317825768,0,0,0.00599182938152771,0,0,0.0444681841025967,-0.00379940565346376,0.0196686605410899,-0.0285702313328022,0,0,0,-0.0631337377280186
VIX.INDEX,-0.396857965763497,0.078233108636732,0.0197838785961739,0,-0.251994562135296,0,-0.724141351402694,0.465991294098307,0,-0.0973692294322333,0,0,1.22842571948634,0,-3.92541611708764,0
