,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0186376269060529,0,0.509201487424874,0,0,0.0552797853152227,0.166702787057624,0,0,0.0482855068109107,0,0,0,0,-0.0289145236096293
ETH,0.334756523083574,0,0,0,-0.241970687072291,0.487923716366872,0.0218003770254838,-0.935175867449895,0.279846933551413,0,0.672538336964164,0,-0.35304720329747,0,0,0.165140547378894
XRP,0.0658283588086237,-0.035774660536565,0,0,-0.0132898304278349,0.0396400363373067,0,0.0138801061993579,0,0.0795139007184105,-0.00684949589574422,0,0.388711815152656,0,0,-0.112984230840135
LTC,0.825561310850763,-0.0364844339193904,0,0,0,0,-0.0502678163994222,0,0,0.085201320742462,0,0,0,0,0,-0.0754615617844903
ETC,0,-0.324643289829379,0,0.276160159635414,0,0,0,-0.397601846627042,-0.878760086438677,0.209245631857555,0.388295319897639,0,0,0,0,0
DASH,0,0.0567025309704694,0,0.0924876607442614,0,0,0,0.105037055614665,0,0.0170510633716673,0.0832770874608501,0,0.10531984754692,0,0,-0.0191849823772508
XEM,1.27113312659949,0,0.464179612535036,0,0.0476301117974369,0.19664708058474,0,0,0,0.44183195019065,0.182089773447881,0.908979070660144,0.249829971030788,0,-3.72624000829967,0
XMR,1.24303438436346,-0.149300438676073,-0.049063496204195,-0.202493521677189,-0.0931531962637726,0.17452832816349,-0.0858963925472465,0,0.0775640242858007,0,0.0629747973698491,0.71344067085352,0,0,0,-0.0657460951455249
DOGE,0,0.0738890006519613,0,0.453863740237238,0.0184261309702831,0,-0.0896917234519856,0.177966953596487,0,0.0997638478298829,0.0270996486930732,0,-0.238815295244136,0,0,0.082906468513379
XLM,0.0865613286419984,0,0,0.265209433765379,-0.0542169134328866,0.146200728736603,0.187399274422563,0,0,0,-0.105599592122456,0.850810923564478,-0.433720085189656,0,0,0.277284105815529
DGB,-0.235311708975129,0.53343452898731,0,0,0.100645021366442,0.378528251825569,0.181473096494552,0,-0.00563294401728083,0,0,0,0.583377168968751,0,0,-0.189384823337778
BV010082.INDEX,-0.241637700568229,-0.0158596398100875,-0.0316126126921843,0.0620632355626884,0.0179691643694306,0,0.0172215602818074,0.0569085597505894,-0.0813027082048174,0.0572724439681434,0,0,0.0889020635779339,0,1.1662324984068,-0.017512944617604
CVIX.INDEX,0,-0.156818461786888,0.0856004343825235,0,0.0114897436277566,0.358149513791014,-0.0442761851255547,0,0,0.0900979838631659,-0.019242415994138,0,0,0,0,0.145118450350457
DXY.INDEX,0,-0.00334670228920707,0,0,0.0000553667643955642,0.0249587837606733,-0.00321898289686758,0,-0.023455782438359,0,-0.00831855747471782,0,0.043013094004342,0,0,0
SPX.INDEX,0,0,0,0,0,0,-0.0107975999710672,0.00195536010155615,0,0.0176511692387528,0,0.00854345003726732,-0.00998352676741089,0,0,-0.0825734324383712
VIX.INDEX,0,0.341541933946965,-0.273073782690417,-0.144319500161422,0.117033961663937,0.417339046566427,-0.145888330744307,0.0568976479441912,-0.490878889404487,0.520383536881925,-0.406823463917775,0,0.76505397303194,0,-2.65463502648455,0
