,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.207373684745361,0,0.443288559482805,0.168134147564756,0,0,0,0,0,0,0.0875410977892195,0,0,0,0,0
ETH,0,0,0.0755894078438545,0,0,0.166076728352628,0.142135453862076,0,0.138098465919519,0,0,0,0.169910180792891,0,0.0565258497101577,0,0,0.102727689927866
DASH,0.584824425313002,0,0,0,0,0.457611068153937,0,0,0.0830453294590817,0,0,0,0.0363142619150403,0,0,0,0,0.0122338083373582
XRP,0,0.00630856396837508,0.021733418931797,0,0,0.0418499358265745,-0.0820580892403686,0.0595567680117371,0,0.555996215727052,0.0316868232118827,0,0.062177906662051,0,0,0,0,0.107975548388619
LTC,0.657290100956176,0,-0.0947199552527335,-0.0810607433527754,0,0,0.0801440999177976,0.0757469411904119,0.084754248187646,0,0.122631367465705,0.0881287269145266,0,0,0,0,0,0.045034593545169
XMR,0.413664815576822,0.475369112549396,0.0406810732210601,-0.403283875762191,0,0,-0.104115598589963,-0.0469121493768564,-0.00000000000000000693889390390723,0.53814567218441,0.0829760614940711,0.0472041305320924,-0.250672752433422,0,0.513935726739873,-0.915830357320032,0,-0.0978495331038284
ETC,0.159702415409851,0.393191939171143,0.0923265953768782,0,0.274884138792984,0,0,0,0,0,0.147619090481256,0.18714477357161,0,0,0,0,0,0.000358482356589649
XEM,0,0,0,0.137939707359039,-0.0854709487663124,-0.0285037571615505,0.132079211638738,0,0.340925886021826,-0.571952448306753,0.281814201082632,0.31412972546715,-0.211899314849412,1.01619888703648,-0.167468822838635,0,0,0.0707626770184864
ZEC,0.069041969908879,0.0702095962294061,0.276837276087275,0,0.00652197589327095,0.0714357386076463,0.16632288855877,0,0,0.29105875408589,0,0,0,0,0,0,0,0.134205862805339
DOGE,0.273446436951868,0,-0.00402404620592779,0.125838485989987,0.0000000000000000000271050543121376,0.020038759068932,0,0,0.134657485301516,0,0.0951876174780963,-0.0267519279554703,0.0227902204582679,0,0,0,0,0
XLM,0,0,-0.0562872792054806,0,0.406052949914974,0.0809839480253583,0,0,-0.0993490750698958,0,0,0.0305527061606676,0.114141003869605,-0.349541271450033,-0.000032893830209331,0,0,-0.0399729673946588
NEO,0.356380949184418,-0.314307700669639,-0.0812468274889178,0,0.205608974102078,0.112061618553789,0,0.00546593108595898,0,0,0,0,0.238601669479751,0,0,0,0,-0.198511905199732
DGB,0.94519049486466,0,-0.295890187548689,0,-0.935931017681615,0,0.265862735662026,0,0.209631857857791,0,0,0.350411837268578,0,0,0,0,0,-0.0949051024757412
BV010082.INDEX,-0.215520995622038,0.0307960535803744,0.0796233671786952,0,-0.0432407916230135,0.100070803979222,-0.0465400255582046,0,0.0117995362521995,0.217035131532446,0,-0.00204694991726131,-0.0353345752376193,0,-0.0491856164734867,0,0,-0.043906648208241
CVIX.INDEX,0,0.175975668365938,0,0.145538502846044,0.109718061083556,0.0199045490203422,0.0253350502644153,-0.124875965144378,-0.103072872646518,0.0135952235607987,-0.0581350245888294,0,0,0,0,0,0,0.0380468513003155
DXY.INDEX,0,0.00938977439638907,0.0103234231943366,0,0.0290652606834124,0,0,-0.00377488109672832,0,0,0.0034819916301326,-0.0127904298216721,-0.0051378529249597,0.0909088943421836,0.022575071816409,0,0,-0.00493699096305126
SPX.INDEX,0,0,0.00461923132828964,-0.00229369086122964,0,0,-0.00925465529949543,0.00508209425895749,0.00316836298431155,0,0,0,-0.0012087824637801,0.0390246036132098,0,0,0,-0.0550657603341189
VIX.INDEX,0,0.00000000000000000693889390390723,0.116706040626881,0.113002685891751,0.254842143823045,0.0459610129868643,-0.491529771143576,-0.251307627157569,0.0989664969242284,0.0555853523693329,0,0.184947207599473,0,0,0.118854695853863,0,-3.12954074597481,0
