,BTC,ETH,BCH,XRP,DASH,LTC,XEM,MIOTA,XMR,ETC,NEO,ZEC,BAT,EOS,XLM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0.0732514356963305,0.173492989275899,0,0.0512598373472737,0,0.0816713910695104,0.0366085052928654,0,0.0962528887757135,0,0,0,0,0,0,0
ETH,0,0,0.0526413391993275,0,0,0.224400238653956,0,0.152514030519893,0.0866462976669097,0,0.00000000000000000346944695195361,0,-0.0000000000000000138777878078145,0.010105543621083,0.098484125826333,0,0,0,0,0
BCH,0,0,0,0.354858295292656,0,0,0.810543453064446,0,0.0332721713825568,0.0725985230704599,-0.17607519078158,0.529530962791988,0,0.0606022947806283,-0.837554891088684,0,0,0,0,0
XRP,0,0.0933797764904676,0.0598355333597107,0,0,0.0451959119442189,0,0.0792350200931542,0,0,0,0,0,0,0.266103284037016,0,0,0,0,0.0190983363024283
DASH,0.0530107518905149,0,0.0593133413735339,0,0,0,0.0689498667118841,0.0906708814539455,0,0.0612479878768013,0.00000000000000000173472347597681,0.244368193375839,0.0450660907761638,0.0382922070374917,0,0,0,0,0,0
LTC,0.118380619469014,0.0321510494429755,0,0.0401611021932995,0,0,0,0,0,0.736864319757567,0,0,0,0,0,0,0,0,0,0
XEM,0,0.168173336005621,0.0659086320542558,0,0.241663933059071,0.180409829002257,0,0.0196744228934811,0,0,0.125622521509146,0,0,0,0.0745139891020016,0,0,0,0,0
MIOTA,0,0.0777962967604492,-0.103707997528009,0,0.0423012879796044,0,0,0,0.0570624858134227,0,0,0.409173838409125,0,0.313412070272038,0,0,0,0,0,0
XMR,0,0,0.0978380428581037,0.0674040703211147,0.0763346627163798,0.0649620031892309,0.0725649882952552,0.0106497727147608,0,0,0.0816132646182734,0.288460954458713,0,0,0.16095838851172,0,0,0,0,0
ETC,0,0.0175057276376599,0.00632397479991796,0.0650513508099062,0.131014722750808,0.604639822457996,0.090608718391912,0.0763523376052554,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0.0260395052922542,0,0,0.104740772757264,0.401561607313957,0.120353389014332,0.146009459164087,0,0,0,0,0.293555607118697,0,0,0,0,0,-0.145064487573569
ZEC,0,0.0702711078887907,0.0288095807168315,0,0.0170745914736062,0,0.0483814668652193,0.219260328415533,0,0,0,0,0.00376454173770485,0,0.193714550288143,0,0,0,0,0
BAT,0,0,-0.00874178253871113,0,0.0428623000504879,0,0,0.0830279408553476,0,0,0.183189031500152,0.207128545612045,0,0,0.36645882622108,0,0,0,0,-0.137324486856239
EOS,0,0,0.0202151443903814,0,0,0.248448940838798,0,0.140338898008957,0.0830530919725742,0,0.154266585042949,0.0943174550207892,0.0470682535188989,0,0.261705480292479,0,0,0,0,0
XLM,0,0.430490200257171,0,0,0,0,0.00691524640037796,0,0.309190785143267,0.00612087150937498,0,0,0.192885696377553,0,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.0061859185015093,0,0,0,0,0,0,0,-0.00476940192601865,0.0506805217077026,0.0163762636121749,0,0,0,0,0,0,-0.0938590921739071
CVIX.INDEX,0,0,0,0.0481215835422204,0,0.0598592556287994,0.0121635457782149,0.054777335815386,0.0205138414086533,0,0.0120171225702848,-0.126889104941816,0.0308155951978865,-0.0998454062723365,0,0,0,0,0,0.0569180340697144
DXY.INDEX,0,-0.0141497102763554,0.00129382155198277,0,-0.011175513587257,0.00981770511302112,0,0.0013192339744025,0,0,0.00692018891782622,0,0,0,0,0.0114385073076335,-0.0199741017504404,0,0,-0.0000000000000000000542101086242752
SPX.INDEX,0,0,-0.000104470450214267,0,-0.0101483428541501,0,0,0,-0.00341702514611554,0,-0.000593360485706775,-0.000396433930605055,0.00866107445231206,0,0,0,0,0,0,-0.0473212501370025
VIX.INDEX,0,0.266046294013962,0,-0.0885396459871881,-0.178246340001279,0,0.146304632036061,0,0,-0.0276074541480462,0,0,0.117341136790443,-0.264625493992181,0,0,0.649778892569898,0,0,0
