,BTC,ETH,XRP,LTC,ETC,XEM,DASH,MIOTA,XMR,ZEC,NEO,XLM,DOGE,DGB,BAT,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.177364117395904,0,-0.00197498303897229,0.109934008831465,0,0.0780665181385112,0.0371423486980546,0,0,0.00417033075499561,0.0547960849621266,0.0533536562367459,0,0,0,0,0
ETH,0.0368298872564848,0,0,0,0.197295343742593,0,0.00626014710901355,0,0.0866089617898169,0,0,-0.0282316472487334,0.0766002814278958,0.00835832099660863,0.19647882520012,0,0,0,0,0.0248321746581847
XRP,0,-0.0355857046914898,0,0,-0.190644979375673,0,0.223813297853279,0,0.130464278452104,0.0754138150899233,0,0.322214328657012,0,-0.00950255577786605,0.0621712533418999,0,0,0,0,0
LTC,0.449316681310826,-0.0416266280573972,-0.0656207517684937,0,0,0.0419259256996572,0,0,0.130406740501002,-0.0390165553366584,0.208957864654694,0,0.100434163713267,0.00801787506640187,0,0,0,0,0,0
ETC,0,0.246091675722052,-0.0702595851889896,0.169711792128799,0,0,0.0790109502267855,0,0.133333128513816,0.0569561073741852,0.0328288387832156,0.0189535690657607,0,-0.0468211786659222,0,0,0,0,0,0
XEM,0.489069214015341,0.0279272330292989,0.212366934602363,-0.00000000000000000346944695195361,0.00197864576225713,0,0,-0.0802189413673466,0.0819452457484642,0,0.0708866926510308,0,0.187164275551292,-0.0529071969287877,0.114382106104309,0,0,0,0,0
DASH,0,0.0966170567003809,0.0600935849272513,0,0,0,0,0,0.379571217765954,0,0.0601686280782964,0.0614346144943582,0.02358964284096,-0.00548611243753542,0.0560996894615964,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,-0.127132609337198,0.152476031709935,-0.227840389614295,0.195744835603331,0.644302865879703,0,0,0,-0.144320247738635,0.073500232520621,0,0,0,0,0,0,0,0
ZEC,0,0.118060193981302,0,0,0,0,0.0848632813176591,0,0,0,0.0493531826085065,-0.00905615241588893,0.203965653934071,0.000461908783043044,0,0,0,0,0,0
NEO,0,0.557950127243217,0.21193318287246,0.709437406480194,0.432131323621693,0,0.158887391753398,0,0,0.32267160425493,0,-0.026066773467498,-0.157109669679831,0,0,0,0,0,0,0
XLM,-0.476631634301513,-0.00826242260314187,0.784128808168372,0,0.307179542835893,0,0,0,0.312987609711358,-0.115339534339138,0,0,0,0,0,0,0,0,0,0
DOGE,0,0.0979718965691672,0,0.108044320001879,0.0874581631057609,0.28284254969465,0,0,0,0.316892865869712,0.0354952005008439,0.181642129990641,0,0.0454878064036253,0,0,0,0,0,0
DGB,0.370433834755205,-0.483593924102194,0.577609843205989,-0.0535665328054091,0,-0.115272200287387,0.0608114420247284,0,0.596923786994889,-0.314439862564912,0.149621524788122,-0.409934472706888,0.538228387461923,0,0.393399020199419,0,0,0,0,-0.15803555873443
BAT,0,0,0.172454140857781,-0.11746749322881,0,0,0,0,0,0,0,0.038686759926935,0.133415338351308,0.0319364225007008,0,0,0,0,0,0
BV010082.INDEX,0,0,0,-0.0269449720180436,0,-0.0117278190582789,0,0.00178719353459142,0,0.0156640966515293,0.00939072643218671,0.0204549853073089,0,0.00749557210999369,0,0,0,0,0,-0.0355896654901153
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.00758175212125584,0.0244877409843074,0,0,0,0,0,0,0
DXY.INDEX,0,0.00376507567073203,0,-0.00597251718046689,0.0117639171585139,-0.0146276891071413,0,0,0,0.00419503837282854,0,0.0066646701791045,-0.00444539900368967,-0.00428664109187675,0,0,-0.00682431428531759,0,0,0.013694059820314
SPX.INDEX,0,0,0,-0.00152743004791419,0.00344742529761027,-0.00180409758538784,0,0,0,0.00315113683945271,-0.00112063429444019,0.00323282561841509,0,0.000271141849261709,0.00208528501276517,0,0,0,0,-0.04165294607452
VIX.INDEX,0,0,0.025612694819311,0,0.0438167686123224,0,0,0,-0.130279284654215,0,0,0.0888261874396132,0,0,0.0982942295835392,0,0,0,0,0
