,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.120905084645489,0.22113946731204,0.143520204490098,0,0.0719933346582659,0.264182282414098,0.161385717146456,-0.253975123737423,0.473864543229981,0,-0.216750414525908,-0.00000000000000000693889390390723,0,0.0822689805961779,0,0,0
ETH,0.375309831295978,0,0.0452005343295688,0.272773312893211,0,0,0.293825420172968,0.0444076432928894,0,0,0,0,0.295992539846778,0,0,0,0,0
DASH,0.474301478169576,0,0,0.290720645158175,0.369896481175213,0,-0.291360726290203,-0.130148482680246,0.1276363457105,0,0.0719522854766378,0.27716625108888,0.0310551024975031,0.0504226638774065,0.409136698011757,0,0,0
XMR,0,0.514989261602718,0,0,0,0,0,0,0,0,0,-0.015047355330596,0,0,0,0,0,-0.0246140386316764
XRP,0,0,0,-0.071082544150506,0,0,0,0.0707139841012528,0.0405138392908627,0.44865567914025,0,-0.0799768679699294,0.0308144737389791,0.238773654236692,0,0,0,0
LTC,0.185935733860898,-0.0818571869636431,0.00979385440233555,0,-0.0719296984469992,0,0.153168285337126,-0.0254396536902837,0.0317889232614662,0.145598994189975,0.00846045025990061,0.018195432192923,0,0,0.0864278984463234,0,0,0
ETC,0.497538512358376,0.106027488658564,0,0,0,0.988001682854717,0,0,0.0666533239616315,0,0,0.11918529793813,0,0,0,0,0,0.0257918152360354
XEM,0.901613952146737,0.288853551752944,-0.101251300520962,-0.381239530492731,0.510130133387332,0,0,0,0.287481672580867,-1.08958004170585,0.21776735696545,0.172569775632782,0.183889252403958,0,0,0,0,0
ZEC,0,0.140853128399318,0.0682778210353417,-0.0218911187634413,-0.0164365530742743,0,0.122224473605252,-0.0976605891179277,0,0.361128829754399,0,0,0,-0.365664571139607,0,0,0,0
DOGE,0.29901644309155,0,-0.029940855180151,0,0.0226523800535295,0,0,0,0.171805699571262,0,0.0979955312059602,-0.0214135963935036,0,0.112263327747057,0.0353944924203147,0,0,0
XLM,0,0.0214758473778199,-0.0454107042429271,0.237525294902915,0,0,0,0.0257741413790587,-0.109047807848407,0,0,0,0.170309782950943,-0.216496821000564,-0.00519114050738732,0,0,0
NEO,-0.0469660053964767,-0.129387077274813,0,0.192658922132128,-0.357436973034124,-0.365551382025511,0.197543325843441,-0.0355706034126997,0.267264297631458,0,0,0,0.221862051923482,0,0,0,0,0
DGB,0.123314281459855,0.120372422475316,0.099151574087023,-0.069290830419775,0,0,0,0.0534766628876291,0,0.192173266544988,0.236271688613804,0.0446285327513899,0,0,0.143362744050133,0,0,0
BV010082.INDEX,0,-0.0735237823194928,0.0589368016207833,0,0,0,-0.0414485157271442,0.0314577620007152,-0.121291062879746,0.144867442673526,0.0707001904125392,-0.00238844138747997,0.0209945795057535,0,0.151106700280948,0,0,0
CVIX.INDEX,0.120894058368858,0,-0.0135040739433718,0,0.0711752525820647,0,0,-0.080169123198935,0,0.419164949175959,0,0,-0.113017071888609,0,0,0,0,0.237637565578983
DXY.INDEX,0,0,-0.00848807682433849,0,0,0,0.0225162123022488,-0.00908841539834109,0,0.00580763433229116,0,0,-0.00491109306683303,0.142539290214444,0.040179815007193,0,0,-0.00608366604184333
SPX.INDEX,0,0,0,0.00839982247253892,0,0,0,0,0,0,0,0,0.001754089134445,0,0,0,0,-0.0300719669142585
VIX.INDEX,-0.198034636103476,0.0450322918518045,0,0,0,0,-0.193277156417233,-0.0815577215094781,0,0,0.318905275980498,0,0,0,0.407103537291355,0,0,0
