,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0299253193583734,-0.0209420870675381,0.0588399562149349,0.195481394810611,0,0,0,0.0175431975407151,0.0424770163021909,0.0329652011412502,0,0,0.0175546139774392,0,0,0,0,0,0
ETH,0,0,0,0.0796985834475145,0.250585328473284,0,0,0.311915923691981,0,0,0.0243437896500072,0,0,0.0579796745480985,0.248777605222125,0,0,0,0,0
XRP,0,0.0697089119192664,0,0.023371431634399,0.290889396770681,0,0.257808799125193,0.198030991143426,0,0,0.0702170116473416,0,0,0,0,0,0,0,0,-0.0648035356032535
BCH,0,0.27607446589262,0.0678728517890269,0,0,0.00224423999613906,0,0.180919164659493,0,0.265906141395029,0,0,0,0,0,0,0,0,0,0
EOS,0,0.450186428686665,0,0,0,0,0,0.278951111813975,0,0.0542037075248712,0.0385111216186005,0.144027436912678,0,0.00000000000000000693889390390723,0,0,0,0,0,0
XLM,0,0.124991216271313,0.14217159777216,0,0.047738538887973,0,0,0.119748934880137,0,0.135711222432156,0.122506431847434,0.0587464402963103,0,0,0,0,0,0,0,-0.00427126424140988
LTC,0,0.232429616945429,0,0.0643971795635386,0.218758949305515,0,0,0,0,0.114583515343087,0,0,0,0.0490920805915309,0,0,0,0,0,0
ADA,0,0.124410947754329,0.0785893127804816,0.0971318530417439,0,0.169210789895085,0,0,0.124209891374686,0.11054594582692,0,0,0.129279556641616,0.179131069205456,0,0,0,0,0,0
XMR,0,0.0767309979987044,0,0,0.277519480805297,0,0,0,0,0,0.025031914566527,0,0,0.397604585233318,0,0,0,0,0,0.0260967105514106
TRX,0,0.349074894597138,0,0,0,0,0,0.136029962075382,0,0,0.281358898503539,0.0550506269940724,0,0.0542497255878314,0,0,0,0,0,-0.0525594877779216
MIOTA,0,0.18571285531498,0.0752736728239705,0,0,0,0,0,0,0.285292801986062,0,0,0,0.39255695265839,0,0,0,0,0,-0.0132556281616215
DASH,0,0.273617203838218,0,0,0.0819896727674522,0,0,0.0653682335927258,0,0,0.0727837068931006,0,0,0.309879185153101,0,0,0,0,0,0.0240240518403715
BNB,0,0.289763674594383,0,0,0.00348353277890428,0,0,0.0936650560141486,0,0,0.0951705022005598,0.0424752033927988,0,0,0,0,0,0,0,-0.00245146328510808
NEO,0,0.0685697690048513,0,0,0,0,0,0.155541391590038,0.342700339024895,0.0120690938973117,0.157597165922077,0.209099892455051,0,0,0,0,0,0,0,0
ETC,0,0.132069044341768,-0.0789703263096046,0.075350502435039,0.172246717543151,0,0.229839714943746,0.33961145760639,0.0173421879520367,0,0,-0.111293345176323,0,0,0,0,0,0,0,-0.0636006552151124
BV010082.INDEX,0,0,0,0,0,0,0,-0.0155758540862159,-0.017947479245144,0,0,0,0,0,0,0,0,0,0,-0.0328471340505641
CVIX.INDEX,0,-0.155907133168628,0.0579158392854799,0.00983222910618241,0,-0.051023268766178,-0.266538843180186,-0.0351297900407415,0.0371029032974617,0.13016467702336,0,0,0.22950154356735,0,0.216950694788661,0,0,0,0,0.0397918338181356
DXY.INDEX,0,0,-0.00805538256999947,0.0126681283370384,0,0,0,0,0,-0.0284951586431095,0,0.00669091946896747,0,0.000321626864269703,0,0,0.0380805347233895,0,0,-0.0060222434563466
SPX.INDEX,0,0,-0.0509727650085467,0.0000000000000000000271050543121376,0,-0.00240508374574001,-0.0168509854426682,0.0182600002804798,0,-0.00899794415839656,0.0302293667568187,0,0,0,0,0.0848718908031629,0,0,0,-0.12131044875609
VIX.INDEX,0,-0.172319909165489,-0.11104707854111,0,0,-0.327675604338675,0,0.0543401347229089,0,-0.19138730553492,0.249622057832998,0,0,-0.0785982033292617,0.292778302268419,0,0,0,-7.13864240249679,0
