,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.344454334091565,0.0127814231538483,0.112497211249323,0.0519562907799524,0.0279542222904303,0.214689750260782,0.039379979675345,0.0473715381484582,-0.0515033949155562,0,0,0,-0.0564422570691104
XRP,0.195051769632897,0,0,-0.0691584692692041,0.232735236140786,0.595032073022537,0.101115534467259,-0.407666064234766,-0.0430864481926236,0.000000000000000000867361737988404,0,0.488782759153777,0,0,-0.25291959099305
LTC,0,0,0,0.0162342217677796,0,0.256064182081889,0,0.217214244560287,0.0259474546193052,0.103336398091657,0,0,0,0,-0.0164164356623816
ETH,0,-0.0814387247267216,0,0,0,0,0.315904681157667,0.0285873932633518,-0.0360880526234756,-0.101766931894801,0,0,0,0,0
DASH,0.185169303101168,-0.0267445916466316,0.27716620696418,0,0,0,0.0651733313403859,0.104007303577465,0.0218263197820832,-0.0170131577332749,0,0.125087929032669,0,0,0
DOGE,0,0.166894558668517,0.302935177468984,-0.0420453184507596,0.0515145915423705,0,0.0858272833392609,0.203414678723737,0,-0.0662320014418986,0,0,0,0,-0.0696879612743636
XLM,0.723040023363683,-0.198600088313436,0,-0.172707738993186,0,0.19415302924095,0,-0.207945793624012,-0.0756182367146132,0.113891478037681,0,-0.120536664111743,0,0,0
XMR,1.8786016805187,-0.258187602550191,0.00234906341616088,-0.0167865493899524,0.210338387973205,0,0,0,0,-0.0735280662095315,0,0,0,0,0.0346518682948421
DGB,0,0,0,0.0440213916190981,0,0,0.255487056680882,0,0,0.345472359105253,0,0,0,0,0
XEM,1.04503005323118,0.151640954882046,-0.665034673148474,-0.229147710295985,0.57240536472695,0,0.432532981994331,-0.481167115443613,0.0816309743081706,0,0,0,0,0,0
BV010082.INDEX,-0.2532267196105,0.127370043196329,0.305770867263183,-0.0255548084149063,0,0,-0.105777867398343,0,0,0.0537271392473197,0,0.0136122049573566,0,0,0.016209510010793
CVIX.INDEX,0,0,0.336471117573729,-0.0260416038098391,0.165047367576648,-0.000462210169595287,-0.125042694163396,-0.14378601588298,-0.0486401956238457,0.0360029704257198,0.0196758586080308,0,0,0.155063761565999,0.116682718145664
DXY.INDEX,0,-0.0286136853658895,0,0.00845055523588974,-0.0143371195860916,-0.00984430013465488,0,0,0,0.0206575926544607,0.0248012914683533,0,0,0,-0.0292879225826542
SPX.INDEX,0,-0.032307478085388,0,-0.0337530073891366,0,0,-0.0425333410498391,0,0.00285300325457245,0,0,0,0,0,-0.113586008270742
VIX.INDEX,0,-0.380126635067146,0,0,-0.203129998192732,0,0,0,-0.0712902172134781,-0.0654875843555846,0,0.504312073082072,0,-3.44793411747844,0
