,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0857972608573675,0.120997964863646,0.712632294081268,0,0.085386852364687,0.00878057760944507,0,0,0,0,-0.0227414253426811
XRP,0.0799203540125806,0,0,0.145003105651924,0.148841571208738,0.235238907824038,0.0955880168968493,0,-0.169006508584127,0,0,0,0
LTC,0.689584403675965,-0.000000000000000000216840434497101,0,0,0,0,0.143063163928269,0.125900205710711,0,0,0,0,0
DASH,0.883532688442463,0,0,0,0,0.0716520823635999,-0.103978260274707,0.0934296347191842,0,0.1896027961495,0,0,0
DOGE,0.33579012862664,0.134240883651915,0.125522919900644,0.0254088639027531,0,0.0262968331764037,0.0809812007803803,0,0,0,0,0,0
XLM,0.698667713152102,0.460882871084996,-0.00000000000000000173472347597681,0.0886465517646244,0,0,-0.158493251907202,-0.0477413064230209,0,-0.192059165651837,0,0,0.0267605946085308
XMR,1.01341632393607,0,0.0617901426253572,0.00370081850881622,0,0,0,0.0702174558555255,0,0,0,0,0
DGB,0,0,0,-0.296671338698211,0.572206987723051,0.279010401800511,0.325648841370351,0,0,0.586335664114346,0,0,-0.148923953606141
BV010082.INDEX,0,0,0.029416727462511,0.00978984902482009,0,0.0076051603516394,-0.0744022655854397,-0.000744262089119737,0,-0.0217419091379321,0,0,-0.0322560777157343
CVIX.INDEX,0,-0.0361011695286482,0.0354027938231327,0.117948135494031,-0.224837808605283,0,0,0.0922679223337738,0,0,0,0,0.0588718740249018
DXY.INDEX,0.0405924824407157,-0.0285260904818154,0,-0.0210158785771281,0.0276183508044051,-0.0226803688274702,0.013575881125359,0,0.131516960626006,0.013448010206645,0,-0.00359309555442409,0.0301249580396445
SPX.INDEX,0,0.0205142825446145,0.001325841936597,0.0158995475380365,0,0.00181841308109721,-0.0233517510007644,-0.00450868643881902,0,0,0,0,-0.0955706648475665
VIX.INDEX,0,0,0.0649229306200949,0.0492234749727238,0.178565716236524,0,-0.283226594457193,-0.00000000000000000010842021724855,0,0,0,-5.67707031576199,0
