,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0100011754310776,-0.0860687287901854,0.521060820130487,-0.0296084928285145,0,0.0665191578314588,0.0754979603795792,0.156313938775773,-0.0200850199224357,0.0299836315019113,0,0,0,0,-0.00870535935542055
ETH,0.815688971468231,0,0,0,-0.313316783029841,0.885453362678551,0,0.167756423184094,-1.15121872311874,0,0.393981012251874,0,-0.130657235260616,0,0,0.164281883204042
XRP,0,-0.0393565210178548,0,0,-0.00745911317244072,0.116152701902664,0.00628291893643726,0,0.0395916084275125,0.0823218920991832,0,0,0.216208189536982,0,0,0
LTC,0.90181188204298,-0.0546525469555502,0,0,0,0.133757240351753,-0.069324727121087,0,0.0163918421334286,0.102776601151056,0,-0.268111451376204,0,0,0,-0.0824692173864114
ETC,0,-0.228690661608375,0,0,0,0,0,0,-0.364141437697868,0,0,0,0,0,0,0
DASH,0,0.0586418103510621,0,0.0939517685755645,0,0,0,0,0.108562392658658,0.019960058212319,0.078971350548758,0,0.114709038682798,0,0,-0.0198874716301807
XEM,1.28815958415536,0.00109133243612593,0.195063303332482,0,0.0522046451107762,0.343850959951751,0,0.144317478308064,0,0.529927098258228,0.189459245144887,0.503910961048581,0,0,0,0.292910452806392
DOGE,0,0.083981537307402,0,0.474735437905436,0,0,-0.0534255907978212,0,0.183108512091932,0,0,0,0,0,0,0
XMR,0.854395236854134,-0.0988412714633561,0,0,-0.101955022177109,0.226964930108128,-0.0895575001741362,0.115443805255051,0,0.0953535393617008,0,0,0,0,0,-0.0762457072931511
XLM,0.192414821057789,0,0,0.0339616547204925,-0.0417084659167437,0,0.193495458116565,0,0,0,-0.120285789536687,0.248733195263225,-0.194660681915711,0,0,0.167377209397218
DGB,-0.339656658488699,0.603520812989427,0,0.117877496915625,0.114853416047184,0.382432181449788,0.086450864464095,-0.25915644957709,0.120823803218288,0.186113224832459,0,0,0.510733469067617,0,-3.27074045931939,-0.383268244701124
BV010082.INDEX,-0.205948404008184,-0.0231567745309992,-0.0923436108613892,0,0.0258917302020993,0.00000000000000000173472347597681,0.0182009946784619,-0.0418033591220933,0.0453876146197051,0.0498924939316424,0.02905728942219,0,0.122854696795837,0,1.34052288944035,-0.00283396668222797
CVIX.INDEX,0,-0.156818182541012,0.0855971870971275,0,0.0114891280355576,0.358152965188999,-0.0442737160909322,0,0,0.0900882444946276,-0.0192443343020711,0,0,0,0,0.145120193988957
DXY.INDEX,0,-0.0098373553049398,0.0167805553501736,-0.00967003110141115,-0.00654937311937908,0.0173511901364262,-0.000000000000000000433680868994202,-0.0119126565996029,-0.022230941791807,0,-0.00546187252366191,0,0.0668006838410867,0,0,-0.0136577117329805
SPX.INDEX,0,0,0,0,0,0,-0.0107975813223089,0,0.00195510080025189,0.0176511470628902,0,0.00854399687561424,-0.00998375904650154,0,0,-0.0825734039180526
VIX.INDEX,0,0.201565023099852,-0.65437340741445,0,0.11773457569864,0.255468122801939,-0.138948519609343,-0.764858975204267,0.0293040108393476,0.518662624473442,-0.249190549491887,0,1.09227724793489,0,-0.916966328513327,0
