,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.118582184393369,0.222668065191736,0.137981190913082,0.0000000000000000277555756156289,0.113327871870481,0.258023509788753,0.160422553936339,-0.258789914839682,0.456562622771551,0,-0.206575646669774,0,0,0.0808742011875891,0,0,0
ETH,0.348006070002158,0,0.0640444738640061,0.36066385722641,0,0,0.237161565096757,0.0511427771475654,-0.0765094933407567,0,0,0,0.260688472425507,0,0,0,0,0
DASH,0.14325458511131,0,0,0.143098714836464,0,0,-0.108107367123015,0,0.0903425925130958,0,-0.00226100007103829,0.280969478525018,0.0481418321195761,0,0.570160391242305,0,0,0
XMR,0,0.510070213332624,0,0,0,0,0,0,0,0,0,-0.00737130957528188,0,0,0,0,0,-0.0170723769360285
XRP,0.107218680108535,0,0,-0.0877086625804975,0,0,-0.0651827168350422,0.0608150115677012,0.0277683202304446,0.434617928029931,0.00449070220711284,-0.100694221379147,0.0323789461072665,0.408550297505324,0,0,0,0.104959262773805
LTC,0.187391336426206,-0.0627671161048327,0.00686386936203317,0,-0.0856710612728659,0,0.144565036864192,-0.0284558707833324,0.0334416032087831,0.0995133477474892,0.0236662665189439,0.0381007313725416,0,0,0.101359432852359,0,0,-0.033217612808116
ETC,0.497527420762844,0.106033852275688,0,0,0,0.988039868693308,0,-0.00000000000000000693889390390723,0.0666529822093823,0,0,0.119185049388695,0,0,0,0,0,0.0257848541503399
XEM,0,0.557002884453959,0.314084093794218,-0.109524109288273,0,0,-0.485862753998876,0,0,-0.207754475636436,0.177790907835778,0,0,0,0,0,0,-0.442114429825765
ZEC,0,0.163203145336216,0,0,0,0,0.187993155800156,-0.0834949725071634,0,0.190224666320292,0,0.0246046434150378,0,0,0,0,0,0
DOGE,0.335842994651803,0,-0.0391883456494342,0,0.052668424852337,0,0,-0.00781250576631736,0.184773822883228,0,0.15082327270284,0,0.0352518248143087,0.130540853477793,0.0332048470910085,0,0,0
XLM,0,0,-0.025786984838077,0.269159110831394,0,0,0,0,-0.110495442487678,0,0,0,0.159384888233038,-0.174213054486196,-0.0415838506502063,0,0,-0.00802978543459645
NEO,0,-0.111941426789047,0.0582013066220465,0.0846396816619368,-0.370469459709435,0,0.137396200556792,-0.126356951622647,0.239416838958333,0,0,0,0.121545060848449,0,0,0,0,0
DGB,0.163479030707605,0.258653205669265,0.017314388785955,-0.123516695048811,0,0,-0.171131498638856,0,-0.00259525447008767,0.238010735494594,0.304359713829908,0.204206750350436,0,0,0.544219787468724,0,0,-0.223716165326254
BV010082.INDEX,0.0308702801648323,-0.0711990606201248,0.0599023052114626,0,0,0,-0.0717790803913031,0,-0.050755474201609,0.131224797006377,0.0288562265641938,-0.0683642622551592,0.0595055999021446,0,0,0,0,0
CVIX.INDEX,0.103537002933513,0,-0.0169770670292898,0.0197267994966764,0.0801750160063019,0.0774319717289617,-0.0370203737848858,-0.098060690610825,0,0.402257458675485,0,0,-0.119277023097689,0,0,0,0,0.262983025819967
DXY.INDEX,0,-0.000000000000000000867361737988404,-0.00848808002003598,0.000000000000000000867361737988404,0,0,0.0225162232705,-0.00908838775697689,0,0.00580757223741393,0,0,-0.00491112429872257,0.142539340660655,0.0401798331900744,0,0,-0.00608367932231024
SPX.INDEX,0,0,0,0.00839952723787724,0,0,0,0,0,0,0,0,0.00175350444430177,0,0,0,0,-0.030071648066208
VIX.INDEX,-0.198071294354235,0.045009035973987,0,0,0,0,-0.193243352320953,-0.0815382704166095,0,0,0.31887189473311,0,0,0,0.407062408308442,0,0,0
