,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0372933279313035,0,0.217787255556252,0.13093421057404,0.125321427626849,0.07115055296747,0.113269669379657,0.175635320696695,0,0.0215387135224355,0.111291147556206,0,0,0,0,0
ETH,0,0,0.197309519212462,0,0,0.213264226688557,0.139753970390755,0.0517087897110083,0,0,0,0.0579345333909172,0.238665609942771,0,0,0,0,0.0171372194390617
DASH,0.168421268151717,0.383410875178343,0,0,0,0,0,-0.0630170877926665,0.00235669390965524,0,0,0.110911583941411,0.139042249781085,0,0.259778149072709,0,0,0
XRP,0,0,0,0,0,0,-0.139026427884,0.0458111759926232,0,0.542902611185284,0.048244501970789,0,0.0786126033070427,0.121965627617225,0,0,0,0.0624957111173259
LTC,0.21449606067334,0,-0.111595478643967,0.0435600138399066,0,0.0239231697732228,0.244488864092504,0.0721514388190601,0.0661813417334396,0.172649777726135,0.116967906604302,0.10611688361318,0.0640846258946731,0,0,0,0,0
XMR,0.269313908270939,0.738013696164853,-0.118233004984712,-0.0337663731888979,0.0684327793668826,0,0,0,0,0,0,0,-0.0306672669671504,0,0,0,0,0
ETC,0.129316260825971,0.318647448643606,0.101231973097368,0,0.301140459545627,0,0,0,0.0245888477607256,0,0.200051067457009,0.114391500116488,0.0528958119118331,-0.526756420824319,-0.331182710675941,0,0,0.143822607527302
XEM,0,0.472225641022134,-0.212124194960568,0,0,-0.000000000000000000433680868994202,0,0,0.113187168991681,-0.332656537468365,0.104651561644025,0.26964646912005,0,0,0,0,0,0
ZEC,0.0871897919644675,0.269613416009109,0.233892036534433,-0.154703786258349,0,-0.153102911117105,0.111740538632178,-0.0358296890753346,0,0.423584330359825,0,0,0,0,-0.0127532584871783,0,0,0
DOGE,0.201284577723571,0,0,0.12538371101426,-0.00000000000000000693889390390723,0.0883472045706663,0,-0.0301455801109744,0.142687956639646,0,0.08770144302874,0,0.0153443021322868,0,0,0,0,0
XLM,0,0.265959866319411,-0.0569603311678467,0.196921841050574,0.288513991260333,0.144649463754056,0,-0.00000000000000000346944695195361,-0.152237614860366,0,0,0.00238840726063899,0.0376346378146703,-0.501678831858425,0,0,0,-0.0850778891478628
NEO,0,-0.232240026200068,0,-0.301743865460792,0.220684017702824,0,0.216989847941703,-0.0980897263992174,0.278394879067819,0,0.0272807438760643,0,0.173488185407299,0,0,0,0,0
DGB,0.886808180588717,0,-0.220900978927131,0,-0.766306054127638,0,0.214522081361776,0,0,0.0451192610376539,0,0.40039263642605,0,0,0,0,0,-0.106559241140524
BV010082.INDEX,0,0,0.0776019438580076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.INDEX,0.0843702932144868,0.161364154002478,0.0435905038233304,0.0964280116094964,0,0,0,-0.114975537957056,-0.26124766764398,0,0,-0.0360899314949198,0,0,0,0,0,0.142352517701788
DXY.INDEX,0,0.0170448967606008,0.0027868206449532,-0.0129643095190394,0.0170765901625833,0.00221264193020332,-0.00829429642611752,-0.0143313359997479,-0.00332409234366316,0,0,0,0.000000000000000000867361737988404,0.15584259566738,0.0401032929079397,0,0,-0.0217191229041134
SPX.INDEX,0,0.0354390899366944,-0.00329228259906716,-0.0138237372439159,0,-0.00436721571772724,-0.0186806146506762,0.00200294111425266,0,0,0.0163299602323364,0,0.00160597138565142,0,-0.0144975778230401,0,0,-0.0297642215014061
VIX.INDEX,0,0,0,0,0.292886197691182,0,-0.408269403042895,-0.199007236597018,0,0,0.137437277339507,0.0893915249135855,-0.13748467739062,0,0.279988435861351,0,0,0
