date,frm
2015-02-01,0.045737
2015-02-02,0.030551
2015-02-03,0.057541
2015-02-04,0.06037
2015-02-05,0.031667
2015-02-06,0.031117
2015-02-07,0.020336
2015-02-08,0.023055
2015-02-09,0.062158
2015-02-10,0.045594
2015-02-11,0.023571
2015-02-12,0.053093
2015-02-13,0.038375
2015-02-14,0.029973
2015-02-15,0.035057
2015-02-16,0.022085
2015-02-17,0.03456
2015-02-18,0.033944
2015-02-19,0.049332
2015-02-20,0.05015
2015-02-21,0.029963
2015-02-22,0.068722
2015-02-23,0.074595
2015-02-24,0.021094
2015-02-25,0.019798
2015-02-26,0.02147
2015-02-27,0.018038
2015-02-28,0.030052
2015-03-01,0.03387
2015-03-02,0.0276
2015-03-03,0.058333
2015-03-04,0.056021
2015-03-05,0.039226
2015-03-06,0.036967
2015-03-07,0.024287
2015-03-08,0.034828
2015-03-09,0.025361
2015-03-10,0.015905
2015-03-11,0.027035
2015-03-12,0.03934
2015-03-13,0.047319
2015-03-14,0.056663
2015-03-15,0.041973
2015-03-16,0.038114
2015-03-17,0.026869
2015-03-18,0.048081
2015-03-19,0.025101
2015-03-20,0.031819
2015-03-21,0.038493
2015-03-22,0.033859
2015-03-23,0.032376
2015-03-24,0.037224
2015-03-25,0.014567
2015-03-26,0.030242
2015-03-27,0.029727
2015-03-28,0.020793
2015-03-29,0.021893
2015-03-30,0.021163
2015-03-31,0.031903
2015-04-01,0.057987
2015-04-02,0.052462
2015-04-03,0.070183
2015-04-04,0.067669
2015-04-05,0.062674
2015-04-06,0.082663
2015-04-07,0.053837
2015-04-08,0.052491
2015-04-09,0.087988
2015-04-10,0.06202
2015-04-11,0.081664
2015-04-12,0.08071
2015-04-13,0.054879
2015-04-14,0.075372
2015-04-15,0.029949
2015-04-16,0.018794
2015-04-17,0.022586
2015-04-18,0.03928
2015-04-19,0.036692
2015-04-20,0.021977
2015-04-21,0.015959
2015-04-22,0.022699
2015-04-23,0.023181
2015-04-24,0.013087
2015-04-25,0.015778
2015-04-26,0.009393
2015-04-27,0.021529
2015-04-28,0.019501
2015-04-29,0.033387
2015-04-30,0.029766
2015-05-01,0.022424
2015-05-02,0.02388
2015-05-03,0.025909
2015-05-04,0.015127
2015-05-05,0.022651
2015-05-06,0.033801
2015-05-07,0.048312
2015-05-08,0.033075
2015-05-09,0.032783
2015-05-10,0.055215
2015-05-11,0.040108
2015-05-12,0.031623
2015-05-13,0.039142
2015-05-14,0.024611
2015-05-15,0.018238
2015-05-16,0.048923
2015-05-17,0.041261
2015-05-18,0.026897
2015-05-19,0.027946
2015-05-20,0.020551
2015-05-21,0.035622
2015-05-22,0.016686
2015-05-23,0.049078
2015-05-24,0.039195
2015-05-25,0.04554
2015-05-26,0.053419
2015-05-27,0.065192
2015-05-28,0.053589
2015-05-29,0.032685
2015-05-30,0.050989
2015-05-31,0.035524
2015-06-01,0.03749
2015-06-02,0.03579
2015-06-03,0.02783
2015-06-04,0.036342
2015-06-05,0.031498
2015-06-06,0.023417
2015-06-07,0.025454
2015-06-08,0.028463
2015-06-09,0.028237
2015-06-10,0.020858
2015-06-11,0.01911
2015-06-12,0.025381
2015-06-13,0.019253
2015-06-14,0.027135
2015-06-15,0.024509
2015-06-16,0.046074
2015-06-17,0.025803
2015-06-18,0.043799
2015-06-19,0.046428
2015-06-20,0.034766
2015-06-21,0.030081
2015-06-22,0.04485
2015-06-23,0.036324
2015-06-24,0.039904
2015-06-25,0.018494
2015-06-26,0.025387
2015-06-27,0.021957
2015-06-28,0.02787
2015-06-29,0.022643
2015-06-30,0.032857
2015-07-01,0.038687
2015-07-02,0.035113
2015-07-03,0.024241
2015-07-04,0.042029
2015-07-05,0.020119
2015-07-06,0.031071
2015-07-07,0.047362
2015-07-08,0.030502
2015-07-09,0.04989
2015-07-10,0.039742
2015-07-11,0.038591
2015-07-12,0.068371
2015-07-13,0.052198
2015-07-14,0.053995
2015-07-15,0.049938
2015-07-16,0.019861
2015-07-17,0.027658
2015-07-18,0.023224
2015-07-19,0.023572
2015-07-20,0.023234
2015-07-21,0.016536
2015-07-22,0.013434
2015-07-23,0.018404
2015-07-24,0.032358
2015-07-25,0.018489
2015-07-26,0.033818
2015-07-27,0.046682
2015-07-28,0.041417
2015-07-29,0.040759
2015-07-30,0.0396
2015-07-31,0.0461
2015-08-01,0.026012
2015-08-02,0.031745
2015-08-03,0.046615
2015-08-04,0.030609
2015-08-05,0.011759
2015-08-06,0.029402
2015-08-07,0.030293
2015-08-08,0.030155
2015-08-09,0.038492
2015-08-10,0.031199
2015-08-11,0.034373
2015-08-12,0.027363
2015-08-13,0.021277
2015-08-14,0.019827
2015-08-15,0.024177
2015-08-16,0.018723
2015-08-17,0.018425
2015-08-18,0.018496
2015-08-19,0.024388
2015-08-20,0.057856
2015-08-21,0.020976
2015-08-22,0.025302
2015-08-23,0.018523
2015-08-24,0.04442
2015-08-25,0.079656
2015-08-26,0.069852
2015-08-27,0.052083
2015-08-28,0.067178
2015-08-29,0.05481
2015-08-30,0.051722
2015-08-31,0.063716
2015-09-01,0.027926
2015-09-02,0.023573
2015-09-03,0.040008
2015-09-04,0.047047
2015-09-05,0.066284
2015-09-06,0.040384
2015-09-07,0.046712
2015-09-08,0.067006
2015-09-09,0.045345
2015-09-10,0.044154
2015-09-11,0.025438
2015-09-12,0.023687
2015-09-13,0.034056
2015-09-14,0.053177
2015-09-15,0.060274
2015-09-16,0.058998
2015-09-17,0.039695
2015-09-18,0.046009
2015-09-19,0.034084
2015-09-20,0.034714
2015-09-21,0.042595
2015-09-22,0.045692
2015-09-23,0.037477
2015-09-24,0.023243
2015-09-25,0.028048
2015-09-26,0.03348
2015-09-27,0.01586
2015-09-28,0.050288
2015-09-29,0.034062
2015-09-30,0.036328
2015-10-01,0.030054
2015-10-02,0.041616
2015-10-03,0.030196
2015-10-04,0.040121
2015-10-05,0.045416
2015-10-06,0.041428
2015-10-07,0.019741
2015-10-08,0.04088
2015-10-09,0.02236
2015-10-10,0.027542
2015-10-11,0.037445
2015-10-12,0.058998
2015-10-13,0.01987
2015-10-14,0.087329
2015-10-15,0.036352
2015-10-16,0.038472
2015-10-17,0.018248
2015-10-18,0.010917
2015-10-19,0.022706
2015-10-20,0.029303
2015-10-21,0.02462
2015-10-22,0.02422
2015-10-23,0.020979
2015-10-24,0.023209
2015-10-25,0.026865
2015-10-26,0.03411
2015-10-27,0.028286
2015-10-28,0.03062
2015-10-29,0.039353
2015-10-30,0.037694
2015-10-31,0.045494
2015-11-01,0.050902
2015-11-02,0.03084
2015-11-03,0.031661
2015-11-04,0.031082
2015-11-05,0.04279
2015-11-06,0.051388
2015-11-07,0.032783
2015-11-08,0.047927
2015-11-09,0.03764
2015-11-10,0.033664
2015-11-11,0.055494
2015-11-12,0.031713
2015-11-13,0.041348
2015-11-14,0.033529
