,BTC,ETH,BCH,XRP,DASH,LTC,XEM,MIOTA,XMR,ETC,NEO,ZEC,BAT,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.00553543926458458,0.409599787533422,0,0,0,0.0262216590042591,0,0.110143247134797,0.0827694201698664,-1.38777878078145e-17,0,0,0,0,0
ETH,0.148287022713227,0,-0.101939603530625,0.229671732607039,0,0,0.13271052448776,0.158261436247699,0.149080569403653,0.126192945558321,0.0904722202725665,0.0194644537988343,0.00600692014768381,0,0,0,0,0,0,0.0779266500938542
BCH,0,0,0,0,-0.379536351072161,0.685221997882373,0.425102622477931,0,0.101750806856385,0,0.188336969126371,0,0,0.0745742398606569,-0.254318777820828,0,0,0,0,0
XRP,0,0,0.0873420692221349,0,0.126112796605296,0,0.141507094122359,0.120119186928003,0.253200253271413,-0.0210238447554651,0,-0.0719277659494613,0,0,0,0,0,0,0,0.0882822344656327
DASH,0,0,0.426681547374552,0,0,0,0.162544837406372,-0.0879690997763399,0,0,-0.179102158278577,0,0.383968572328078,0.2252623761353,-0.100155083261465,0,0,0,0,-0.045002283702985
LTC,0,0,0.0649166008858164,0.207190610483679,-0.0501189038678338,0,0.0596711062439927,-0.0259083240469129,0,0.669212740793717,0.0363103657105121,-0.118753290480372,0.144180688819326,0,0.0537856419139249,0,0,0,0,0
XEM,0.407501653562711,0.0682463398325246,0.138874217247806,0.106796441890371,0.407567288139548,0,0,0.0262429861901045,0.351558794936363,-0.105208033247259,0,0,-0.0324015975661773,0,0,0,-0.315276189848449,0,0,0
MIOTA,0,0,0,0,-0.242124613329281,0,0.678390975772301,0,-0.637210585569933,-0.174068661970989,-0.485912385176171,0,0.190522264984756,0.952395738829081,0.573839626913745,0,0,0,0,0.496148214899783
XMR,0,0,0.0357735214055878,0.598085778097011,6.93889390390723e-18,0.080910321479134,0.223887803088795,-0.226048219167393,0,0,-0.110425446567676,0,0.103860401768786,0.257102258691498,0.108726242777978,0,0,0,0,0
ETC,0,0.757209754264535,-0.015881542404544,-0.667496633109342,0.139987762645421,1.37726432724191,-0.269053707362887,-0.0735693140051848,-0.335097461882821,0,-0.0140094573101699,0.234473625133425,-0.17507919139271,-0.122126240512038,1.73472347597681e-18,0,-0.189044243109045,0,0,0
NEO,0,1.44533173060338,1.15411176330936,0,-1.13449791281473,-0.254639774502837,-0.252112807626623,-0.893362792240045,-0.108276372627531,-0.251069223948463,0,-0.843585394397273,1.01692218964482,0.789695294093037,0.288300836886186,1.00630615892371,0,0,0,0
ZEC,0,1.03298303297724,0,0,0.00181384056151411,-0.28382959649748,0,0,0,0,-0.0957464167493191,0,0.212976453292127,0.192234544493193,0,0,0,0,0,0.348360699107431
BAT,0,0,-0.552335066541745,0,0.626587247444822,0.58313878523587,-0.364357926760441,0.306850786294817,0.357968639159032,0,0.147711149249402,0.128239147105697,0,-0.0986300301994813,0,0,0,0,0,0.0103285300091037
EOS,0,0,0,0,0,0,-0.0855044617046008,0.607340459333186,-0.220620496879499,-0.251376830683852,0.211737825497442,1.50431314935823,0,0,-0.42819938795116,0,0,0,0,-0.300247275865992
XLM,0,0,-0.140295620190338,0,-0.441247102745516,0.528149567179029,0.368558991306725,0.25829564301443,0,0,0.0145509339407457,0,0.210172498945861,-0.0483775347027382,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0.0757905206032404,-0.0798505868420575,0,0.0533315287598247,0.0694097056513296,-1.73472347597681e-18,-0.0485850601059834,-0.0736349309707761,0,-0.115788853036332,0,0,-0.139929950479972
CVIX.Index,0,0,0.0288200376049203,-0.183837145172811,0.13173953286037,0.0149054892936321,-0.137269610732653,0,0.123993854836301,-0.0491602561747588,0.0638577970971939,0,0.0267005425482472,-0.0982182249173081,0.0408624022976125,-0.789464947504042,0,0,0,0
DXY.Curncy,0,0,-0.0030684189066379,0,0,0,-0.0148000120416,0.0297332462807585,-0.0261819569705745,-0.00126926470936618,0.0153309305344838,0.0337333937640538,-0.0275372206649613,0.00585233398921876,-0.0168048862562401,0,0,0,0,-0.0322859736001086
SPX.Index,0,0,0,0,-0.00850604306567548,0,-0.00275307834534808,0,0,0,0.00370061332207656,0,0,0,0.00542210457174487,0,0,0,0,-0.0371231301506282
VIX.Index,0,0,0.0932754031303746,0,0,0,-0.00766452971143749,0.184993630145003,0,-0.144922262061954,0.0653580523870563,0.30050763063797,-0.0771581604029379,-0.337003417815272,0,-1.12996510837999,0.596066910195782,0,0,0
