,BTC,ETH,BCH,XRP,DASH,LTC,XMR,NEO,MIOTA,XEM,ETC,EOS,ZEC,XLM,ADA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0928665295743616,2.77555756156289e-17,-0.349277365559456,0.483308005249519,-0.0436109225084731,-0.0417558302349537,0.319101732230806,0.386691617170808,-0.288921747160223,0.157584979419432,0,-0.203004135164826,-0.41684031749479,0,0,0,0,-0.236919816616188
ETH,0,0,0.0178073966713024,0.539733938596459,0,-0.299498821180989,0.130459114551205,-0.0614420782994383,-0.106527929966303,0,0.0835041068309489,0.160701648922129,0.259604509398305,-0.053583960211613,0.183199854137887,0,0,0,0,-0.0165872636358031
BCH,-1.8926829096157,0,0,-1.65035062864813,-1.38777878078145e-17,0,-0.851646372633772,0.544129045432501,1.03025732053875,0,0.313512282218655,0.0899364469888929,-0.5338269698109,-0.29790440671607,-0.140381507772181,0,-2.32988336033198,0,0,-0.172322156044469
XRP,0.129314334868303,0.22811189077094,-0.00547299304241228,0,0,0.188313022250306,0,0.0985756556673448,0.0476629225433976,-0.0703901614748568,0.0275530892221245,-0.0675707768911519,-0.072959631332303,0.20591172976032,-0.115512550562968,0,0,0,0,0.103759258149786
DASH,-0.88628064285112,-0.048221810528239,-0.0580192176395799,0,0,0,0.533741868312187,-0.128737000487286,6.93889390390723e-18,0,-0.544554440541893,0.40582499730663,1.07261443775794,-0.544260547630347,-0.0187483506176369,0,0,0,0,0
LTC,0.185279589589901,0,0,0.684047004082212,-0.0801505962487954,0,-0.0700382431756756,-0.00938127981186382,-0.180799109938817,0,0.0212914030104161,-0.0500407189471178,0.446310268308557,3.46944695195361e-18,0.193462505150496,0,0,0,0,0.213417639810045
XMR,0,0.591877816175669,-0.144886013207649,0.420983166166752,0.52916051184605,-0.209955367391355,0,0.268636889320069,0.171335225582662,0,0.121167714133981,-0.350034560441787,-0.521670864037151,0.324542901953885,0,0,0,0,0,-0.216177546655184
NEO,0,-0.914061176106811,0.251376976392642,0,-1.01351841634345,-0.378891467135462,0.894053228594373,0,-0.470495601269188,0,-0.48745842763054,0.457899226962678,1.64719369091624,0.050167508254596,0,0,0,0,0,0.455730640533945
MIOTA,0.283226763272402,-0.963226105938746,0.0773181000357387,0,0,0,0.473057467567747,0.0177480561811989,0,0,0.156670320798273,0.314789542163384,0.51437351593898,-0.203279951941342,0.634825284979025,0,0,0,0,0.365162258963098
XEM,0,0.396545345031111,-0.0154742603538259,0,0,-0.166397028593894,0,0,0.0637989681512005,0,-0.0277521390117893,0,0,0,0.532362862702179,0,0,0,0,0
ETC,-0.902535478356765,0,0.0802087527988421,0,-0.705625777784167,0.391329517914825,0.379574234048338,-0.00459350020974309,0.30617227319502,0,0,0.116849277566212,0,0,-0.297948161215422,0,0,0,0,0.0982695610263945
EOS,0.426390479102998,1.53879307828392,-0.185731370452391,-0.203017110566824,1.07354968594051,0,-1.2385226566706,0.557554340666995,0.451044643323766,-0.100185730932091,0.22696754961785,0,-1.49079600364826,0.772786042195221,-0.128338263405817,0,-0.583612555535871,0,0,0
ZEC,0,0,-0.0345117560610592,0,0.413992622704612,0.399199002841945,0,0.110868372464579,0,0,0.103667255609863,0,0,0.0885815438513485,0,0,0,0,0,0
XLM,0,0,-0.0372471027596081,0,-0.182606849369551,0,0.188460566133734,-0.0132640327123877,0,0,-0.0830387943678695,0.332574783431245,0,0,0.443832507477951,0,0,0,0,-6.93889390390723e-18
ADA,-0.278751979816899,0.359168978016391,0,0,-0.00284212633354382,0.639012137171001,0.252887044221173,0,0.378518450560932,0.297180698630719,-0.310040887952953,0.00788998900116751,-0.70579372708494,0.24872518775241,0,0,0,0,0,0
BV010082.Index,0,0,-0.0234440116317291,0,0,0,0,0.0136621600445179,0.0374057016694274,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0.193583569509285,-0.081994211928165,0,0.0602377617007276,-0.166351910730332,0,0,-0.08959026274979,0,0.0723521890973583,0,0,0.0332442629794416,0,0,0,0,0,0.247825165415285
DXY.Curncy,0,-0.090913762089336,-0.0051933801484459,0,-1.0842021724855e-19,-0.0157283825402783,0.0342520714984288,0,-0.0287391119799471,0,0.00188441208790891,0.0227445645140247,0,0,0.0188223268981255,0,0,0,0,0
SPX.Index,0,0,0.00285184608913034,0,0,0,0.0116255102824993,0,0,0,0,0,0,0,0,0,0,0,0,-0.021487360568985
VIX.Index,-0.827349912502341,-0.0975749847796151,0,0.32952959753267,-0.10381666841527,0.630657876115016,-0.308853892318555,-0.123031117970818,0.310903647636086,0.14609578357126,0.0583480056319571,0,0,0,-0.296347746955207,-0.558395230633107,0.514125174522988,0,0,0
