,BTC,INNBCL,ETH,XRP,BCH,BSV,LTC,BNB,EOS,TAGZ5,XTZ,LINK,LEO,XLM,XMR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.00258877134585938,0.122238272520551,0,0,0,0.24135313103768,0.0849064201692321,0.166419157247685,0,6.93889390390723e-18,0.0947111232527264,0,-0.13342218278524,0.0744452374800325,0.389624960454442,-0.0358489711571386,0,-0.245980385037563,0
INNBCL,0,0,7.96407112519132,0,0,-32.4032634956768,0,0,0,3.63470604124228,11.0896543925678,0,0,0,0,0,14.0144398917547,0,0,0
ETH,0.608049807061004,0.00438420237926158,0,0,0.0873757595881284,4.22344633846288e-05,0,0.0828036466498453,0.322795939003538,0.00764466896432423,0.0495924765651695,0.0156461183936067,0,0,0,0,0,0,-0.0282949272433133,0
XRP,0,0,0.0716153046704327,0,0.233380704480476,0.16268547015643,0,0.0813548139173302,0,-0.0164354717013375,0,0.0303778083822291,0,0,0.0512416258609647,0,0,0,0,0
BCH,0,-0.00286231202149185,0.0995768122767894,0,0,0.148159677998491,0.31210706154365,-0.235782396274417,0.469685139068834,0.00036010855529728,0.359054824522338,6.93889390390723e-18,0,-0.319916611746694,-0.048190881698907,0,0,0,-0.448303220765428,0
BSV,0,-0.01552331097144,0,0,0,0,0,0.164811954886908,0,0,0.38921618492058,0,0,0,0.426452067378678,0,0.0690384162552836,0,0,0
LTC,0,0.00149869831528091,0,-0.152909944497611,0.478663685002101,-0.0039246751797148,0,0.231944579580335,0,0,0.0603750424994423,0,0,0.26921267033103,0,0,0,0,0.0968931106346495,-0.0423854559184841
BNB,0.95401582629911,-0.00760158485191111,0,0.36178144801732,-0.334028719550023,0,0.19146829194393,0,0,0,0,0.282736907624514,0,-0.049494155761179,-0.0404686193418537,0,0.257901977473683,0,-0.322715608969856,-0.0118235851856772
EOS,0,-0.0025551804812541,0.196086201473702,0,0.190449357228652,0.0381499240979018,0.211758632322932,0.185702626451701,0,0.0115467416387953,-0.152424593150551,0,0,0.342584779155568,0.0411419588274869,-0.22462871329507,-0.0602350552518674,0,0,-0.0412400202578883
TAGZ5,0,-0.0375947799268625,0,0,5.80488569280964,0,0,-4.34650844193488,0,0,0,0,0,0,0,0,0.237422717845885,0,0,0
XTZ,0,0.00196718396768554,0.380890397751844,0,0.223587601843088,0.300812420763826,0.168051921869884,0.0772855209661834,0,0.00530246865622226,0,0.03707696223183,0,0,-0.126970046611709,0,0.0433916467475614,0,0.183414382345654,0.0378685073083674
LINK,0,-0.00736859532571585,0,0,0,0.722398512172853,0.413603318207703,-0.125768758181669,0,-0.0284525962864746,0.510783958190256,0,0,0,-0.641617298433689,0,0,0,0.299577695296046,0.0994009317424329
LEO,0,-0.00343350963553755,0.126025020257382,0,0,0.0654627722480789,0,-0.0410676553298388,0.0709387358017091,-0.00869634606310925,-0.159871726544913,0,0,-0.0324093038397252,-0.0766162209171321,-0.26305313233924,-0.102761374477562,0,0.0748744940404486,0.0265709526871196
XLM,0,0.00360201832940942,0.0139556744906851,0,0,0.246044337699855,0.26109068135635,0.118127095049085,0.12066789420329,-0.000244682368607866,0,0,0,0,0,0,0,0,0,0
XMR,0,0.00159452444889647,0.0575558607968807,0,0.538255270112367,0.0852745259443032,0,0.192647692576941,0.0776061655698423,0,0,-0.193192026880068,0,0,0,0,0,0,-0.109578136836446,-0.00814519221649757
BV010082.Index,0.244623559556752,-0.00281090356856552,0.198717101552672,0,-0.138386927905484,0,0,0.119220436721041,-0.480635538278363,0.0106019312513074,0,-3.46944695195361e-18,0,0.228788822366367,-0.190900056172256,0,-0.111795962100435,0,0,0.00236533791059391
CVIX.Index,0,0.0118889528933257,0.548408652515657,0,0,-0.518833298129943,0.119299453212404,0.0500679974570848,-1.42195930358306,-0.0545503315087674,0.379699151457581,-0.30817295574948,0,0.758390743161543,0.88471913324,-0.567683174529321,0,0,0.215255177242285,-0.0434149524275604
DXY.Curncy,0.124962642893911,0,-0.0770998130867016,0,0,-0.0534987125989441,0.0960072558827805,0.0111201815847706,-0.0027794568586349,-0.000523078158728203,-0.00691664448077587,0,0,-0.0219289989734022,0.0351282780698052,0,0.033979084175146,0,0,0.0126119065480552
SPX.Index,-0.486175840226221,-0.00246164176276974,0,0,-0.534575071276763,-0.0785966517666565,0.247619996773864,0,0.192852729228458,0,0.186611972504072,0.261083138704958,0.391378422178639,0,0,0,0.0113926704514352,0,0,-0.0893742085054671
VIX.Index,0,0.0104923722042552,0,0,0,0,0,0,0,0,0.21998130305748,0,0,1.07808393940802,-1.24145901037746,0,-0.362289518127669,0,-0.36759405561116,0
