,BTC,ETH,XRP,LTC,ETC,DASH,XMR,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0163799869896601,0.0976332183834233,0,-0.161137283639647,0,-0.0080391666300707,0,0.10193129196851,-0.040451635341057,0.281868611832629,0,0,0,-0.155120999348997
ETH,0.0218563721232212,0,-1.0842021724855e-19,0.248021804108296,-0.0643647599166215,-0.195123006826481,0.0141166345769333,0.186832984671509,-0.0365159983966301,-0.0705981936020223,-0.031540029450073,-0.227834213891265,0.379202369843721,3.58762365736044,0,-0.242928850741759
XRP,0,0,0,0,0.103114934458779,-0.0839424029573697,0.0285865278649431,0.107756698634356,0.124555365406849,0.0957980807901354,0,0,0,0,0,0.187799108192728
LTC,0.497486719851629,0.00783180662728077,0,0,0.0534837492958029,0,0.0302823648525364,-0.0221760708441756,0.0383657643759557,0,-0.0302171812557569,0,0,0,0,0
ETC,-2.41964708359213,-0.554041153026675,0.691392462340632,1.86939081580412,0,0.269246959132877,0,-0.0289636934763932,-0.939976074751046,0.511636516977506,0.0792424498311283,1.89035529065921,-1.00751936413068,0,-11.0542995100961,-1.65695624864655
DASH,-1.46323689830786,-2.27328425608032,-0.12196411216871,0.459481337913937,0.0486805935589869,0,0.064397084623348,0.367485687154171,-0.442828651704925,0,-0.311912826204515,0.607077913888841,2.78837229378583,13.3961137331498,0,-1.04633413964839
XMR,0,0,-0.442780012514005,0,0.192359002497455,0.0979265777148318,0,-0.651801658489115,0,0,0,0,0,0,0,-0.194893583839301
XEM,0,0.347592458470491,0.664520389280742,-0.705470610779521,-0.103370801254619,0.413498531934194,0,0,-0.0913501255123783,0.200008272173917,0.0699783067489104,0,1.46523321504688,0,0,0
DOGE,0,-0.643744762495989,0.876176197956087,1.15432863636299,-0.544559678944109,0,0,0.117651530264836,0,0.674816351566023,-0.0773203496057127,1.47930136514955,0,0,0,-0.52912659095604
XLM,0,-0.122954148767528,0.163985615310926,-0.225734453188912,0.0825586384420974,-0.0895012672249945,0.0165724878600516,-0.0259934499480284,0,0,0,0,0,0,0,0
DGB,-1.74522365453588,-0.663460499063699,0.705374759818324,0.752171511832199,-0.466805012614269,0,-0.101449748901266,0,-0.853408901118771,0.581115619167044,0,2.69746771573141,0.00261323991058712,0,-13.9015806604603,-0.174291440400288
BV010082.Index,0.135624992496124,0.474981282010259,-0.0887527193142322,-0.146559938229679,0.0855001745291847,0.118601621625602,0.0168440657616042,0.0166760537605149,0.150669849387643,-0.066871851739657,0.0604829011937283,0,-0.479092777172948,1.15006594228757,3.76032949941568,0.294677653780699
CVIX.Index,0,0.209070884938952,-0.048918645298773,-0.150836940838785,-0.0121060976328243,0.0784446866753149,0.0144057632048536,0,0,0,0.026649689873906,0,0,0,0,0.241704166678988
DXY.Curncy,0,0.101939068647756,0.0327258750440711,0,0.00154205219768106,0.0349377482483882,0.000857251825748232,-0.0411723398212934,0.0148301368570615,0.019446320520486,0,0.0456937026124198,-0.0303283776226421,0,0,0
SPX.Index,0,0,0,0,0,0.00518226947447327,0,0,0,0,-0.010130336214768,0,0,0,0,-0.0367090952364549
VIX.Index,-1.42584035308647,-1.30342214621873,0,0.694839922211845,-0.157724047010117,-0.518143435659563,0.0503546302446374,0.222507016139723,-0.122914118839476,0.0301018009732583,-0.132271896032952,0.568279517368223,1.27154823489831,6.02127836522325,-3.43738856883586,0
