,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.101041060241509,0,0,-0.0676696661253085,0,0,0.0370268197687171,0,0,0,0,0,0,0,0
ETH,0,0,0,0.796563894667732,0.104539930608762,-0.0825006546103828,-0.329053337417173,0.0441013873717703,0,0.0478343603448153,0,0.836050096087605,0,0,0,0.101077051328689
XRP,0,0,0,0,-0.0710013693435366,-0.385376148207426,1.3279522740906,0,0,0.219519616828887,-0.00192903163469663,-1.52429095555836,0,0,0,0.0239411095210629
LTC,0.774121884687392,-0.0157175759816977,-0.0462460549654348,0,0.0298013036319242,0.0549487507693121,0.17076176730264,-0.0333830708922083,0,-0.0523989090587445,0,0.00989357861754678,0.0658206283107827,0,0,-0.0524807738791666
XMR,0,1.00086039471548,0,-0.614627373334943,0,0.064300066458232,0.984829963402661,0.487708992938267,-3.3681691563884,0.16471212250173,0,-2.94581292660064,1.44480772694429,0,0,0
ETC,0,0,-0.342809768457056,0,0.0968207139565689,0,1.54940391836134,-0.13631049308769,0,0,0.533035736799871,0,0,0,0,-0.145460341099347
DASH,0,-0.372911605191547,0.339178026851265,0.163131951134517,0,0,0,0.110780024516878,0,-0.199239613233894,0.090532188737559,0.126127636881394,0.17031174082798,0,0,0
XEM,4.64251325485433,0.701278297642589,-0.593516778732908,0,0.295416649337525,-0.0473625353404814,0,0,1.40036287336146,0.301187710375343,-0.294802696565,0.346200781748926,-1.77947035635331,0,0,0.365103634972158
DOGE,0,0,0.107861579553073,0,-0.234337691075049,-0.0171417276224491,0.171491799616993,0.169563072391339,0,0.0908310798120803,-0.0828894089285341,-0.41113279651875,0.519990958177959,0,0,0
XLM,0,-0.516327412548575,0.566639009997468,-0.133907374463222,0.0904155809128246,0.13415491668903,-1.43295829208704,0,0.782812986064868,0,0.214119421315864,0,0.379347423996987,0,0,0.026605275552348
DGB,0,-0.478082427814346,-0.487691752979055,0,0,-0.144401105772981,1.29533624826098,0.300179649095192,0,0.38101945327869,0,0,0,0,0,0
BV010082.Index,0.182817153366847,0.16574781649603,1.38777878078145e-17,-0.275282096667997,-0.137121141866978,-0.0465756997028182,0.252613047022836,0.0813342335226616,-0.526709853408265,-0.0493661305141213,-0.00448963738370617,0,0.382652467288236,1.92330202961546,0,-0.105563346967267
CVIX.Index,0,0.0987362648788033,-0.334071132190405,0.281961548698431,0.0497512123609586,0,0.0902070508125845,-0.148795818142745,0.707096427255925,0.160197073177919,-0.125983936891758,0.129413388069445,0,0.893094213711622,0,0.170800907078867
DXY.Curncy,0,-0.0166676958064293,-0.000947319743079473,0,0.000576275558514021,0.00363993000114667,0,0.0211572019672988,0,0,0.0205942372407261,0,0.112281261980065,0,0,0
SPX.Index,0,-0.0704629302793831,0.0391344824313805,0.204399400368169,0.00328296120042337,-0.00602726998434633,-0.118310505171917,0.00376555789863678,-0.0758038943953978,0.0308125959571149,0,0.0815641403704694,-0.0459408046185764,-0.0244639793973095,0,-0.055464830564344
VIX.Index,0,-0.432363611802724,0.463686756602688,1.61576402934314,-0.0511423220736667,-0.0289427609854125,-1.25000906680219,0.135305650850232,1.73472347597681e-18,-0.0234493111602041,0.0112200133578037,0,0.0132874729709147,0,-5.95317095626966,0
