,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0415545623016485,0,0.0561179421619463,0,0,0.0477685029023386,0,0.0535726724658307,-0.184251275077456,0,0.0477895565386635,0,0,0,0,0,0
ETH,0,0,0.238044125529469,6.93889390390723e-18,-0.10950212011326,-0.792917244600353,0.03723250408205,0.0983251047544821,0,0,0,0.507453167856721,-0.22184681463495,0,-0.181160313846109,0,0,0
XRP,2.76060177877405,0,0,-0.0320746695435451,0.837320667460634,0.229325258753625,-0.690886327267054,0.195347941088007,0,0.389263090059488,0.190489662189963,0.192675540461289,-0.282672492931154,2.53356208111226,0.777799672067698,0,0,0.792147202444665
LTC,0,0,0.0473446563842389,0,-0.147621750228372,0,0,0,0.123714999069847,0.00703126924897415,-0.277913070915538,-1.38777878078145e-17,-0.044497269280547,1.52391714763756,0,0,0,0.0723286439039086
XEM,0,-0.676643296997096,0.172846985740677,0.609709353176602,0,-1.74093476951956,1.21214777910783,1.1966690286232,0.318697008153554,-0.459379318064767,1.39023836133772,0,0,0,-0.990763641817262,0,0,-0.928611339857004
DASH,0.0809049475745571,-0.276010592958034,0.0397840344011615,0.123080021151369,-0.0301756076480217,0,0.16898616828238,0.475096826877355,0.0187535206411653,0,0.560888775824055,4.33680868994202e-19,-0.0200539074813587,0,0,0,0,0
ETC,0,0,-0.231006989888312,-0.159431601031956,0.248369190905345,0,0,0,-0.0439344831500982,0.265319151803664,-0.200183557546056,0.435132086431538,-0.206663890027919,0,0,0,0,0.393502946662865
XMR,-0.336616873567815,0.420116703445788,-0.0280581863457156,-0.110920617289935,0.105887835304899,0.461391552251934,-0.20909203173249,0,0.098278577102329,0,0,-0.0951742074304303,-0.151007363929667,-0.286769613738027,0.126019727624638,0,0,0
XLM,0,-0.130107922011399,0,0,0.767385376366648,0.924090184631177,0,1.30441795313707,0,0,0,0.132857744542525,0.0954588997448149,0,0.292862121185141,0,0,0
DOGE,-1.31848797525524,0,0.448923629416746,0.296113138956507,0,0,0.236736871400732,0,0,0,0,-0.0230682355398653,0.3417530023893,0,0,0,0,0
ZEC,-0.732007759205498,0.465718916547689,0.0834404276957777,0,0.11333586512969,1.0589416277753,-0.185736087961581,-0.553720698830789,-0.0643261248049429,0.0381992052707635,0,0.0177550696963688,0.198900660012566,0,-0.14660670982632,0,0,-0.155884022671082
NEO,0,0.572666893600423,0,0.406422614346006,0,0,0,0.118363374196553,-0.0312509813073376,0.0737276825327095,0.766389067532553,0,0,0,0,0,0,0
DGB,2.66809485294477,-0.904538423842596,-0.458760041493898,-0.606782282070163,0,-0.476372781029074,-0.663531381364057,-0.572690549442556,0.170822966461414,0.777597359457728,0.356674600968705,0.785856667788269,0,0,-0.173351605825959,0,0,0.354118550676126
BV010082.Index,0.237139808738882,0.00938687544246837,0.018674126204035,0.0683332400559308,-0.0157258491089604,0,0.0588653130285908,-0.143052897046903,0.0255879437712882,0.0636974530678382,0,0.019723935154348,-0.0470319399083371,0,-0.114138240077736,0,0,-0.201648068710679
CVIX.Index,1.15171891348445,-0.685377738259405,0.207745808807016,-0.066779731203861,-0.410471284206889,0,0.107176211287978,0,0.0771702137269282,0.217120192559955,-0.477882885886003,0.430065373896209,-0.115958489523321,-2.79972447574029,0,0,0,-0.771813599941273
DXY.Curncy,0.00985179449809393,0.0312232951357886,0.000674059956729534,0.00352473544448356,-0.00978007370339874,0,-0.02100600474405,-0.0309287160476827,0.00727915904631748,0,0.0120263591765321,-0.00300748046171282,-0.0238352846365578,0.0167900280830593,0,0,0,0.0314867834340811
SPX.Index,0,0,0.000119591791142879,0.00776414144712663,0,0,0.00084155609534948,0,0,0.0174158434032939,0,-0.00272486938512914,0,0,-0.0171888848315054,0,0,-0.0486095911131982
VIX.Index,0,0,0.13219451110538,0.353210090893041,-0.500502065589317,0,0.660406232374461,0,0.159465890699934,-0.0220448530575686,0,0,0,-2.50021560038692,-0.802236421036623,0,0,0
