,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0442121355171563,-0.0334694690434987,0.131396058821656,0,0.0682663428342041,-0.061259645280637,0,0,-0.161586733332061,0.0469221660210873,0.0432030720912977,0.109801351683748,0,-0.145606898661069,0,0,-0.0760031417551379
ETH,0,0,-0.191335102064,-0.028560122320746,-0.243073273376762,0.036250004186661,-0.191299339968186,1.64793732819778,0,0,0.05071016274224,0,-0.0484832444329741,0,0,0,0,0
XRP,0,0.373112884825387,0,0,0,0,-0.0313579607960768,0,0,0,0.489401280621792,-0.0724720929837722,-0.121263820499143,0,0,0,0,0
LTC,0,-0.344694079640995,0.207959754705798,0,0,0.282832637809663,-0.295934819822942,0,0,0.104717806976412,0.00287071939693029,0,0,1.51290756427649,-0.0597995132747453,0,0,0
DASH,0,0,0.0877787168709278,0,0,-0.152663099098221,0,0,0,0.0762441228411278,0,0.0505024830351831,0.0307081874298112,0,0,0,0,0
ETC,1.35164206278116,0,-0.164208820499927,-0.232935729302674,0,0,0.144348091355658,0,-0.327086774238767,0,-0.00955811974137962,0.397331464835858,-0.368505543298867,0,-0.305230549461574,0,0,0.230920228028753
XEM,0,0,-0.336770680926008,-0.178544537199636,0,0,0,0,0.675769843304703,-0.511437857271175,0.733788220245656,0,0,0,0,0,0,-0.474012249175725
XMR,0,0.226895491062059,0.115382585263944,0.0675428763708161,0.0315777527583545,0,-0.016782093241185,0,-0.0549020306420675,0.0591199642690766,0,0.11319878440685,0.0452501627807827,0,0,0,0,-0.0633746541971929
ZEC,0,0,0.194426623566079,-0.33159842588133,0.517743367687822,0,0.0661040489476995,0,0,0.132783408929936,0.000414588189424729,0.010771409285831,-0.101103106560535,0,-0.0964895404647754,0,0,-0.0899256208258216
DOGE,0,0.192334660920659,0,0,0.246385462418649,0,-0.149960492105465,0,0.52033770363166,0,-0.31069555115171,0.0916085688311147,0.10826907776964,0,0,0,0,-0.129382800636868
XLM,0,0.218900630514253,0.219059030717069,0.30812465315996,0,0.399778933960167,0.269705207051809,0,0.594370768885726,-0.0499155153910661,0,-0.294464574430433,-0.0514470399541282,0,0.513183875620427,0,0,0.105559892816677
NEO,0,0,0.305349051295044,0,0.333599503591328,0,-0.163856390788375,0,0.46023151918457,0.502044754455944,-0.0436518183275696,0,0.197384388385264,0,-0.348325221079744,0,0,0
DGB,0,-0.906582165589063,0,-0.667544429424954,-0.011629110262819,-0.594810894259358,0,1.23501232950222,-0.682169850324376,-0.056492384075996,0.325836940100183,0.521750008970787,0,0,-0.427144668460775,0,0,0.241536304745279
BV010082.Index,0.22176464512135,-1.38777878078145e-17,0.0603530478996992,0.0593487128523483,0.113225093639008,-0.000824419983990772,-0.0844202198555711,-0.286854597001,0.121254523652453,0.121735343630979,-0.116248338200429,-0.103533178537909,0.0615150383163472,0,-0.189889665715849,0,0,-0.236009983408066
CVIX.Index,0,0,-0.316608485320536,0.106597838394292,0.631003946832863,-0.36682512497534,-0.405193377310758,0,0.342842010315912,-0.299701455047227,0,0,0.136825684566799,-2.25393786310361,0,0,0,-0.728170974542106
DXY.Curncy,0,0.0176687042171026,0.0111122450527733,0,-0.00987319226204281,0.0189495288185861,-0.0299704935936839,0,0.0108629583323726,0,0,-0.00782077477951523,0,0,-0.0181881916504715,0,0,0.00438192380019459
SPX.Index,0,0.0274620230218261,0.00440117166940957,0.0103011053055595,0,0.00423685183060418,0.0062400493934341,0,-0.0273813701762574,0.00370899832820147,0,-0.0124681627298777,0.00427998401141848,0,0,0,0,-0.0459167681176736
VIX.Index,0,1.38777878078145e-17,-0.0495287438998441,0.301447333376344,0.483803429957396,0.113358157201315,-0.441935085145025,-0.424034317453803,0,0,0,0,0.254269033458445,-3.14249814428787,-0.988606230512717,0,0,0
