,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,DASH,XMR,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.209446256265716,0,0,0.107835819120987,0,0,-0.0970672538081979,0.0677756892968764,0.0681372804140238,-0.0811116609817085,0.271932464792818,0,0,0.181420464028754,0,0,0,0,0.0777929096169493
ETH,0,0,0,0.118058521470599,0,0,0.260578635171158,0,0.0159024667099156,0.232651156854053,0,0.357462373289023,0,0,8.67361737988404e-19,0,0.110669229901377,0,0,0.0748088340706286
XRP,0,0,0,0.545058507578484,-0.118670051563581,0.0869729063217391,0,-0.00736129373973797,0.0494770047908863,0.0760468669967792,0,0,-0.0411569916875406,0.234821357325545,0.0430333230514204,-0.127781911536857,0.0760240867693806,0,0,-0.0116324532563022
BCH,0,0.18385852832737,0.638678734701662,0,0.408019214996115,0,-0.363344363607534,0.167653279558768,0.0556048158032069,0,-0.229492255974978,0.157193586328424,0,0,0.111969040865383,-0.0271532429104157,0.0247234176260049,0,0,0
EOS,1.80344344756082,0,-0.52767769545044,0,0,0,-0.04427013659832,0,0.134170794961179,0.261837521385567,0.136396885291565,-0.683982906817548,0.645143425758726,0,-0.0495696425818293,0,0,0,0,0
LTC,0,0.173335612227558,0.010793879208584,0,-0.000968167457389332,0,0,0,-0.148484170488152,0.0711484570065966,0.560432885427819,0.124807469872144,0,0.0931803860721085,0,0,0,0,0,-0.012589758382116
XLM,0,0.357539310141803,0,0,0,0,0,0.369496010110384,0.202051882491841,0.120237098117378,-2.16840434497101e-19,0,-0.0941743848607018,-0.133310197950339,-0.0245658737677203,-0.834829730539389,0,0,0,-0.33326897142327
ADA,0,0.438296080311637,0,-6.93889390390723e-18,0.223792252749808,0,0.0897771033674726,0,0.00637440430937934,0,0,0.103464749966642,0,-3.46944695195361e-18,0.0564375846593037,0,0,0,0,0.0932682714707785
MIOTA,1.03335746564115,0,0,0,-0.171917570562458,0,0.505764568707921,0.724343092641626,0,-0.430932976735256,1.11742110266914,-0.358645276833426,-0.717354009605987,0,-0.172159946548158,0.303378242436407,0,0,0,-0.0389909064656255
TRX,0,0.815244433745314,0,-0.159235211238892,0.266249300274011,0,0,0,-0.253697335866044,0,0,0.219110763187109,0,0.359458634653648,-0.0902378047197553,0,0,0,0,0
NEO,-0.320502551143683,0,0,-0.202868393749287,-0.00632632829330523,0.906573332310974,-0.194150180878678,0.176272265419054,0.158053346257857,0,0,0,0.30548580790191,0.209656066383574,0,-0.166786620038496,0,0,0,-0.127989683946659
DASH,0.349709579503529,0.433493934090455,0,0,-0.185393842281059,0.280388548134266,0.194968707899575,0,-0.27626203373563,-0.265324193258695,0,0,0,0.596981709565472,-0.0953912566892742,0,-0.52955164185684,0,0,-0.133483194073627
XMR,0,0,0,0.0950506790788737,0.0444939508857713,0,0,0,-0.130828073840949,0.151523670264771,0.813400748538215,-0.0726468254171589,0,0,0,0,0.022457395614628,0,0,0.0146674797727521
XEM,-0.245891634889255,0,0.0803629390742878,0,0.117990042897686,0,-0.133752912772579,-0.297080452072991,-0.0299969538208308,0.214124861587768,0.644463998732646,0.448066552320082,0,0,0.198033407895662,0,0,0,0,0.174322861371256
BNB,6.93889390390723e-18,0,0,0,-0.067203060518945,0,0.804742972533552,0,0.291465259360059,0,0,-0.49650984108755,0,-0.0608924324291261,0,0,-0.832278811989697,0,0,0.109799384929776
BV010082.Index,0,0,0,0.155560087075425,0,0,-0.244756937862206,0,0.133584020084045,0,0,0,0.109283542247205,-0.187022774804937,-0.0343488296154727,0,0.120488506472454,0,0,-0.309432672357706
CVIX.Index,0,0,0.611423776455074,0.069838611198469,-0.000253716643818605,0,0,0.0200859143436427,0.0858484451022117,-0.324072731485334,0,-0.320107267097752,0,0,-0.194852568028392,0.72352617762171,0,0,0,0.186858190507955
DXY.Curncy,0,-0.10092200965261,0.00746077296268326,0.0438957241400618,0.00442014157649676,0,-1.73472347597681e-18,0.0455418815161655,-0.0280673321694212,0.0593508255755562,0.0166003454135481,0,-0.0175136785224962,-0.0608204655963609,0,0,0.0236371417219558,0,0,0.019309919941708
SPX.Index,0,0,0,0.00484075433229095,0,0,0,0.0559127700349837,-0.0291992290505266,0,0,-0.0426751742512235,0,0,0,0.0147771514967641,0.00266107937889079,0,0,-0.0550227772543842
VIX.Index,0,0.514519183140107,0.46718179861452,0,-0.00651537118530413,0,-1.26843259047599,0.619988186544662,0.241692202323528,0,-0.345768006184576,-0.413411933419038,-0.185921307518385,0.09403051400092,-0.0406644795770711,-1.69275116019661,0.201981855923817,0,-4.32267494835481,0
