,BTC,ETH,XRP,BCH,LTC,NEO,ADA,XLM,EOS,XMR,DASH,MIOTA,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.454713569267275,-0.0567008770011346,0.710182391926836,-0.0440722587808802,0.243445295240512,0,0,0.20765324792585,0,0.0260397296326366,0.19606854964755,-0.0381822045951969,0,-0.0248695225012097,0,0,0,0,0.05011984421229
ETH,0,0,0.0856495529898382,0.372584673151149,0.00301676526209696,0.0988041251221432,0.189139480737593,0,0,0.0386269748273603,0,0,0,0,0.010350852564162,0,0,0,0,0.0190257521269351
XRP,0,0,0,0,0.364840918329518,0.126286985021757,0,0.409013180668537,0,-0.0495536270359544,-0.112049872483393,-0.19229261540227,-0.0268748187097487,0.346223111239924,0.102320725272458,0,0,0,0,-0.0491184705973309
BCH,0.182011460329895,0.170225566395098,0.255155547686692,0,0.0425113245844776,0.0937131389003744,0,0.21792454028925,0,-0.188119628888714,0.0542145397654646,0,0,0.319693231021916,-0.0681256767588665,0,0.232837058683669,0,0,0.0114268563497363
LTC,0.383632175393662,0,0.258910171184811,0.250529677471564,0,-0.148106706842074,0,0,0,1.73472347597681e-18,0,0,0,0,0.165329457322682,0,0,0,0,-0.0446961524306141
NEO,0,0.572014497958684,-0.0644040060963603,0,0,0,0,0,0,0.108828009552629,0,-0.0173651375156219,-0.0611191856730223,0.145585203401816,0.176540225970071,0,-0.763731046865233,0,0,-0.111114426234303
ADA,0.356665034544431,1.25398061526011,0,-0.266499416879419,0,-0.370830352547674,0,-0.122329692985363,0.195937478166845,0,0.648291695229843,0,-0.0995425231562506,-0.372638523731446,0,0,-0.573785545975291,0,0,5.42101086242752e-20
XLM,-0.232735137156481,0,0.211258583056184,0.80273143356581,-0.463876890086537,-0.0177759538324024,0.0753908851553974,0,0,0.49949596737908,0,0.0685712023117364,0.301795912293093,-0.488299421543109,0.0795700328988762,0,0,0,0,-0.109072330681104
EOS,0.621187745317237,0,0,0,0,2.77555756156289e-17,-0.072884854058434,0,0,0,0,0.37915678043533,0.174162770568891,-0.24844560915356,0.0926046044297977,0,0,0,0,0
XMR,0.377500827042231,-0.869718184942478,0.126067942773677,0,0.669445208451533,0.0739856671449193,0,0.795606104824966,0,0,0.0386183175434772,0,-0.575573002240806,0.591607064771755,-0.222107361868117,0,0,0,0,0.23921213620171
DASH,0.273048204682354,0,0,0.267335726355461,0,0,0.254491870770477,0,0,0,0,0,0.252490979297575,0,-0.11822771797176,0,0,0,0,-0.0531971565186254
MIOTA,0,-0.128126867192293,0,5.42101086242752e-20,-0.0331235511951955,0.0541599272645599,0,0.053149907113248,0.61030709361023,0,0,0,-0.127133491817999,0.549302801890002,0.00468319987850606,0,0,0,0,-0.200788547021826
XEM,0,0,-0.136466667599059,0,0.0406797167030049,0,0.423888668354096,0,0.233039065890812,-0.500390819855606,0.256899793111396,0,0,0.791778862337801,-0.144074590795387,1.06822821099626,0,0,0,-0.0821429435654642
TRX,0,0.262593050093328,0,0.299512707906673,-0.231339106887952,0.131049267207182,-0.0355982667844454,-0.318110877671501,0,0.251784176224374,0,0.305527162862886,0.316783076867106,0,0.0467057759984904,0,0,0,0,0.125918255500549
ETC,0,0,0.782945220150807,0,0,0.180886805610673,0,0,0,-0.198077258049298,0,0,0.0984054129470867,0.179065772783068,0,0,0,0,0,-0.140964227499121
BV010082.Index,0,0,0,0,0,0,0,0.0115227179958361,0.045664572208574,0.0884475195515622,0,-0.00974344600770666,0.107504729355052,-0.176729586245082,1.0842021724855e-19,0,0,0,0,-0.0325371567704371
CVIX.Index,0.0870286988233304,0,0,0.0443263460091772,0.0540052111450519,-0.114263680518391,0,0.0803972335522689,-0.16330992633151,-0.135190690341403,0.342309674262432,0,-0.0797149619368559,-0.0604970850035793,-0.0467069957276753,0,0,0,0,0.0480571552915818
DXY.Curncy,-0.0356767323172086,0.0229600604944192,0,0,-0.0283545950076747,0.0172061759566465,0.0267455882280309,-0.0396447755163742,0.0450640998241928,-0.00394559368377683,0,0,0.00635992876812403,-0.019284746969695,0,0,0.0820152305905055,0,0,0.0194420883394134
SPX.Index,-0.0261589097717902,-0.132988199488749,0.0688758594695587,0,0,0.0555314694257406,0,-0.0763742654665809,0,0.0674759440795446,0,0.0220176465428548,0.0480999097231827,-0.0335863955250271,-0.00569480637862422,0,-0.0122291841978967,0,0,-0.11530577856179
VIX.Index,0.467877309082869,0,0.57776972496102,0,-0.906966308377179,0,0,-0.925863265367394,0,0.596594384351521,-0.303961451526312,-0.492714028878781,0.254122997229853,0.325293921589105,0.230657985638157,0,0,0,-4.08937348917137,0
