,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0344000729068667,0,0,-0.130808067109672,0,0.231275538066481,0,-0.0140490193345815,0,0.178989060110364,0,0,0.0122920392548575,0,0,0,0,0
ETH,0.130155449930722,0,0.214073060083743,0.110892313094863,0.355735250271434,0,0,0,0,0.0534944300008393,-0.0407297657667092,0.217177255880916,0,0,0.170106083854345,0,0,0,0,0.00975960247107657
XRP,0.456557702291757,0,0,0,0.266827148298675,0,0,0.663110910237964,0,-0.266414971319543,-6.93889390390723e-18,0,0.461826082108715,0,0,-0.902546332414953,0,0,0,-0.0438895077468163
BCH,-0.287854002377495,-5.55111512312578e-17,0.274163875404236,0,0.0628714727124321,-0.398385220926311,0,0,-0.153869487609034,0.133811178697662,0,0.365404631703481,-6.93889390390723e-18,1.02564951211457,0,0,-0.400190744901764,0,0,0.0720987396414089
EOS,0,0.480681699015484,0.00441342540872587,1.73472347597681e-18,0,0,0.0507458023668209,0,0.142245076776545,0.00526782226688464,0.081737745213832,6.93889390390723e-18,0.143162704574743,0,-0.0586305552864117,0,0,0,0,-0.0375434062810582
XLM,0,0,0.41853777882444,0,0,0,0,0.187386446667234,0,0.0354248911707763,0.147213380869448,-0.251075394327709,0,0.231934409092602,0,0.0729555308698501,-0.114695381619695,0,0,0
LTC,0,0.410978868774509,8.67361737988404e-19,0,0,0.0429128196365656,0,0,0,0.0605394968467675,0,0.167808547578391,0.183395589444381,0,0,0,0,0,0,0.0396357051707462
ADA,0.0723940295312406,0,0.0510100862129371,0.249648151936401,0,0.509162738197218,0,0,0,0.0686135438805428,0.153347190835559,0.199059315518275,-0.316058160577685,0,0.154331174046114,-0.270030843033762,-0.144724597846674,-0.390747367853744,0.701141888815852,0.0989486947224945
XMR,0,0.74026035431733,-0.253782066366042,0,0.185032105926874,0,-0.000251932619776284,0,0,-0.16630279134709,-0.126587206171408,-0.0224897460120857,0.457249138712643,0.217953979400603,0,0,-0.21882080709657,0,-0.270613509724572,0
TRX,0,0.170647357514416,0,0,0,0,0,0.23948266151337,-0.384719512868715,0,-0.304538857500075,0.73607055624616,0.472908089567988,0,0.223334782662006,0,0,0,0,-0.0978207803560636
MIOTA,0,0,0.020596870968539,0,0,0,0,0.643246229874973,0,0.0222794583154725,0,0,0,0,0.248270966520525,0,0,0,0,-0.0462438701731815
DASH,0,0.122622558589189,0.0463944301543977,0,0.103102241136009,-0.436427363679934,0.326156009099868,0.369075841492004,0.293147903882671,0,0.0373797599418487,0,0,0,-0.156575571759194,0,0,0,0,-0.0579992581363716
BNB,0,0,0.0977135037247607,0,0.23506685949127,0,0.366675557905389,0,-6.93889390390723e-18,0.178238458858096,-0.00269534778798192,0,0,-0.252884644341574,0,-0.694236648208221,0,0,0.819295737333184,0.043472298899296
NEO,0,0,-0.24128656900562,0,0,0.441755408667147,0,0,0.0954395111659637,3.46944695195361e-18,0.342740368742439,0,0,0,0.185679322150927,0,0.491768723194064,0,-0.115969770412521,-0.0293024923597201
ETC,0,0.749186437223819,0,0,0,0,0,0.0127251992503751,-0.245098385000039,0,1.73472347597681e-18,0,0,0.327799195186613,0,0,0,0,0,0.00305299617363542
BV010082.Index,0.637133244827381,0.0857109160394551,0.169686191556666,0,0,0.0470738985690346,0.410334729048025,-0.396216528874948,0.471156706626456,0.253927550636966,-0.0209819050538243,-0.67797086010514,-0.778028173633377,0.192862260749575,-0.190603082557923,0,0,0,1.85014071170447,0.156428757136588
CVIX.Index,-0.198205439187808,0.266743930388322,0.0695006388526799,0,0.467245173011795,-0.293436764276978,0,0,0,0.0772480916406549,0,-0.684062299641984,0,0.289303055826268,0,0.00751843445706033,0,0,0.256633713511517,0.0974620322583582
DXY.Curncy,0.019390151569451,0,0,0,0,-0.0404125438909064,-0.00675368816841751,0,0.0235728095375956,-0.0126150827865544,0,0,0,0,0,-0.0412708443496795,0,0,0,-0.0186686981878045
SPX.Index,0.149528357399597,3.46944695195361e-18,-0.0920105241189195,-0.0855360910904193,-0.013697053956338,-0.0580320651204911,0,0.2049966214619,-0.0603231872106342,-0.0537538510450594,-0.0802471868026956,0,0.157334709410064,0,0,0.141901271571359,0.0350606509628261,0,0,-0.122114497062845
VIX.Index,2.71095208671016,0,-0.953586090386175,0.487821760974434,0,0,0.486587709326899,1.574921614534,2.77555756156289e-17,-0.490855617814904,-0.391011900360364,-0.864742459841301,0.32068121991405,-2.22241902035253,0.0969540988056973,0.245803235385142,1.26282346501015,0,-6.22358851794663,0
