,BTC,ETH,XRP,BCH,LTC,NEO,ADA,XLM,XMR,EOS,DASH,MIOTA,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.392672260043016,0,0.0380488061130132,0,0,0.00720859920407401,0.191679906928175,0,0.156647485016704,0,0,0,0,0,0,0,0.0500273896925682
ETH,0,0,0.0950531429044368,0.209225254145315,0,0.0644996651201513,0.163984247420016,0,0.0129338410136177,0,0,0.186625002610861,0,0,0.0124489783391207,0,0,0,0,0.0528747565329727
XRP,0,0,0,0.0827513765151134,0.372117963966944,0.14135561709682,0,0.349640614452641,-0.109868351261,0,-0.0100047253373827,-0.21401010849513,-0.110710769030448,0.225136178978623,0.105469026017559,0,0,0,0,0
BCH,0.0898780550844083,0.497603671839278,0.209521704467649,0,0.0364522020931214,0,0,0,-0.150939436041066,0,0.372614828869509,0.00666603098598086,0,0.247874055394369,-0.0796113184797632,0,0,0,0,-8.67361737988404e-19
LTC,0.776908126919759,0,0.224373475314854,0.555285722989339,0,-0.323197326379326,0,-0.585297242135045,0.292963547144054,-0.0819897020612857,0,6.93889390390723e-18,0.00923553463637763,-0.360180212038546,0.180900265309225,0,0,0,0,-0.111755265003662
NEO,0,0.575879157055222,-0.0800624655642092,0,0,0,0,0.0193706507931043,0.0820205241626981,0,0,0,-0.0837059527241496,0.144305054361848,0.181605480231289,0,-0.750246159913023,0,0,-0.0880507855302881
ADA,0,0.958227499050097,0,0,0,-0.285242014097319,0,-0.151952317506478,0,0.330924810592476,0.678366366717728,-2.77555756156289e-17,-0.150453306618561,-0.284198311646832,1.73472347597681e-18,0,-0.672630207906226,0,0,0
XLM,-0.18532916199232,0,0.456616059411595,0.38802137146809,-0.42739060789921,0.109061652383678,0,0,0.485030040826301,-0.0789539638961684,0.0082514693616732,0,0.380438613342307,-0.310556155213736,0.0402841181141874,0,0,0,0,-0.128056283016614
XMR,0.374705511380356,-0.754481523008487,0.136229014325869,0,0.681567516008102,1.73472347597681e-18,0,0.782330061044998,0,0,0,0,-0.563962938890545,0.593027897592309,-0.238980617991428,0,0,0,0,0.221243814001968
EOS,0.519395378989415,0.187707946540074,0.39510226573484,0,0,-0.0532232108840832,-0.225454575512862,0,-0.077363301520233,0,0,0.486188276586423,0.160407263146713,-0.155708772350409,0,0.524848808443505,-0.286512243280457,0,0,0
DASH,0.260272063988539,0,0,0.205298409657034,0,0,0.165970951125679,0,0.10971234845669,0,0,0,0.27079155596817,0.0527956161054544,-0.0621957847107345,0,0.543805687005713,0,0,-0.0789219448152503
MIOTA,0,0,0,-0.0914383780297466,-0.131641317220464,0,-0.052833130419576,0.104969592283126,4.33680868994202e-19,0.751224504449957,0,0,-0.165646356247533,0.522564994768876,0,-0.687285704058999,0,0,0,-0.205463311910508
XEM,0,0,-0.380733345026077,0,0,0,0.280446778443519,0.326374677777203,-0.259184674640828,0.308336475368747,0,0,0,0.339847052811466,0.0856475444079668,0,0,0,0,0.120861463219608
TRX,-0.195911790795396,0.545552628943384,-0.144504483922668,0.782392160036356,-0.2440107746268,0.0534622315873817,0,-0.405085834424993,0.358764063559706,0,-0.27038755208865,0.111261580901837,0.294072052332984,0,0.161629503720626,0,0,0,0,0.0694590047587958
ETC,0,0,0.780738297628207,0,0,0.183496868277767,0,0,-0.198443379441824,0.00369370496999472,0,0,0.0955992417538242,0.179495738771212,0,0,0,0,0,-0.140390807773127
BV010082.Index,0,0,0,0,0,0,0,0,0.0799296053101765,0.0427854936919714,0.0262079826069045,0,0.104446479350787,-0.174250150976333,0,0,0,0,0,-0.0300973153878573
CVIX.Index,0,0,0.0245905592391474,0.0923671685318259,0.0374988372466482,-0.120394142048661,0,0,-0.103269080665829,-0.112355642898438,0.287611006530864,0,-0.0730656590060339,-0.0556123048895354,-0.0370387523185363,0,0,0,0,0.0410050179320676
DXY.Curncy,-0.0207844595771996,0,0,0,-0.0200783848467031,0.00823944409900491,0.0299527458804138,-0.027010327676072,-0.0130885416463772,0.029797438272349,0.0285507774140794,0,0,-0.0213976254445974,1.0842021724855e-19,0,0,0,0,0.0214849794462477
SPX.Index,-0.0150157004102969,-0.120502845171203,0.0263797827661127,0,0,0.0442404094110426,0,-0.0949746738044826,0.083765326858719,0,0,0.0611822712001678,0.0693780047171231,-0.0483216686853063,-0.0176595229918333,0,-0.0507208049236891,0,0,-0.128972662519949
VIX.Index,0.346445432658728,-0.0641732724085337,0,0,-0.538765594392448,0,0,-0.78330835484839,0.547219796514054,0,0,-0.219038913489245,0.310596094519359,0.210327767553285,0.11104155700415,0,-0.397606676393384,0,-4.88178395442371,0
