,BTC,ETH,XRP,LTC,ETC,DASH,XMR,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.290672216300734,-0.0781140107500652,-0.0731162495878884,0,0,0,0.0936527212162126,-0.00230959947267053,0.213789407542806,-0.0882559322886663,0,0,-0.277354803054688
ETH,-0.0959783193856277,0,0.0421663206721186,0.252205099475262,-0.0911076403353445,-0.155494049992869,0.0231042797785081,0.178895035249246,0,0,-0.039680651478815,-0.0292155552156311,0,2.08585204584107,0,-0.163778430570043
XRP,0,0,0,0,0.150330751934558,-0.250541825293585,0.0465696036535225,0.197948732517408,0.177396054122953,0.084046773744564,0,-0.0279864454490422,0,0,0,0.149773783465881
LTC,0.402676440860345,0.0985593114553493,0,0,0.0457485005167025,0,0.0261979268156543,-0.0727024116872426,0,0,-0.0429352617412911,0,0,0,0,0
ETC,-1.29204276571723,-1.00463552382156,0.189858440053777,1.01445433158838,0,0,0.0564522900022869,0,-1.08806506688036,0,0.0344931720711715,1.53150131204474,0,0,0,-1.4037914364903
DASH,-1.93844945159507,-2.02470119682908,-0.401685701960995,0.639459091617006,-0.0903926433771776,0,0.089467152579969,0.263125594567498,-0.12304690545671,0,-0.272793207191033,0.561783283125868,2.71720040855261,9.14542973597634,0,-1.3371228468027
XMR,0,0.469744495259505,-0.124415432649105,2.61272417745938,0,0,0,-0.171332291653522,0.06002608671787,0.316355180765231,0.248338414855647,0,0,0,0,-0.206552340164133
XEM,0,1.15587457382996,0.514938867010623,-0.621992435205613,0,0.526064216876975,-0.00172521548815148,0,0.0168579672554793,0.243377972125425,0.021185969104602,0.649649249966703,3.46944695195361e-18,-11.5644217074332,5.05376543375356,0.164325467812431
DOGE,-0.934476489563407,-0.87853874493576,0.782154399564749,1.08857924342633,-0.592554579571286,0.106015796144349,-0.0174043972852702,0,0,0.574072279590355,-0.15864550818851,1.68114291276334,0,0,0,-0.648778705623892
XLM,0,0,0.223065430695224,-0.289462969515303,0.0603118822698799,-0.059286817176016,0.0746259473404447,-1.73472347597681e-18,0,0,0.0229576005950107,-0.160740470848234,0,0,0,0
DGB,-2.60598030124133,0.0740033966937993,0.817748789866859,0,-0.421539441273082,0,-0.0304016969215563,-0.407060199177275,-0.801808905418857,0.596751119897384,0,1.42572336333208,0,0,0,0
BV010082.Index,0,0,0,0,-0.0234793753266434,0,0.0316671054587789,0,0,-0.0846559293453982,0.0348803228273777,0,0,0,0,0
CVIX.Index,0,0.149486598471793,-0.0348614002403296,-0.147101638747051,-0.027068704119361,0.0810382180606354,0.0162103983017485,0,0,-0.0618701326479971,0.0345731738060341,0,0,0,0,0.213147223264238
DXY.Curncy,-0.0540096207804033,0.0965619503624245,0.030323553504961,0.0202087451898719,-0.00312932794426915,0.0385787676292598,0,-0.036255363978434,0.0127808624722629,0.0250279326615147,-0.0040522652798385,0.0863634551234401,-0.0518781142677474,0,0,0.00302118694992121
SPX.Index,0,0.0101726289614964,0,0,-0.0105040552341989,0.0182649619996841,0.000805170161255837,0.00490443193002846,-0.0024530473422879,0,0.0029358179326162,0.00184961243248637,-0.0340356446438652,0,0,-0.0509750234406282
VIX.Index,-1.818884640772,-0.539776513588958,0.188318200116624,0.844624660494489,-0.40993717298399,-0.0471789356430119,0.0166513773446796,-0.020834696425304,-0.399313650200272,0.18752187895504,-0.0302077964475423,1.07369111461248,0,1.73922432483506,-5.7670125525803,0
