,BTC,ETH,XRP,BCH,LTC,XEM,ETC,DASH,MIOTA,XMR,NEO,EOS,ZEC,XLM,DOGE,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.101024770944368,0.718134129629259,0.22293349911849,-1.25201838647551,0.791567143476973,0.025383758234434,-0.105572704590415,0.163734098306044,0.155647130390038,0,-0.142236590982149,0.315201348538177,0,0,0,0,0.467310398069181
ETH,-0.0617805297028323,0,0.802011124196063,0.0633565247116972,0.155398281072863,-0.0754465464902961,0.254695237583549,-0.0478505814101483,0.205030120140348,0,0,0,0,0,5.55111512312578e-17,0,0,0,0,0
XRP,0.316685823759592,0.963674245870215,0,-0.0858437692314411,-0.462592727793532,0.170423578091342,0,0,-0.0913868800661525,0.173159960456215,0.00660960372319558,0,-0.112514600803321,0.0509430978530288,-0.433473451601998,0,-0.324031536762164,0,0,0
BCH,0,0,0,0,-1.10695519129238,1.12666089446565,0,0,-0.60714629629555,0,0.0332533610767486,0.505971289779324,1.43127528470263,-1.26787968911374,0,0,0,0,0,0
LTC,0.173448296101721,0.0584318130973887,-0.340771591674109,-0.0046535575850702,0,-0.149030253271469,0.615381571934978,0.0478701509661727,0,0,0,0.149392152663586,0,0.186695741220715,0,0,-0.280968607655175,0,0,0
XEM,0.674294533542427,0,0.210554153781305,0.254442413188512,-0.0388354451436503,0,0,0,0.00650767506851975,0,0,0,0,0.639539112024008,-0.134008444800547,0,0,0,0,0
ETC,-0.335747947289278,0.0513138575986749,0.291360247624688,-0.00944605349173527,0.498373922821364,0,0,0.222677461467815,1.73472347597681e-18,0.107938887731943,0.156782408881756,0.0812612439329491,0,-0.101632671790596,0,0,0,0,0,0.575196423858927
DASH,0.134364245952609,0,0.239184880278258,0.0256148081719797,0.646884004562731,0.137415531400237,0,0,0.00918157877164124,0.228033832647794,0.0488830884567461,-0.0333977617848929,0,1.73472347597681e-18,-0.0556617930399893,0,0.76617409987623,0,0,-0.0380258311776937
MIOTA,0.163192637033329,0.822909914583753,0.148243869570223,0,-0.11001332836954,0.250777589575376,0,0,0,0,0,0,0.175916712917905,0,-0.64421040150877,0,0,0,0,0
XMR,-0.178532008745184,0,-0.022826536241288,0.014361776852456,0,-0.0211717170299999,0,0.782319951974231,0.0201835570357213,0,-0.0593346909324715,0.19539829051477,0,0.341447358090735,0,0,0,0,0,0
NEO,0.310406854294205,-0.138365353591926,0.052327143775486,0.0150698611242448,0,0.0350269313730716,0,0.427694293154248,-0.19924320883318,-0.473579706060691,0,0.426077960779605,0.876970163801909,0.184731025559484,-0.158954887351863,0,0,0,0,-0.949964137120908
EOS,0.0245940618012278,-0.292162590844305,0,0,-0.11498844412575,0,0.640348020607796,0,0.00875728096460889,0.167992714754025,0.033937992746037,0,0,0,0.644420761843381,0,0,0,0,0
ZEC,-0.0714435268095738,0.206084077575072,0,0.14398528171784,0.812851023768063,0,0,-0.697360702018057,0.248150681415633,0.390260764368501,0,0.00580009956384088,0,-0.0029142357448009,0,0,0.614404064350517,0,0,0
XLM,-0.103639254934041,0,0.227677904303131,0,0,0.307167634928667,0,-0.487950091996623,-0.306971209643045,0.722364249112613,0.436346214243764,-0.185437863487533,0.670375913848359,0,-0.216542697345904,0,0,0,0,0
DOGE,0.167700311416426,0.307707114994048,0,-0.0225653378842842,0,0.0346596160661259,0.0815851883763949,0,-0.141770838357855,0.109488785325433,0,0.323914686450789,-0.109740407829929,0.225976691431407,0,0,0,0,0,0
BV010082.Index,-0.00517069168803801,0,0.0158434448781848,1.0842021724855e-19,-0.0322052720069734,-0.0168563242661153,0.110526852860295,-0.059762212425159,0.0508978257460455,0.112211947048714,0,-0.143626702300892,-0.0240271098691736,-0.103904285955767,0.0895739034841908,0,0,0,0,-0.268400752863794
CVIX.Index,-0.0508876589963912,0.0308549949511903,0,-0.0148619115113978,-0.0105171074003118,-0.0211818950230173,0,0.00515638066586995,0.0376249584063,0.0189030138691758,-0.00581642551202504,0,-0.0757424463125006,0,0,0,0,0,0,0.452451780677482
DXY.Curncy,0.0177333823291748,0,0,0.00466449347558477,0,-0.0277735010951115,0,0,0.0254921423071635,0.00807292136687864,-0.00545852064367839,4.33680868994202e-19,-0.0319677543256678,0,0.018656450927771,0,0,0,0,0
SPX.Index,0,-0.00238528555445094,0,0.00202414696285498,0,0,0,0,0,0,0.00691148149226566,0,-0.00456851155735541,-0.00136199759011251,0,0,0,0,0,0
VIX.Index,0,0.221499155868762,-0.107730464441587,-0.0785720612366073,-0.191033188315476,-0.0167084634637296,0.201714672451879,-0.0802207742895735,0.0295045403086839,0,0,-0.0653573699348416,0.0736439022452644,-0.094928031472371,0,0,0,0,0,0
