,BTC,XRP,ETH,XLM,BCH,BSV,EOS,LTC,TRX,ADA,XMR,MIOTA,XEM,BNB,DASH,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.325754348263802,-0.201159893974777,0.0574822842515383,0,0,0.104781364788644,0.36296683478837,0.0920815031714838,0,0.170407506530304,0.026545720388665,-0.0993157900302523,0,0,0,0,-0.00223608344267918
XRP,0,0,0.264459316928853,0.0108223662698522,0.0230657939564885,-0.0406280620420741,0,0.174499662007728,0.00158898224977503,0.0975182178158664,-0.144458595567906,0,0.152831582796725,0.116339626020502,0,0,0,0,0,0
ETH,0,0.603845288386741,0,0,0.0123988508087703,0.0405112050005655,-0.0289184828087785,0.0348400835793204,0,0,0.427899151692939,0,0,0.0741014794821018,0,0.0688642207378891,0.342050434080634,0,0,0
XLM,0.631653226002801,0.0627119597204292,0,0,0.0740981165292243,-0.0712024897712959,0,0,0,0.16644591030043,-8.67361737988404e-19,0.273395765222144,0,0,0,0,0,0,0,0.0523279943335787
BCH,-3.25836049115599,0.578676340056996,0.0785166214701752,1.34022863068926,0,0.309002282606224,0,-0.0101925267801381,0,1.24497749962086,0,0.0843022270836225,0.435719060363421,0.361476103188622,-0.310743227826497,0,0,0,0,-0.114408859970051
BSV,2.89671733579823,-4.87389942079271,0.930089212254448,-1.71578362870824,1.57978182866194,0,0,1.28847434816121,0.324149516418523,0,0,0,-1.48506759589427,0,0,0,0,0,0,0.493925112975663
EOS,0.273744367052529,0.760285000166254,0,0.357976510524607,0,0.0490118502496622,0,0.0586502215135541,-0.512570032463843,0.129950220180188,-0.284628560567544,-0.306763089305173,-0.150851147294579,8.67361737988404e-19,0.73038456485015,0,0,0,0,0
LTC,0,0.268575233446035,0,0.178923026814098,-0.120178559858551,0.0966987172521094,0.190275305410081,0,0,0,-2.77555756156289e-17,0.290988692528251,0,0.0284091480037329,0,0.921009531749977,0,0,0,0
TRX,0.0481718874681344,0,0,0,-0.110650240081416,0.00844123057919592,0,0,0,0.59521574732595,0,0.260242870826342,0.237462640867436,0,0.0176106556375534,0,0,0,0,0
ADA,0,0,-0.313804475735598,0,0.30031931814112,-0.0770016894528765,0.0549926973687082,0.519480921829201,0.365993082852921,0,0.240974294134055,0,-0.246169487380824,-0.0684950588947069,0.248512861663817,0,0,0,0,0.0794638206198215
XMR,0.446235857066604,0,0.443665375746367,0,-0.154225675823444,0,-0.0715453958368404,0,0.0161487241352763,0,0,0,0.130468098525117,0,0.300357877439597,0,-0.411861912175065,0,0,-0.0616686568191069
MIOTA,0,0,0,0.488861295264438,0,0.0835627976442579,-0.0339461988738536,-0.122537455883878,0.288804989307876,0,0,0,0.215890183446462,-0.0161936381782852,0,0,0.12796867437808,0,0.383124254319348,0
XEM,0,0,0,0.312035958201346,0,-0.0526672380977875,0,0,0,0,0.398745385919721,0,0,0,0,0,0,0,0,0
BNB,0.349743436101809,0.388022653077718,1.93845560196878,-0.498445319787943,0.348645871847854,0,0,-0.80185984719963,0,-0.741440277502274,-0.259605127959547,0,-0.250632494347402,0,0.556612946587802,0,-4.14799379812606,0,0,0.394778849430041
DASH,-0.286988008902838,0,0.480811670315184,0,0,-0.00148159743124573,0.256392659041663,0,0.162826464996395,0.278071565243616,0,0,0,0.156358562300888,0,0,0.169447874391483,0,0,0
BV010082.Index,0,0,0.0440428809500985,-0.150467303026957,0,-0.00125744229192017,0,0.131774318444602,-0.0263140417690531,-0.0178707329116559,0,0,0,0.0802174614133312,-0.0810330266081633,0,0,0,0,-0.0474488444362626
CVIX.Index,-0.0685931179825506,-0.170163667500783,0.433609897599689,0,0.0414856812527519,0,0,-0.0796767835448325,0.0622496769760537,-0.0685127296880497,-0.124545930192029,-0.0319140455033132,-0.0171992610195005,-0.150264176394956,0.0545058595070908,0,0,0,0,0.0954401113683804
DXY.Curncy,0,0,0.0147422135147162,-0.0311118693416757,0.0158132853754366,-0.00393487735402402,0,0.0392180512703955,-0.0316192818635856,0,0,0,0.00399681748147008,-0.00080379024614691,0,0,0,0,0,0.00365332186300349
SPX.Index,0,0,0,0.0745421192341623,0,-0.00762354497313525,-0.0953084090515575,0.100129830926285,0,-0.0623522366833736,-0.00485323776413946,0.0199920140219895,-0.053974490862901,0.0190285794880523,0,0,0.187377198017213,0,0,-0.151386468477376
VIX.Index,0,0,-0.288217076853976,0.645986313703698,0,0.0529208839612061,-0.448035726279941,0,0,0.00765718148353541,-0.336805630068151,0.131539711269413,-0.47364958211767,-0.207758794695576,0.764250568773337,0,0,0,-3.72091885592875,0
