,BTC,ETH,XRP,BCH,LTC,BNB,EOS,BSV,XMR,XLM,ADA,TRX,LEO,DASH,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0598319449993756,0,-0.21567569372612,0,0.529115520182396,0,0.524291330965458,0.151130084024521,-0.0998216438013088,-0.156741138512615,0,-0.0481914007777466,0.341378416186551,0,0,0,0,0,0
ETH,0.160929143862144,0,0.231279779219255,0.21513301191628,0.016765752437803,-0.0529140403790119,0.145049734666378,0,0.0239759790443673,0,0,0,0.0305999941906817,0.304977859532281,0.0821289444731728,-0.0283077917511175,0,0,0,0.0355090185339879
XRP,-0.232735111606892,0.468868427497384,0,0.031337638626724,-0.218789781928195,-0.0488165877470068,0,-0.0820609346596135,0.0860175524981285,0.0899764299670839,0,0.57304264786757,0,0,0,-0.323166516858592,-0.0929038130338988,0,0,-0.025853670819444
BCH,0,0.250667228987859,0,0,0,0,0.138324406668284,0.202873393105363,0,0,0,0.154935530453053,-0.0249048926003761,0.15184259620645,0.0591924046610418,0,0,0,0,0.0294963385666363
LTC,0,0,0,0,0,-0.008573735939617,0,0,0,0.614556893080909,0.225465419737473,0,0,0.13772623763979,0.165719446511953,0,0.0594125323210752,0,0,0.0276540384198471
BNB,0.149331989371833,0.255619203360736,0,0.0332696181077858,0,0,0,0,0,0,0.141860176076153,0.0684970857364884,0,0,0,0,-0.0833646061409244,0,0,0.0152099305579865
EOS,0,0,0.00633655477099621,0.299478838478319,0,-0.126548748453304,0,0.167104910685573,0.240701656583499,0,0.410839316014768,0.0906948123447569,-0.205967263429977,0,0,0.0719655630194064,0.0962051579890628,0,0,-0.0659196106827287
BSV,0,0,0,0.571591880857093,0,-0.124094543720098,0.0375693555778427,0,0.147473183990728,0,0.0626684024704737,0.0397063751214655,0,0,-0.0815032561563925,0.128427597774386,0.183137044848676,0,0,-0.0241860723080941
XMR,0.455504035692303,0,0.0813342344715362,-0.241798630322069,0,0,0.565986048126709,0,0,-0.382670579219942,0,0,0.18950322583624,0.404714838444608,-0.203646011867965,-0.182157110617342,-0.119520108480031,0,0,0.00141947727510465
XLM,0,-0.230863075673694,0,0.372405227142659,0.485652953586765,0.063250578819128,-0.459258583624012,0.122114926922655,0,0,0.248627233539549,0.394795414351419,0,0,-0.268495117584013,0,-0.409532969673854,0,0,0.00510690006891831
ADA,-0.57905479715361,0,0.231586951748426,-0.170381751020873,0.592112394144635,0.22008319726197,0.430998099173699,0.112727975681723,0,0.141103971911089,0,0,0.143677720244124,0,0.0630715359761113,0,0.145278240602454,0,0,0
TRX,0,0,0,0,0,0.432080405778443,0.659074714403711,0,0,0,0.219798037389944,0,0,-0.16760783837621,0.168725225278925,0.0454976217922819,0.225764844925301,0,0,0.0284113726376791
LEO,0,0,0,0,0,0.0154098514579901,0,0.44581669611978,0.317042996934452,0,0,0,0,0,0,0.428678891139833,0.454988348218542,0,0,8.67361737988404e-19
DASH,0.0515892647971651,0.368374748619134,0,0,0.341001505955903,-0.221831865370931,-0.114998946804851,0.223964180413223,0.273462361800128,0,-0.229569822471758,0,0,0,-0.0739283572079187,0,0.0283678010305695,0,0,-0.0369179359416141
ETC,0,0.130230073077895,0,0,0,0,0,0,0.200638503959369,0,0,0.0952162299295798,0,0,0,0,0,0,0,-0.0510904548470449
BV010082.Index,0,0,-0.59709195798156,0,-8.67361737988404e-19,0,0,0,-0.235164769893196,0,-0.492055628963588,0.383554147217915,0.778320106650693,-0.0338155976342427,0.470847505365296,0,-0.0819165073327881,0,0,-0.0541997282265215
CVIX.Index,-0.0749956843968766,-3.46944695195361e-18,0,0.4393517973968,0,-0.24976282740516,0,0.103218234538633,-0.204122252911917,-0.547341823628022,0,0.365717396481516,0.199603488972077,0,-0.241669582400114,0.0679285591684808,0,0,0,0.0774398974057274
DXY.Curncy,0,0,0,0,0,0,0,0,-0.00386893970112512,-0.00997852556749182,0,0,0.0210996673034386,0,0.00545101835594578,0.0116982564134979,-0.0389811444434221,0,0,-0.000566337873714806
SPX.Index,0.0751426994483837,0,0.108887534750971,0.0381440102679272,0,0.030516222509328,0,-0.0298654596878404,-0.143604545420112,-0.0592300022318048,0,0,0.0421313696444638,0.0038313981250885,-0.0273982298621988,0.0758342723299425,-0.0531607255243903,0,0,-0.0860694486220909
VIX.Index,0.609155872861809,0,0.711190016553117,1.11506325324192,0.104113133474276,-0.172191850232806,0,0,-1.32774189839714,-0.033234755961138,-5.55111512312578e-17,0,-0.355036292359553,-0.219813640786513,-0.353610602955491,0.577009320039613,0,0,-7.31407862824823,0
