,BTC,ETH,BCH,XRP,LTC,MIOTA,ADA,DASH,XEM,BTG,XMR,EOS,NEO,XLM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,-0.0869462837361793,0,0,0,0,0,0,0.00407599167978355,0,0.25182332800515,0,0,0,0,0,0
ETH,0.145047967398932,0,-0.0952952668062771,0.103436075899353,0.415418040866284,0,0,0,-0.0447392268466821,0,0.297076597223819,0.0791855145980609,0.160441698274616,-0.228465417119311,0.264018598173218,0,0,0,0,0
BCH,-0.193674109387707,0,0,-0.0794094594914359,0.0765262300186419,0.0393414499514278,0.0668001949135221,0,0,0.700744419140663,0.458228415427611,0.0207746116399654,0,-0.508767077941505,0.441048757418252,0,0,0,0,0
XRP,0,0,6.93889390390723e-18,0,0,0,0.0432391316080287,0,0.158881705703875,0,0,0.164024728305649,0,0,0,0,0,0,0,0
LTC,0.21736725939339,1.17397954968647,0,-0.0965287190237241,0,0.0374149124842389,-0.183894874903192,0.198818141443996,0.221600876684,0,-0.486069274010925,-0.125158599300683,0.0631519664918328,0.499143018663335,0,0,0,0,0,0
MIOTA,0,0,0.56663308133263,-0.0109811717444589,0,0,-0.318147415495702,0,0.177532036701325,-0.879627231128997,0,-0.157760976416707,0,0.668591783630791,0.33005754519091,0,0,0,0,-0.241830591636728
ADA,0,0,0,0.156268416359325,0,0,0,0,0.138425179698804,0,0,0.146125932320399,0,0,0,0,0,0,0,0
DASH,0,0,0.112985018885033,-8.67361737988404e-19,0.1860848032919,-0.114725507249343,0.0369587530585292,0,0.0155933630742059,0.227977144633147,0.29610544162833,-0.111543135530191,0,-0.0401141921982124,0.0834827210616993,0,0,0,0,0
XEM,0.349872987103509,0,0,0.188136317497685,-0.47800975231941,0.325543579757878,0,0,0,0,0,0.443842931344939,0,0,1.27755659871848,0,0,0,0,0
BTG,-0.0715665543558649,0,0.493167264391066,0.0325769280375762,-0.060717824616976,-0.0560396457803398,0,0.388703902711932,0.034739334264209,0,-0.172220048892641,0.00312467507273386,-0.053483816723457,0.135237555169764,0,0,0,0,0,0.310874760677362
XMR,0.307638526236842,0,0.129068722469915,-0.0132810539205892,0.00116913971814708,0,0,0.212101911429094,0,0,0,0.098402604912969,0.242968735781359,0.0602938510372136,0,0,0,0,0,0
EOS,0.179903177369201,0,0.345762748171589,0,0.242144657994593,-0.018808069331836,0,0,0,0,0.0146299042127158,0,-0.222401213239591,0.538428177269002,0,0,0,0,0,0
NEO,0.161920350654747,0,0.0607530861162345,0.105935487778204,0.150263494042578,-0.258331406807285,0.00204725813909994,0,0,0,0.240239780902309,1.73472347597681e-18,0,-0.0595952563620038,0.480652393201983,0,0,0,0,0
XLM,-0.0833669694479985,-0.452666149455811,0,0.090510536968721,0.388058530001167,0.0665833779695356,0.390537130640892,-0.519285156498268,-0.0227186456286173,0,0.997053918212121,0.0628813771361165,0,0,0,0,0,0,0,0
ETC,-0.0532713552213433,0.0470923541719198,0.121247652649839,0.0967160720023862,0,0.0438686647192679,0,0.211718688088256,0.110654563915765,0,0.162756184077316,0,0,-0.0225219131547884,0,0,0,0,0,0
BV010082.Index,-0.0404591655035939,0,0,-0.0313773559576792,0,0.0126992314479792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0.0228005594064911,0.0344510389706946,0.0183117301918231,0,-0.0281862182643442,0.00880236299067951,0.00679376747198598,-0.0267483581751708,0.0198399631736578,0,0.0899729377733802,-0.016943789606672,0,0,-0.0717969802171161,-0.245659139112646,0,0,0,-0.116050615948841
DXY.Curncy,0.00538384681563696,0,0,-0.00458051255134347,0.0038846584757583,0.0033589926354261,-0.00202881972940952,0.00566217651581054,0.000636529805323178,-0.0091566256972266,0,-0.00489093054407915,0,-2.71050543121376e-20,0.00471979732010865,0,0,0,0,-0.0206553325265476
SPX.Index,-0.00490136771059634,0.0135804075742553,0,-2.71050543121376e-20,0,0.00511692554342442,0.0059229722449103,0.00167952916332892,0,0,0,0.00113790463264686,0,-0.00443337461543621,0,0,0,0,0,-0.0273602136625343
VIX.Index,0,0,0,0.0587763188109438,-0.124560419821014,0,-0.138919684102481,0,-0.0394512706368506,0.169193437548552,0,0.0556633800083723,0.124027844061667,0,0,0,0,0,0,0
