,BTC,ETH,LTC,XRP,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.104922276045186,-0.13731573610722,0,-0.112756005808464,0,-0.0967304830599415,0,-0.042791619658898,0.126850211946174,-0.00155851663072731,0.137665426627032,0,0,0,0,0
ETH,0,0,-0.0850205247343016,0,0.120626739472167,-0.126053109376194,0,0,0,-0.0185250011161412,-0.0488563567729603,0.186389737183729,0,0,0,0,0,0
LTC,0.812335391683029,0,0,-0.0380066899572977,0.0373808614852693,0.246506106904572,-0.469790903048893,-0.10926179521368,0.474579569093376,0,0.032660292303734,-0.196243404218166,0,-0.533240253891507,0.5406176730515,0,0,0.144515123845331
XRP,0,0,0,0,-0.0597226315032711,0.00903815252915672,0.0123497814979931,0,-0.206837561104916,0.139040389109222,0.007742679018949,-0.0191037715432159,0.179822738852153,-0.284999117353747,-0.269760015981997,0,0,-0.0414001547309711
XMR,0,0,0.108269509750838,0.0544511037214711,0,0,0,0.313814371906007,0,0.0438017426522346,0.0606770148675652,-0.0617300902560968,0.385754481802556,0,-0.360316153545629,0,0,0.139369567841418
ETC,0,0.413398483779111,0.116342554476835,-1.37398802452203,0,0,1.36428446232809,-0.148439431072087,0,0.0706790306560427,0.0784156344322664,0.113256541332044,0,1.34477734446107,0,0,0,0
DASH,0,-0.373240707288294,0,0,0,0.383358724986839,0,0.287085953115184,0,0.0644051797873124,0,-0.026495895880543,-0.104343353530241,-0.840516284585676,0.482015363484813,0,0,0
XEM,-1.86675729702674,0,6.93889390390723e-18,0,-0.145478570176471,0.0642524150939439,0.174140180691098,0,0,0.0427760385472971,0.472704118509924,-0.0923484394935314,0.532480437153246,0,0.367250806786057,-1.13510143586629,0,-0.336814500439378
DOGE,0.158683339137184,0,0.31437126877942,0,-0.122304363806741,0,0.0588710761382035,0,0,0.0195177867165315,-0.0337357553982486,0.0825448549709061,0,0.0926692662871323,0,0,0,-0.276915530028446
XLM,-1.34462082628039,0.104566317649577,0,0.484459125125948,0.553946103238777,0,0.267104116247929,0.472857966580295,1.51024193226875,0,0.201225877918055,0.371767702166696,0,0,0.341157156399409,0,-7.9059584890181,0.488768851424256
ZEC,1.50645140317338,0,0.202794380655822,0.727626977898519,0.369042085907063,0.0677578446310346,0.316818192764071,0.327437201372536,0,-0.0227828272030484,0,0.143755925182237,0.314981982084055,0,0,0,0,0
NEO,0,0.510701132009322,-0.372774092809257,0.788148760519817,-0.205502622645152,0.941657455232706,-0.902392452968512,-0.509237479167441,0,0.0384587411181429,0.148084741937212,0,0.335614661862016,-1.62250487690379,0.785292993611887,0,0,-0.57329264224889
DGB,1.35689682667378,0.557854667781345,0.43980020550043,0,0.0575895253559406,0.206215367581591,0.120609081487008,0,0,0.027921778056707,-0.0969067488599875,0,0,0,0.65795218502145,0,0,0.263267092255717
BV010082.Index,0,0,0,0,0.0324629197801865,0.223625727916241,-0.414391389280002,1.73472347597681e-18,0.0320103912124777,0.0461747116927983,-0.0150281619207781,-0.0695202910087782,0.0393409128885057,0,-0.236057013657767,0,0,0
CVIX.Index,0,0,0.255126153238455,0,0.0632298951945429,-0.0668592331494976,0.36654881156754,0.072131237177363,-0.180335377432442,0,-0.0822544136765444,0.101607432260135,-0.0288544573428209,0,0,0,0,0
DXY.Curncy,0,0,0.00392637995537163,0,0,0,0,-0.0136119428452713,0,0.018140788184835,-0.00103566697960704,-0.000287461683292126,0.0101625988488107,0,0.0503013636292511,0,0,-0.062017513530409
SPX.Index,0,0,0,0,0.00945141574016777,0,0,0,0,-0.0172484949262427,0.000325858229452287,0.016293724318223,0.00646295278034647,0,0,0,0,0
VIX.Index,0,0.393362246774466,0.228099329929631,0.602304388401918,0.00909207926196015,0.23472088804248,0,-0.188652979249804,-0.26651708710352,0.177005509631057,0,-0.107098982113381,0.171126025830803,0.189656286952624,-0.48388691963864,0,0,0
