,BTC,ETH,BCH,XRP,LTC,XEM,DASH,MIOTA,XMR,ETC,NEO,ZEC,EOS,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.244635412006012,-0.0528075958602676,0,0,6.93889390390723e-18,0.0936174766675995,0.230971345433856,0.0282592163640749,0.253714367564096,0,-0.197143468648812,0,-0.134204695583455,0.124884008942885,0,0,0,0,0.107693500945403
ETH,0,0,-0.04599724753411,0,0.0582361998362673,0.0606571926001195,0.0676107768665011,0.0710425665041143,-0.0489919390638486,0,-0.181317776591166,0,0,0,8.67361737988404e-19,0,0.470441575175985,0,0,3.46944695195361e-18
BCH,0,-2.15476755561537,0,-0.196710776735719,0.741799620094245,0,0.957862796031589,0,0.0450738741303782,0.020775353507424,-0.487471629639468,-1.12101739872031,-0.0497458001159657,0,0,0,0,0,0,0.0469590609745657
XRP,0,-1.18245720035687,0,0,0.892504998887872,0,0.675683943980908,-0.0195287384781828,-0.0333203875010375,-0.709223677298552,0.107054660394874,-0.817916619936836,0,1.24217304660823,0,0,0.956318341011574,0,0,-0.0992553219038803
LTC,0,0.411270294146569,0.115074742982119,0.541592745902283,0,0.158188571526335,-0.661950481401236,0,-0.158203840827246,0.670010507035316,0.0202333736532618,0.910710707504592,0,-0.614685662711381,-0.0406521298738442,0,0,0,0,0
XEM,0,0,-0.0587969955280766,0.241626624766954,0,0,0.466874809742724,0,-0.45168990214774,-0.139766837295991,-0.0278114128681764,0,0.530739788277121,0.544263974068452,-0.0896358968899103,0,0,0,0,0.240908873829988
DASH,0,0.329406875831433,0.108755488216338,0.247095936246709,-0.133679457519828,0,0,0.136398673686033,-0.123333994361204,0,-0.0661212301650884,1.25901435483697,-0.224533039382787,-0.381525003729187,-0.0574416291954828,0,0,0,0,-0.137796226676667
MIOTA,0,0,-0.290888615089447,-0.0477109113535529,0.0428835936728106,0,0.40439025864462,0,0.0440173087753213,0,0.465026309009363,0,0,0,0.0253429895084533,0,0,0,0,0.133327675182681
XMR,0,0,0.0516321119047696,0.706322250309799,-0.0890644782859559,-0.714204441145528,0.497120260578878,0,0,0,0.0493750588379159,0.684490386801426,0,0,-0.13246568649015,0,0,0,0,0.0461635695251391
ETC,0,0.118271669142257,0.00354165948837152,-0.0491317452923956,0.348851197459827,0.0827770884028846,0.0340074522256392,0,0,0,-0.00936181722463262,0,0,0,0,0,0,0,0,-0.0519293231169091
NEO,-0.0799497986741403,-1.1275699985404,-0.0717543140232388,0.0779794489690176,0.545133202910139,0.611821710347715,6.93889390390723e-18,0.248661757866238,0.198509118410997,0,0,-0.320082959404501,-0.493879518913447,-0.415782549552655,-0.224527378824339,0,0,0,0,-0.324168574638307
ZEC,-0.216751979214782,-0.103023599191874,0,-0.382768376145244,0.194103757480843,-0.176809445570922,0.604642257010854,0,0.202328786819183,0,-0.0218393189512713,0,0.301635565860642,0.231545704739657,-0.128090760694787,0,0,0,0,0
EOS,0,0,-0.0466569634954531,-0.0572187129679092,0,0,0,-0.0926130515730541,0.0906261044923017,0,0,0,0,0,0.208251934568812,0,0,0,0,-0.0163659244325972
XLM,-0.121630191318886,-0.239424679324851,-0.023266858064452,0.340146049289402,-0.39234489291974,0.271227813386156,-0.171729684497577,0,0.131094177380559,0.592151802414615,-0.227035790316886,0,-0.239523522473302,0,0,0,-0.0558816402310131,0,0,-0.0625160880755847
BAT,0,0,-0.028320997649883,0,0.366994108544963,0.411182012626998,0.0528291185364245,-0.0267042277433226,0.0443763482321672,0.170530771239609,0,0,0,0,0,0,0,0,0,-0.383682084512045
BV010082.Index,0,0,-0.00544788687967228,0.00999694901506423,0,0.0139962615249971,0,-0.00879483196612576,0.00954440076534096,0,0,0.045355129447406,0.0974182836810041,0,0,0,0,0,0,0
CVIX.Index,0.243087791994089,0.103934206258994,-0.0165749066184175,0.053336368869192,0.0237157880072277,0.0398166821271304,0,-0.0212208328275474,0.00412605246693763,0,0.0406119262172555,0.0295114523156288,0,-3.46944695195361e-18,0.032702257888406,-0.638140028514572,0,0,0,0.0968053433058316
DXY.Curncy,-0.0427591348983753,0,-0.00035362736394931,0.00118213295093446,0.00275599355733746,0,-0.0198652008743231,0.0163216657276002,-0.0054290246224974,0,0.010905626762164,0,0.0288739500620309,0.0190448968136467,-0.000728209179914027,0,0,0,0,0
SPX.Index,0,0,-0.00450899005082789,0.00420426831516438,0,-0.0198795655720822,-0.00448394712609812,0,-0.013033875990498,0.00497114186084058,-0.00137403693312262,0,0.0280433174930816,0.0120006195962546,0.000817889000631282,0,0,0,0,-0.0416223526131386
VIX.Index,0,0,0,0.149734694914642,0.161562259134604,0,-0.0646975924616334,0.324874459779903,0,0,-0.514340430390939,0,-0.343229755644648,0,0,0,1.91107226339649,0,0,0
