,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,ETC,MIOTA,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.888404661436978,0.305693370617611,0,0,-0.00384976844487268,0.10483163521356,0.0916770833402455,-0.440881213519039,0.240110972101892,-0.0817411748271575,0.0718876742033975,0.241348548698628,1.20245360306852,0,0,0,0.169047842413162
ETH,0,0,0.125107344002005,0,-0.203493468582518,0,0,-0.0365323259977473,-0.0662087588756984,0.179414247934047,0.143380572686773,0.215290979610361,0.119810108750864,0.0597011223578057,0.0243816138200537,0,0,0,0,-0.0587127631222384
BCH,0,0.647705866913482,0,0,1.21195362044294,-0.950811264277593,0.217882948879129,-0.236758236117196,0,0.132227154761569,0.503467411939252,-0.572609513563465,-0.582230596787219,-0.178774466928745,0.202567442486317,0,0,0,0,-0.533750851490811
XRP,0,0,0.0599348907878152,0,0.315645263039197,-0.201924592821585,-0.0199959377419791,0.0868594413241078,0.108759368106029,0.0325847618356509,0,-0.000603487201138989,0.110707258672667,0.0898254884524222,0,0,0,0,0,0
LTC,0.124312526499271,0,0.18445833837223,0,0,0.177740449155979,-0.185162938214549,0.106666863696576,0,0.0963549555988894,0.0587491820589786,0.144876635785616,0.05732083801347,1.72468819908133e-05,-0.0483062914667235,0,0,0,0,0.14580328452841
DASH,0,0,-0.189361071297914,0,0.228688367430673,0,0.126533846898811,0.0378851762379,0.0916802221220521,0.0664519895739907,0.176245212968545,-0.0282288988467445,0.0583457711513577,-0.0409808656771742,0.137868638646183,0,0,0,0,-0.228713698994359
NEO,-0.753954445344361,0,0,-0.449718609925175,0,0,0,0,0,0.133218906060297,0,0.2285761765236,0.467987652916565,0.119740030138055,0.284825709078826,0,0,0,0,0
XEM,0,0,-6.93889390390723e-18,0.567330320967737,0,-0.30545041390668,0.370984103591832,0,0,-0.0423646787116479,0.329160374373871,0.0500254396055474,0,0,-0.119686761453437,0,0.267419186461612,0,0,-0.395099375537949
XMR,0,0,-0.0604431088660834,0,-0.146780008971436,0,0,0,0,0.192712642753595,0.143015049177182,0.102019773546727,0,-0.003097953721138,0.126598112257534,0,0,0,0,-0.146716132942777
ETC,0,0,0.203689856205863,0,0,0,0,0.100042589101621,0,0,0,0.0866489460092899,0,0,0.0320675786659487,0,0.474733685263626,0,0,0.182557772005213
MIOTA,-0.428443139334178,0,0.208769624749165,0,0,0.775269290474059,0.649399887159834,0,0.432997998416013,-0.175149756503696,0,0.107428803951146,-0.324750415793994,0.156104547657976,0.0583232998554846,0,-0.135847788582464,0,0,0.236468546915042
ADA,0.107285922077785,2.31301451804229,-0.715666999024473,0.0493402359208981,0.834246427832475,-0.142949730086282,0,0.161960198592049,0.227263645826265,-0.313700025187699,0,0,0,-0.320957418418967,-0.0337570575152574,0,0,0,0,0.0930281873167789
ZEC,0,2.53487261639197,-0.281866146027812,-0.568528480603461,1.46155530072993,-0.511240014221528,0.283495299225658,-0.0912880178859352,0.197042079782394,-0.315203275142101,0,-0.704176672418515,0,-0.139246002701502,-0.123373520080455,0,0.400654590137376,0,0,0.0858692039357451
XLM,0,0,0.0739316407974421,1.18252742287846,0,0,0,0,0,0,0.491363582534625,0,0,0,0.176765693247555,0,0,0,0,0
EOS,1.23134212012095,0,1.25287903563472,0,-0.546184702972166,1.24842020860805,0.390017724479981,-0.0671603437242886,-0.0425998922091885,-0.0680073864357056,-0.0712662614091697,0,-0.351692869049397,0.168486615484783,0,0,0,0,0,0.614334857178629
BV010082.Index,0.15576955214373,0,0.0712889968907836,0.0812566992444015,0,-0.00591235046689492,0,0.00867887604185834,0.0128498196401495,-0.0279641919631667,0,-0.0491053682773738,0.0664505115566134,0.0532952722519704,-0.044039594958909,0,-0.0980848608878273,0,0,-0.00222135818915182
CVIX.Index,0.361253249133657,-1.87951889427022,0.390502307393057,0.464914124348124,-1.05427106973196,0.464061231649661,-0.248960448001873,0.0835229341858346,-0.137745552604668,0.254358044486107,0.113137951559388,0.473785839081784,0.571536141288647,0.21480388271387,-0.0231082423938674,-1.96494386284062,0,0,0,0
DXY.Curncy,-0.00188920039997948,0,0.0197171525714028,0,-0.0112832638037385,0,0.0075574829209791,0.0221278886835138,0,-0.0147250966539047,0,0,-0.00646337139652408,0.00849050908773477,-0.00466198944759885,0,0.0176224596821609,0,0,-0.0121485612260766
SPX.Index,0,0,0.00255587999791671,0,0,0,0,0.0066107833626427,-0.00206948964257671,0,0.0160795179777666,0.00275264509924041,-0.0400779988430603,-0.000845190168218738,0,0,0,0,0,-0.0477871171867546
VIX.Index,0.0670930091526342,0,-0.682732575298982,0,0.484698080886715,-0.84314737918035,-0.307403266416324,-0.772630293587194,0,0.109150976661938,0.834273889824593,0,0.125176945147972,0,0.262523009675802,0,0,0,0,0
