,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0830171861830845,0,0,-0.000988795483570592,0.20522478890996,0,-0.0535769553533098,0.0799002480774973,0.109110153238612,-8.67361737988404e-19,0,0,0.162630368349085,0.036516938572526,0,0,0,0,-0.0339129941618702
ETH,0.824864934875285,0,0.473743840140333,0.0415034370519662,0.00851935302499566,0,0,-0.0437734267234805,0,-0.0153815253384459,-0.0416806280221871,0.119574118045132,-0.203332773240878,6.93889390390723e-18,0.0237184013065458,0,0.145693427915667,0,0,-0.0859632595140349
XRP,0,0.250902752966314,0,0,0,0,0.110434698278108,0.0439296534447997,0.0662181505796531,0,0.108639872524187,0.0443557858052215,0.278830125743498,0.0356588173074635,0,0,0,0,0,-0.0663900755204379
BCH,0,0,0,0,-0.0933100080866479,0,0.0933305852844464,0.306740656726571,0.13587721248263,0,0.236839420076584,0,0,-1.38777878078145e-17,0,0,0,0,0,0
EOS,-3.92768770555813,-2.22044604925031e-16,0,0.27169648580268,0,0,1.83375979592497,-0.130837237632117,-0.448468563174146,-0.534661169971599,1.17377393251316,0,0.893344233753948,0,-0.130534150156643,0,3.1077965203955,0,0,0.163254500452429
LTC,0,0,0,0.0171996315621266,0,0,0,0.128630522314355,0.0586067241436219,0,0.0689658000930014,0.302540851185265,0.222146177929617,0,0.0256040793943597,0,0,0,0,-0.0212056115656018
ADA,0,0,0.189511281480687,0.203709658980461,0.0726246553249367,0,0,0.217659038297226,0.134394531341852,0.237905300650671,-0.0893367188429778,0,0.0794847214386557,0.00258140696562917,0,0,0,0,0,0
XLM,0,2.16840434497101e-19,0.155984285607454,0,0,0,0.289806826493801,0,-3.46944695195361e-18,0,0.45861001582809,0,0,0,0.00315250742604251,0,0,0,0,-0.116032213689078
MIOTA,0,0,0,0,0,0,0.414636497999164,0,0,0,0,0,0,0,0.360175645751552,0,0,0,0,0
TRX,0,0,0,-1.38777878078145e-17,0.108062811302264,0,0.0539951970198909,0.353277711559879,-0.137376959290585,0,0.361862352844239,-0.424501765057719,-0.161127890714266,0.581247260256442,0.0187758765135214,0,-0.211557463345767,0,0,0
NEO,0,0.198848477902233,0,0.0199408979676309,0.0957655765256902,0,0.0225988080535153,0.131895813259823,0.0909298589631588,0.105452105849215,0,0.372837251044618,0.0664234897819886,-3.46944695195361e-18,0,0,0,0,0,0.0964600677789586
DASH,0,0.295679015512326,0,0,0,0,0.023266263281902,0,0.0776228108138699,0,0.164526962734304,0,0.15821124271952,0.131733218250522,0,0,0,0,0,0.0636854616804719
XMR,0,-0.296307498749477,0.696759517535621,0,0.0268940530262329,0,0,-0.0374225316960864,0,0,-0.0924806742843875,0.351396735397325,0,0.204452193428733,0,0,-3.35210989212339e-05,0,0,0
XEM,0,0.369500183719981,0,-0.0800823256407242,6.93889390390723e-18,0,0.160094229993973,0.0843811417240956,-4.33680868994202e-19,0.132035391071751,0.083443847157403,0,0,0,0.25819736565567,0,0,0,0,0
ETC,0,0.159741068237727,0,0,0,0.47377510838799,0.145357845979068,0.186929571966106,0.0233801928469664,0,0.0676362389625771,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0225399380845161,0,0.0503823578447757,0.0256570107879578,-0.0265344236448551,0,-0.0468737736708437,0,0,-0.00912402637501087,0.0649142008086074,0.0369165798467031,-0.01461172680105,-0.00721132822192568,0,0,0,0,-0.0689871222858129
CVIX.Index,0.612875537189426,0,0,0.0113113546644697,0.0580214336149458,0,-0.226948993423351,-0.0607458643669708,0.0873879161293675,0,0.0100535901674214,0,8.67361737988404e-19,-0.11791268670302,0.058572505828096,0,0,0,0,0.131088223643676
DXY.Curncy,0,0,0,0.00512281845205693,0.0122105777369274,0,-0.00642483374840611,0,0.0127512736866699,0,-0.00545542985215023,0,0,0,0,0,0.0115850063270864,0,0,0
SPX.Index,0,0,0,0.0125756657321094,-0.00147588261791335,-0.0157354556437224,-0.0329571501381267,-0.0430364989673038,0.00470901491020761,0.0121378421267602,0.0232958242642354,0.0323134097229061,0.00741668258140779,0,0,0,-0.0654369106211313,0,0,-0.143898657636142
VIX.Index,0,0.179969787001002,0.121615475270466,0.0869110772811315,0.0766334855195903,-0.276776583900448,-0.403169366976617,-0.333999230832604,0.105703757341257,0.110393040082512,0.0667112157685428,0.398436690180678,-0.129525827317195,0,-3.46944695195361e-18,-0.510920760775286,-0.929798404635126,0,-5.99578733657262,0
