,BTC,ETH,BCH,XRP,LTC,DASH,XEM,MIOTA,XMR,ETC,NEO,ZEC,EOS,BAT,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.00884943285503139,0.467604319570591,0,-0.0553799442112995,-0.0714145753742631,0.00630175328946595,0,0.0700927866452297,0.087212534168132,0.191409590112146,0,0,0,0,0.0067372205114809
ETH,0,0,0,0,2.77555756156289e-17,0,0.342630921925929,0.145572633529012,0.1204995011482,0,0.0430365502017174,0.207615739384811,-0.0049982276381427,0.0155781659454716,0.0444863122870927,0,0.159924166707379,0,0,0
BCH,0,0,0,0,0.141761040504289,-0.480264120158593,0.635413630412196,0,0.467858044984849,8.67361737988404e-19,0.260059845134711,0,0.0482442622960221,-0.335384422221686,0,0,0,0,0,0
XRP,0,0.0961802931184849,0,0,0.160289901729389,0.099603311714424,0.0708155061037185,0,0.103150325985405,0,0.0119560543944764,0.0646213505861878,0,0.0253795280137478,0,0,0,0,0,0.0676533559500423
LTC,0,-0.105476498117092,0,0,0,0.0406167491325729,0.182966029892365,-0.0162026687219165,0,0.726351351304268,0.0674638952914735,0,0,0.15822211562935,-0.0830179660189545,0,0,0,0,0.0735184271512956
DASH,0,0,0.429619330809574,0,0,0,0.206711186037607,-0.146756091259664,0,5.55111512312578e-17,-0.244603850365395,0,0.254196647653102,0.432730805526972,-0.100834229663707,0,0,0,0,-0.199898463854011
XEM,1.17288290195564,0,0.0682577370023403,0,0,0.138788209908671,0,-0.168630748591607,0.24750917256735,0.0250855413167999,-0.0974434649075357,0.0848296928679027,0,0,0,0,0,0,0,0
MIOTA,0,0,0.157323188894137,0,0,-0.226261657504645,-0.173216984171429,0,0,0.369407569860629,-0.489662072205008,0.146231959207834,0.5446029348817,0.217612970778859,0.67417591677008,0,0,0,0,0
XMR,0,-2.77555756156289e-17,0,0.417543361410014,0.216738431848302,0,0,-0.126179264595931,0,0.131343905200649,0,0.144784959345768,0.127629748050214,0,0.0593890937698306,-0.563496796028797,0,0,0,-0.18141805903585
ETC,0,0,0.142212326419627,0,0.779336283388363,0,0,0,-0.0845573390268753,0,-0.136529607791242,-0.076667267502932,-0.00327926092423958,-0.0126112338369229,0.394004665154527,0,-0.606698206648972,0,0,0
NEO,0,0,0.918111710487626,0,0,-0.519825335661312,-0.490584038276879,-1.1259866293087,0,-0.597610358769795,0,1.00732145047562,0.609962635626133,0.793156389920394,0.748225428199158,0,0,0,0,-0.28917689778573
ZEC,0,0.977517896849999,-0.0732760630810016,0,0,0,0,0,-0.0353311734233561,0,0.167915485594424,0,0.14444237442551,-0.16910477898399,-0.22064364303918,0.78928147289703,-0.852908669411357,0,0,0.516274092877728
EOS,0,0.0986476481223861,0,0,0,0,0,0.726770227767344,0.197626102578986,-0.654993234850725,0.225176950747825,0.831551946406142,0,-0.0184866040265947,-0.199014922165491,0,0,0,0,0
BAT,0,0,-0.634451425283157,0,0.498838410380596,0.719683760663457,0.122311549304273,0.685211573976417,0,0,0.726277024815504,-0.994212385721176,0,0,-0.379903385903741,0.0226191271173873,0,0,0,0.452919667111752
XLM,0.359302419385843,0,-0.40947222707166,0,0,-0.323437712392819,0.111656297455764,0.525527857747971,0,0.407655942511837,0.395569175688999,0.261127101052531,-0.239628974817326,-0.041057628210057,0,0,0,0,0,0
BV010082.Index,0,0,0,0.00701925062435554,0,-0.0533965736328057,0.065249194467101,0.0602880290871591,-0.0154175111414339,0.00890563632332332,0.0441549406055818,0.0381638086882196,-0.0660183667423225,0.0476413886804123,-0.127466525104331,0,0,1.15034899358391,0,-0.0882935642376622
CVIX.Index,0,0.66491984814761,0,-0.389712907262544,0,0.0687533991549988,-0.10107358785944,-0.0115960035301353,0.0154229751951887,-0.119649677487509,0.0941071827415525,-0.348257973985127,-0.027645191405138,-0.0501288689772812,0,0,0,0,0,0.241032810786679
DXY.Curncy,0,0.0208058564602848,0.0014871291415467,0,0,-0.0174608227001804,0,0,-0.0248310683380359,0,0,0,0.0192292833501184,-0.0182159424348177,0,0.205652732956859,0.015216397250408,0,0,0
SPX.Index,0,0.0106710465135961,0.0123507978818121,0,-0.000894633704700929,-0.0124098891006281,0,-0.000239134923066611,0,0,0.00319014335714939,-0.0203149331062956,0,5.42101086242752e-20,0,0.0267232266767555,0.0127618517949052,0,0,-0.0342674891831441
VIX.Index,0,0,0.115564506995244,0,0,0.0223604682656969,-0.0718704007493973,0,0,0,0,0.565434895943122,-0.390358437223636,0,0,0,0.63963091851433,0,0,0
