,BTC,ETH,XRP,BCH,XEM,LTC,MIOTA,DASH,ETC,NEO,XMR,EOS,ZEC,XLM,DOGE,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0770864576274577,0,-0.173521392773754,0.433331676046371,0.44312677897701,0,0.689839518146635,0,0.0148766998172631,0,0.279529685970772,0,-0.349038900026333,0,0,0,0,0,0
ETH,0.0224339644971831,0,0.433362999575232,0,-0.00352214597968213,0.172714750827622,0.0460259970229304,0,0,0.102325485241602,0,-0.107206616504186,0.417676698512097,-0.0262009901683336,0,0,0,0,0,0
XRP,0.155228035081716,0.488861476447156,0,0.000245749322180129,0.0176141231009134,0,0,0,0.0144993449909272,-0.0799792471834471,-0.0769960207363534,0.0951255020478112,0,0.0757103811399358,-8.67361737988404e-19,0,0,0,0,-0.153646558065924
BCH,0,0,0,0,1.10022082587052,-1.01587336941328,-0.502930729322939,0,0,0,0,0.617211640550777,1.32226358850463,-1.32467508857848,0,0,0,0,0,-0.64816141358183
XEM,0.265748597914215,0,0,0.112264759727399,0,0.243253791001929,0.288203317895902,0.176586548989155,0,0.0685202904007457,0.18840772623743,0,-0.433506575077878,8.67361737988404e-19,0,0,0,0,0,0
LTC,0.0750099059434945,0.127384619815512,-0.239132462088588,-0.0426027910500251,0,0,0.0334435044691248,0.168298596600125,0.237590802267276,0,0,0,0,-0.0565656440948935,0.376132949122565,0,0,0,0,0
MIOTA,0.19078274860621,0.973322884859588,0,0.0432391505563789,0.188783322601527,-0.264111866076336,0,0.237333385511583,0,-0.045319424011452,0,0,0,0,-0.387140316324031,0,0,0,0,0.322935153721321
DASH,0.0768970508608482,0,0.155231030783805,0.0385496679123836,0.133746107137912,0.434773740032953,0.166702628396064,0,0,0.018458741465675,0.126269560035831,0.00951293535570544,-0.0488394475050819,3.46944695195361e-18,0,0,0,0,0,0.192835326441957
ETC,0,0.290154926040204,0,0.0138635746379108,0.0271587426009234,0.263577764649076,-0.0519093321991205,0,0,-0.0579405488795276,0.0642779200945274,0,0.0505857160860641,0,0.148128508069042,0,0,0,0,0
NEO,0,0.629126377597779,0,-0.0916431440688051,0.443001467477056,0,-0.151917938531756,-2.77555756156289e-17,0,0,0,0,-0.152402620398501,-0.127804923522919,0.890040980622139,0,0,0,0,0
XMR,-0.0338117063117914,0.231424395425355,-0.366402819989786,0.0538253638784126,-0.0477646548973452,0,-0.0261108970558305,0.849841539954215,-0.224887982137885,0,0,0,-8.67361737988404e-19,0.458657734687543,0,0,0,0,0,0.0925136438433393
EOS,-0.112501099093268,-0.968014590106254,0.262080682371702,0.0806218063373894,-0.101345205753909,0.292405223165709,0.0827374912900204,0.218894084827233,0,0.160496033342693,0,0,0.417707114731448,0.148470999795246,0.501792109766908,0,0,0,0,0
ZEC,0,1.00628973718548,0,0.0201859907725492,0.0704860261718839,0,0,0,0,-0.0124255746044603,0,0,0,0,0,0,0,0,0,0
XLM,-0.60551841825297,-0.428552632402069,1.01095445566949,-0.0807380154928189,0.360117896023152,0,-0.383530742298253,0,0.097842529871488,0.19726106836676,0.534863602742179,0.111297647942779,0.589450214112404,0,0,0,0,0,0,0
DOGE,0.300772967992442,0,0,-0.0356254015608578,0,0,-0.14383555016081,0,0.373448641977268,0.0161470565387031,0.184735408765604,0.343719221976382,0,0.181541809313386,0,0,0,0,0,0
BV010082.Index,0,-0.0333841015740575,0,0.00956814490103976,-0.054410070853897,0,-0.0113358719264787,0.0502804514363639,0.0566793125268035,0.0507321377314897,0,-0.139420321397907,1.73472347597681e-18,0,0.0599065718329082,0,0,0,0,-0.0324677902242054
CVIX.Index,0.0369116850726246,0,0,-0.00208162744953037,-0.00374684601664843,0,0.138607731860365,0,0,-0.0145679419874321,0,0,-0.235008802201239,0,0,0,0,0,0,0
DXY.Curncy,0.0445945627842365,-0.027660531052318,0,0.00185840325605007,-0.0233115049036266,0,0.016805613345224,0.00223598015621708,-0.0162105399271313,0,0.0256023657144375,-0.0222047929437504,-0.0079263916839075,-0.0117728797399614,0,0,-0.0763396592983274,0,0,-0.0184305981331841
SPX.Index,0.00996433464768484,0,0,0,-0.00154684096709602,0,-0.00344764082868096,0,0.00849564894377241,0.00176210457379798,0,0.0028124272976384,0,-0.0055634917319415,0,0,0,0,0,-0.0179170991530664
VIX.Index,0,-0.0573469506802198,0,0,-0.028547862698569,0,0.166245065160785,0,0,-0.0166656874695804,0,0,-0.102704614529234,0,-0.0784616957061882,0,0,0,0,0
