,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0505012708168871,0.059958012071173,1.27293386539852,-0.0945168276671625,0.0136933683195595,-0.122404195666763,0.135184466338418,-0.0331308576319769,-0.108857173555794,-0.331797914561903,0,0,0,0.0980172369093615
XRP,0.868871097702271,0,-0.0421844803948192,-0.783325353707572,0.0967288375429918,-0.133388437783531,0.192284017403768,-0.119505973204511,-0.0163277074827221,0.245126543335847,-1.00767491247748,-0.181568267530502,-4.53267444336159,0,-0.36671647341784
ETH,0,0,0,0,-0.116658782083055,0,0,0,-0.137665473210774,0.0913352082547008,0,0,0,0,0
LTC,0.845057836441302,0,0,0,0.0291012038288969,-0.0487241663510191,0.0534213479636908,-0.095733406826856,0.042295624661961,-0.0149691995495569,0,0,0,0,-0.0459679706347978
DOGE,0,0.225618354765179,0.360992162786928,0,0,0,1.35692902166095,0.0549511535483019,-0.0686723131364201,0,0,0,0,0,0
DASH,0.0826061080924687,0,-0.540383631366098,0,0,0,-0.218857875538516,0,-0.353561659713827,0.187641406182528,0,0,0,0,0
XLM,-0.436996734371874,0.546232182131377,-0.0814292997053477,0.775401109499552,0.229378669867469,-0.00809891544298116,0,0.149269811803968,0,-0.215726377159055,0,0.440556132900755,0,0.396342386594703,0.0434192334329758
XMR,3.01576304905563,-0.864763863575054,0.0153259583895854,-2.88546462330703,0.061702737407351,-0.11167840912428,0.644523182405572,0,0.0870961174221187,0.23296793969633,-2.77555756156289e-17,0,0,0,-0.305490989262648
XEM,-5.76996425912553,-0.703009023603424,0.0222014327799806,8.98511929469687,-0.717855773225802,-0.21924757281777,-0.22722103408413,0.898714219609672,0,0,0,0,0,0,0.557180593564498
DGB,0,0.91114456633583,0.119845743924185,0,-0.0577214612083604,0,0,0.509097504306484,0,0,0,0,0,0,0.433973546907943
BV010082.Index,0.107480448487017,0.0233169534067222,0,0,-0.00554553412555452,-0.0648907294380038,0.0408622154015656,-0.0331750789377136,-0.00211614368344175,-0.025372270653762,0,-0.578774722797884,0,-0.359581876054949,0.035168278004896
CVIX.Index,0,0.179112949452341,0.0831751203585966,0,-0.0295692045285137,-0.000575533939576746,0.0366071091465892,0.0752882822201068,-0.0315300799316119,-0.0879834667105612,-0.839852966120692,0,0,-0.860436335250399,0.101696975724688
DXY.Curncy,0.0280789310390697,-0.0242718723259233,0.00645956374307502,-0.0297126442772172,0,0.00389805568668309,0.0147997972417106,0.00423759773098598,-0.00029397863433114,-0.00409092173044856,0,-0.0261780464999752,0,0.017783887961415,-0.0141934539346574
SPX.Index,0,0.0913820165613148,0,0,-0.00742739723838843,0,0,0,-0.0110513404401141,0,0,0,0,0,-0.101024604389384
VIX.Index,0.0649361907138317,-0.640933349140332,-0.256739514378285,0,0,0,0.348601800087695,0.0860934722339923,-0.0705829248304502,0.462920215666635,0,1.05953481983393,0,-2.57111239725032,0
