,BTC,ETH,DASH,XMR,XRP,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0765054030913503,0.224516975168414,0.0572282739073951,0.0944047532661685,0.278320181932888,0,0.105937865581086,-0.257200535527087,0.641197649066514,0,-0.131378894998937,3.46944695195361e-18,0,-0.0701265095220848,0,0,0
ETH,0,0,0.168273338306976,0.997812333836239,-0.208248725904167,0.89439881165035,0.487705890885996,0,0.141294642905325,-0.843690458648785,0,-0.945700896486785,-0.003512906890362,0,0,0,0,0.42778000327628
DASH,-0.0494525769533508,0.228745686631587,0,0,0,-0.214445206926481,0,0,0.173558512074206,0,0,1.18020679935209,-6.93889390390723e-18,1.26620885911053,0,0,0,0.0354362603860412
XMR,0.156547942064189,0.574320041549612,0.0963758092089578,0,-0.43015998307096,0,0,-0.203774953223981,0,0.291883258233918,0,0.104054741562055,-0.202071740244226,0,0,0,0,-0.860699135800445
XRP,0.0505238549269408,0,0,0,0,0,0,0,0.0728345814087893,0.274066833961378,0.0771215922914512,0,0,0,0,0,0,0
ETC,0.588848033875946,0.508711647877325,0,-0.378629886449416,0,0,0,-0.0488387526979904,0.165964539704772,0.327630364745087,0,-0.0110429210076351,-0.187360942761345,-1.35086626993875,0,0,0,0
LTC,0.17039290347739,0.0534570673623854,0,0,0,0.0723695498358789,0,-0.122888956740981,0.141954025938073,0,0.0497578114885393,-0.0227892654225911,0,0,0,0,0,0.056652092041159
XEM,-2.77555756156289e-17,0.414959179034193,0.255614641770362,0.0798890801455221,0.483148028830839,0,-2.4331301844979,0,0,0,0,0.0922779677406662,0.266667151548123,0,0,0,0,0
ZEC,-1.22306206545892,0.011756694029828,0.354853069926284,0.213823402196998,0.246308589732662,0.190585594106935,0.756299925580903,0,0,0.639504561779609,0,0.199351838846766,0,0,0,0,0,-0.109819442144377
DOGE,0.116144465481,-0.143607966880451,-0.0330331711411645,0.223595578578821,-0.151960327593253,0.162456770596208,0,0.0724427079589851,0.156741713649522,0,0,-0.188541794610373,0.210722691521248,0.228906250696659,0.475298461079721,0,0,0
XLM,-0.139428685969411,0,-0.122309692785768,0,0.397977544170935,-0.033098511534679,1.13168543721048,-0.0405989343402409,-0.0563087270026878,-0.171934271737329,0,0.23270527352797,0.683968878175154,0,0,0,0,-0.30849831523314
NEO,-0.316324056429439,-0.488361197569657,0.0978746852348217,0.480223686640308,-0.579316902065411,0.562225095905134,-0.380098483759035,0.0886554212308874,0.266556029584704,-0.6093715304821,0,0,0.19773498050047,0,0.697957852138792,0,0,-0.0683668346182095
DGB,0.134196405123951,3.46944695195361e-18,0.17016451324943,-0.062222859944875,-0.15157724477979,0.0481160844249507,0,0,-0.0328863632055693,0,0.728350381586991,0,0,0,0,0,0,0
BV010082.Index,0.263043299082887,0.0880470625629889,0.035427463608225,-0.219092504925845,0,-0.17210248672462,0,0.0167822533094909,-0.042151985454277,0.120500716639276,-0.204071283604314,-0.0205257158156207,0,0,0,0,0,0.0773033542494004
CVIX.Index,0,0,-0.121295735135589,0.0438550216059962,0.486190871653841,-0.107830293740319,0,-0.00407009236801721,0,0.17171102009278,0.238210287100155,0.227211433562493,0,0,0,0,0,0.59926389809191
DXY.Curncy,0.0180350490164616,-0.00861225325873871,-0.000945138422217702,0.0124736748849875,0.0424142669912122,0,0,0,0,0.0146286458758091,0,-0.0169040951352696,-0.0121562988158868,0.0570062700954037,0,0,0,0.0559986396450433
SPX.Index,0,0.00438659295588248,-0.000934296429954136,0,-0.00524015096759945,-0.0204409726236959,0.0345561547247744,0.00492654324374158,0,0,0,0,0.0114874607319044,-0.10271471816749,0,0,0,-0.0183687513035411
VIX.Index,0,0.142069120075739,-0.120636507024584,-0.116184686019018,-0.721826425619479,0,0,-0.0425927489113853,0,0.0600833147736232,0,0,6.93889390390723e-18,0.185885140096265,1.00031235122366,0,0,0
