,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.341006478967479,0,0.0885216249825283,0,0,-0.00993251523162755,0,-6.93889390390723e-18,0,0.0486772888505066,0,0,0.151520193085965,0.0389108303143367,0,-0.0970803156887319,0,0,0
ETH,0.136329321230656,0,0,0.0934684430745102,0.0465080444498079,-0.150588556437524,-0.100650733167993,0,0.0741621851497268,0.451818537429861,-0.0438736009929933,0,0,0.327223843187666,0.106289381808045,0,0.193588513174229,0,0,-0.0404192298606386
XRP,0,1.38777878078145e-17,0,0,0,0,-0.138911483224095,0,0.0807330019736255,0.784993651399685,0,0,-0.0395035474536836,0.103358351943604,0.0370084556065197,0,0,0,0,0.0360591794026979
BCH,0.179925535944698,0.286779758071607,0,0,-0.238336762179929,0.381246393966405,-0.274588727369074,0.26850475823625,0.114295858377773,0,-0.0385744555934073,0.0903210659710103,0.516829478507653,-0.100086320890766,-0.0891205490701715,0,0,0,0,-0.121305358493573
EOS,0,1.32495522252522,0,0,0,0,-0.366157439745426,0.149040694390862,0,-2.77555756156289e-17,0.178144847644608,-0.214769480486315,1.00274126074316,-0.659909026600991,0.125070695224184,0,0,0,0,0
LTC,0,0,0,0.578953907734479,0,0,0,0.0445273357204209,0.092575634677692,0,0,-0.0411488090045012,0,0.216103811044632,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.426780569686159,0,0,0,0,0.556624451314507,0,0,0,0,0,0,0
ADA,0,0,0,0.371194220855956,0.0586877037967014,0.127629206714211,0,0,0,0,0.0328404133494673,0.00644977401506033,0,-0.0531324125537221,0.449236885682355,0,0,0,0,0.0359874333372486
MIOTA,-0.522723070327055,0,0,0.504556758877919,0,0.655207329073658,0,-0.0108564175782175,0,0,0.422300607594185,0,0,-0.195329769485772,0,0,0.0817415900342247,0,0,0.195735730854428
TRX,0,0,0.520972192045167,0.166424864666835,0.136003592789524,0.00337678022561553,0.0692674119065287,0,0.0271998984675799,0,0,0,0,-0.0491781383245258,0,0,0,0,0,0
NEO,0,0,0,0.223827574948166,0.118017407438564,0,0.0703754917246706,0.460096517694609,0,0,0,0.182538183727248,0,-0.437384183121414,0.234714025776408,0,0.521030613808044,0,0,0.0189994201129356
XMR,0.399839168128638,0,0,0,-0.12276093129102,0.927773343885232,0.171147010181069,0,0,0,0.231144800082842,0,-0.598811109392713,-0.0219876709106032,0.178949633766726,0.111447116440553,0,0,0,0
DASH,0,-0.269910444307467,-0.512538568856963,0.866192125225427,0.296092419929512,0,0.417351628393711,-0.291329266594941,-0.23742348727834,0,0.0267474074125718,-0.0172414651264182,0,0,0.317580579267141,0,0,0,0,0.0895915558989568
ETC,0,0.51779558963766,0,0,0,0.271650812593674,0,0.0917355391411936,0,0,0,0,0,0,0.0648278890632003,0,0.534588519176352,0,0,0
XEM,0,1.14677924273093,1.07689275368158,-0.276604659959351,0,0,0.205927292505272,0.889278957809924,0,-1.83186713134354,0.0910554217793205,0.190511591694744,0,0,0,0,-0.192149841911994,0,0,0.0624193814789511
BV010082.Index,0,0,0,0,0,0,0.0199749675290738,-3.46944695195361e-18,0,0,0,0.0217750116841207,0,0,0.00325606588955189,0,-0.262858135718276,0,0,-0.0115263478552578
CVIX.Index,0,0.622977407460981,-0.0554487228266518,-0.198911728625483,-0.231306926450111,0,0,0,0.173965083353157,0,0,0.0883177137643199,-0.0558000063897276,-0.0410378028347961,-0.0123550374361809,0,0,2.50396587711013,0,0.0586543920379823
DXY.Curncy,-0.0483472249049838,-0.0415354682523392,0,0,-0.0079346032780677,0.100165543907502,0,-0.0131435344088725,-0.0756684474832057,0,0.0165448827659521,0,0.057223356517139,-0.0312298128271363,0,0,0.118757005645946,0,0,0.0161703555723272
SPX.Index,0.0416656686473478,-0.0155085015016511,0,0.0286192233731333,-0.0120384621479063,0.0474390652523622,0,0,-0.078613488629094,0,0.0280270003126825,-0.0209998968787758,0.0242275815209885,-0.0394762925114324,0,0,0.00547900153639303,0,0,-0.0814261708559969
VIX.Index,0,-0.0653251498218226,-0.0771223320709944,0,-0.151843515605474,0,0,0,-0.196433407408103,-0.408275999764958,0.232772074692391,-0.302209969043483,0.196896952574553,-0.125389800393017,0.311500775370262,0,0.381224172321453,0,-7.77596571845533,0
