,BTC,ETH,BCH,XRP,LTC,XEM,DASH,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.107027736870039,0,0,0.00354941205062937,0.190307533688941,0,0,0,0,0,0.0746484171053809,0,0,0,0,0
ETH,0,0,0,0,0.098973410013301,-0.0199360269044766,0,0.0773370789740155,0.205299358384761,0.0250416018932213,0.0647558646608169,0,0.109596703740352,0,0.126903657707526,0,0,0,0,0.158960056619076
BCH,0,-0.255218962447647,0,0,0.412055294615388,0.219837527197147,0.394106864355863,-0.145734445266999,0,0,0.0104906472143029,0,0,0,0,0,0,0,0,0
XRP,-0.170878885410064,0,3.46944695195361e-18,0,0.594930223361038,0,0.633621949815854,-0.0191051942155882,-0.200323304706356,-0.460090123332066,-0.0999108377904678,-0.729225748454564,1.01171209496289,-8.67361737988404e-19,-0.00978042786793459,0,0,0,0,-0.0229716827913666
LTC,0,0,0.082831658193081,0.363205998173314,0,0,-0.525860225537235,-0.109734597760876,-3.46944695195361e-18,0.613462421026401,6.93889390390723e-18,0.804092785464076,-0.289308864307886,0.0371261826998322,0,0,0,0,0,0.115313995773554
XEM,0.575241464584967,0,-0.0617031580784546,0.138908183903118,0,0,0,-0.278836533089073,0,-0.236480043797523,0.33953978773785,0.354156964297028,0.308122705385776,-0.172931748965343,0.13251039200124,0,0,0,0,0.240155348258072
DASH,0,0,0.0977208311542279,0.193053049276486,-0.535932101729906,0,0,-0.0357958117415006,0.23404160646105,0.378150677757802,0.236460397929587,0.757242235163384,-0.347171638056195,-0.215712762266059,0.0316987934936198,0,0.0198134746226216,0,0,0
XMR,0,0,0.0393855303660909,0.702650024954098,-0.127612782474076,-0.819197388579546,0.511473085733749,0,0,0,0.0578003400152847,0.732332433705609,0,0,-0.145236381008005,0,0,0,0,0.0589870100493175
MIOTA,0,0.28723750060754,-0.121534896837814,-0.180186591525983,-0.000982580884040084,0,0.272364066033175,0.189286286354733,0,0,0.445103207735489,0,0,-0.0944096084171594,0.209296101039562,0,0,0,0,0.0367053454844895
ETC,0,0,0,0,0.500006413714591,0,0.186654655176593,0.0319374189928251,-0.268684796237695,0,0.186342915746607,0,0,0,0.118732809396743,0,0,0,0,-0.0453019546612904
NEO,0,0,0.091509267241996,-0.00306854941110381,0.583653745437967,0.481460882399421,0.544511096592868,0.147924344076347,0.109890886549657,0,0,-0.80636707873408,-0.228707488597527,0.668251018888052,-0.531248324059127,0,-0.909080320745643,0,0,-0.278462731911076
ZEC,-0.184560531893039,0,0,-0.311629246372364,0.225000462910671,0.37080242246765,0.670788695762768,0.343888473825108,-0.26001968660887,0.137252292804894,-0.297739028698992,0,0,0.242455474247078,0.0113101139152536,0,0,0,0,0
XLM,0,0,-0.00322855692689933,0.202132812822365,-0.268441049132116,0.354463265426325,-0.127515961797598,0.203609127062859,0.134643955767107,0.522723866998575,-0.537565629221803,0,0,0.488645249360195,0,0,-1.42841636423089,0,0,0.212326946865881
EOS,0,0.478357737826657,0.11174046024563,0,-0.182142412026812,0,-0.413755822546554,0,-0.139864613707447,0,0.596634712004186,0.589185253590533,0.117420831074496,0,0.345215200571153,1.4490905157699,0,0,0,-0.0115474477938116
BAT,1.11870074584598,0.135623051277903,-0.0346013675168445,-0.0476746428083602,0.245394388938438,0.361674018489589,0,0,0,0,-0.302666938444836,0,0,0.148264137952612,0,0,0,0,0,-0.266382212362472
BV010082.Index,0,-0.068830058527873,-0.0178258597162302,-0.0316927487543244,0.0208326755684264,0.0354508789363815,0,0.0282053284846004,-0.0357944647839587,-0.00954507924153875,-0.0350325070218177,0.000557807750339388,-0.0216636819017617,0.0912865535789647,-0.0251660299448742,0,0,0,0,-0.0334367311850771
CVIX.Index,0,0,-0.0733273791948781,0,0,0,0,0,0,0,0,0,0,0,0.0665331066315352,0,0,0,0,0.188947158797045
DXY.Curncy,-0.0425133314269464,-0.0123989353223423,0,0,0.00223795847770301,0.0117109327186935,-0.0237152708551598,0,0.0171225729151191,0.00790114812932535,0,0,0.00463003503788174,0,-0.00755122102444448,0,0,0,0,0
SPX.Index,0,0,-0.00493798255576791,0.00426594606806176,0,-0.0154367766253211,-0.0127430241620986,-0.0112233602208289,0,0.00331143011916194,0,0.00976151268371965,0.00918172250904854,0.000970378617460465,0.00536210155798318,0,0,0,0,-0.0445261923201054
VIX.Index,0,0.267757903659543,0.112241164148196,0,0.133812663214802,0.360285866644584,-0.397625953827602,0.039949310955666,0.477889933086205,0,-0.496967396691417,0,0.126741113051344,-0.25833999067012,-0.226967976291061,0,1.86538638302801,0,0,0
