,BTC,ETH,XRP,BCH,ADA,LTC,XLM,NEO,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0317744599629234,0,0.117081725739297,0.10663531124836,0.0711449646192256,-0.0812290044697014,0.111978084370442,0.17680971370141,0.120519769663432,0,0,0.084074766836757,0,0.00533244623267186,0,0,0,0,0
ETH,0,0,0,0,0,0.341118121555093,0.463543401174054,0,0,0,0.318560939822985,0,-0.272644147828977,-0.158369032273141,0.375971394125699,0,0,0,0,-0.157474851290617
XRP,0,-0.543846744442586,0,0,0.291321618980102,0,0.107336152800525,-0.064287790899316,-0.110026714652308,0.120905686190601,0,0,-0.28435232909513,0.187722071594745,1.00608531326007,0,-0.290052708140425,0,0,0.00433675464086699
BCH,0.73151629802718,0,-0.113930024426075,0,0,0.193397377464611,-0.154494325962811,0,0.0391767366158337,-0.0779612589689392,0.0866792564641746,0.0313785775632211,-0.0850307142724238,0.0809788892078501,0.503959435723898,0.230998219927125,0,0,0,0
ADA,0,0,0.2522394091968,0,0,0.595248810568591,0,0.162218580941424,0.101021679144422,0.019259072578974,0,0,0,0,0,0,0,0,0,0.0432291545402051
LTC,0,0.239812700431442,0.0955718150225452,0.583303793930539,0.334771711635255,0,-0.101447097763315,-0.175762610621369,0,0.00366561149083221,0.00656081543257687,-0.317591700447573,0,0.0682799562964904,1.38777878078145e-17,0,0.216725583141274,0,0,-3.46944695195361e-18
XLM,0,0.0599312013202328,0.280741262948476,0,0.289926702639324,0,0,0,0.119171447279434,-0.0332751820093575,0,0,0,0.25170439746238,0,0,0,0,0,0
NEO,0,0.276546014351833,0,0.621921725155588,0,-0.0709800652478643,0,0,-0.0769443177125723,0,0,0,0,0.04701722515472,0.144220983555857,0,0,0,0,0
EOS,0,0,0,0,0,-0.0446222118740554,0.404098321685508,0.0337060769897854,0,0.0356119944234315,0,0,0,0,0.462265693296565,0,0.66631303562653,0,0,-0.0675669282451359
XEM,0,-0.551021804430118,0.313992988706047,2.77555756156289e-17,0,0.538162975945309,-0.100273429175124,0,0.541528740953056,0,0.0139408150448134,0,0,0,0,0,-0.575218097798796,0,0,0.0662614026279616
MIOTA,0,0,0.0577549163708859,0.344238385232524,0,0.324429737287514,-0.120522167821447,0,0,0.201441115782673,0,0.2180846007979,0,0,0,0,0,0,0,0.00267071355063559
DASH,0,0.170704107610156,0,0.0262769564885695,0.144387176290422,0,0,0,0.164998223616823,0,0.169114304711436,0,0.169971620517804,0.0948967982152696,0,0,0,0,0,0.146426758103759
XMR,0,0,0,0.184877592480504,0,0,0,0.0423787077829893,-0.029914364243611,0,0.15682058078064,0.198085434993029,0,0,0.233851616971239,0,0,0,0,-0.0399060772695245
TRX,0,0,0,0.0653793416871254,0,0,0.290083473741159,0.0091098163678178,0.148998790283317,0.431003945647073,0,0,0,0,0,0,0,0,0,0.231897763051345
ETC,0,0.350854150056726,0.176662008569367,0.205301548675299,-0.349476905773651,0,0.0867755935755544,0.187823161599054,0.0724252526355285,0.045191427363353,0,0,0.383443248669098,0.0619636034117078,0,0,-0.0662164799614028,0,0,0.0480327997330829
BV010082.Index,0,0,0.0283164900440347,0,-0.0632055154389963,0,-0.0651482358856633,-0.02696994071826,0.0153285327186443,0,-0.00362022555821045,0.113345458526009,-0.0256171941870461,0.0389531710901747,0,0,0,0,0,-0.0289453743990019
CVIX.Index,0,0,0,-0.103240812534835,0,0,0,0,0.0635771658241969,0.130738972034875,0,0,0,-0.0812298547431739,0,0,0,0,0,0.0845447703290039
DXY.Curncy,0.172353089543403,0.0273518511021349,0.0145483237552249,-0.0654168868095192,-0.0340032722899571,0.0766465756480244,-0.0148767873611086,-0.012954418427829,0.00455784941164464,-0.0401077544242174,0.0318787287637733,-0.127547578007834,0,0.0105876788213373,0,-0.0441155736479798,0,0,0,0.0131045279284534
SPX.Index,0,-2.16840434497101e-19,0.0432051392169011,0,0.0209950407593659,0,-0.00346341716623881,0.018492134000418,-0.00974216646532604,0.0180655005599211,-0.0109019179862374,0,0,0.018313114953255,-0.0729439711847216,0,0.077048104342777,0,0,-0.104319672291148
VIX.Index,-1.42220876779105,-0.406092995255229,0,0,0.403178969867587,0.692439088248615,0.0169249094573604,0.102553773538306,-0.0574894277370786,-0.0620473564904908,-0.0173384352297233,0,0.402801293896049,0.256231672547393,0,0,0.410106720066523,0,0,0
